#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct 10 15:03:56 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/datasets_bnumbers/gos_bnum.txt
GO_0000018_7	b2520//b3306//b2607//b0504//
GO_0000023_6	b3884//
GO_0000025_7	b4326//
GO_0000027_7	b2236//b2584//b1344//b0077//b3591//b0475//b0809//b1253//b0369//b3052//b1006//b4268//b4361//
GO_0000028_7	b0067//b0465//b0723//b3800//b0740//b1215//b3654//b1515//b0829//
GO_0000032_8	b3022//
GO_0000041_8	b1644//b4088//b0697//b0912//b1676//b2320//b0988//b2739//b1334//b3240//b1079//b3476//b2560//b2233//b2921//b0959//b3481//b0153//b1130//b4666//b3911//b0534//b3887//b0620//b1412//b3752//b0169//b0027//b0929//b3226//b3949//b4221//b0642//b0856//b0409//b1679//b3168//b0270//b2290//
GO_0000050_5	b4031//b3520//b1930//b0599//b0513//b2971//b1945//
GO_0000053_5	b1262//
GO_0000096_5	b0461//b3687//b0243//b0447//b1178//b0298//b1832//b2527//b0473//b1932//b0036//b2564//b4419//b0443//b2898//b3266//b1815//b3783//b2774//b0104//b1913//
GO_0000097_6	b0422//b2699//b3292//b0830//b0461//b1520//b2570//b1297//b3690//b0640//b0160//b0316//b1120//b0337//
GO_0000098_6	b2981//b0091//b0084//b3588//b1288//
GO_0000101_6	b3604//b0640//b2541//b3061//b0001//b0767//b0723//b2964//b2689//b0294//b2584//b3554//b1998//b1377//b4179//
GO_0000103_5	b3905//b3364//b0469//
GO_0000105_6	b4358//b1978//b3034//b0356//b2954//b0911//b2541//b2882//
GO_0000154_7	b1944//b3729//b4192//b1398//b1759//b2266//b3652//b3442//b2979//b1888//b2979//b4080//b2100//b4544//b3450//b1535//b1261//b0497//b0907//b0419//b3140//b3421//b4242//b3133//b1740//b2062//b2284//b1053//b0974//b2835//b1842//b0023//
GO_0000160_5	b1711//b0877//b4421//b2740//b1008//b1131//msrP//b1289//b2048//b3497//b2180//b0933//b4302//b1769//b1301//b2218//b3930//b0630//b3884//b0598//b0025//b3839//b4255//b4351//b1981//b1224//b1531//b0461//b3949//b1534//b3453//b4099//b2578//b3945//b3121//b1597//b3722//b1922//b1545//b2798//b2587//b3198//b1991//
GO_0000162_7	b1638//b3682//b3428//b1194//b3613//b2703//b2727//b3256//b4662//
GO_0000255_5	b1160//b3244//b2386//b4520//b0020//
GO_0000256_6	b1105//b3581//b1111//b1932//b2494//
GO_0000270_7	b3155//b3720//b2236//b2047//b2206//b2810//b2735//b0809//b3670//b0718//b3281//bioD2//b0210//b3787//yjgX//b0440//b4245//b1140//b2048//b3652//b3991//b2367//b0029//b4087//b2182//b3880//b0106//b0864//b0166//b2216//b3563//b0756//b1865//b1739//b3667//b3306//b2792//b1886//b0518//b2295//b1801//b1888//b0436//b2383//b3515//b3727//b3899//b3679//b3134//b0084//b0893//b4246//b2385//b1404//b3752//b3164//b3667//b0090//b4070//b1084//b1741//b3142//b2156//
GO_0000271_6	b0155//b3048//b3479//b3336//b1769//b3227//b3082//b4237//b3568//b1133//b3791//b3578//b0323//b2892//b2515//glsB//b2474//b3613//b3147//b2634//b3786//b2557//b1830//b0398//b0162//b4346//b0612//b2924//b2518//b4114//b2576//b3706//b1072//b0794//b0256//b0414//b3056//b0727//b0809//b1194//b0506//b3318//b1822//b0777//b4239//b3479//b2798//glsA1//b4378//b2234//
GO_0000272_6	b3260//b0958//b1317//b3564//b2311//b0071//
GO_0000302_5	b4162//b0860//b4015//b3704//b3035//b0109//b1533//b1123//b2607//b1709//b1637//b2165//b1660//b1412//b1444//b2098//b4097//b2698//b3395//b0042//b1601//b2159//b1885//topAI//b3165//b1703//b1413//b0557//b1050//b2340//b1540//
GO_0000303_6	b0450//b2048//
GO_0000305_5	b2465//b1307//b3998//
GO_0000372_11	b1313//
GO_0000375_9	b0314//
GO_0000376_10	b0662//
GO_0000413_9	b4089//b3208//b3869//b0170//b1092//gpr//b0999//b0979//
GO_0000451_7	b0484//b3880//b1424//b3958//b3198//
GO_0000453_8	b3866//b0918//b4470//b1870//b1123//
GO_0000455_9	b3011//b1081//b2414//b0775//b2784//b0336//b2220//
GO_0000462_11	b4019//b2015//
GO_0000469_8	b3441//
GO_0000470_10	b2248//
GO_0000478_9	b4299//
GO_0000715_6	b2595//
GO_0000716_7	b2421//
GO_0000724_8	b0086//
GO_0000725_7	b1827//b1955//b3399//b4180//b1409//b1435//
GO_0000726_7	b3857//
GO_0000731_7	b1927//b2491//b0902//b2603//b3846//b1203//b3895//
GO_0000737_7	b2438//
GO_0000738_7	b0576//b0807//b0653//
GO_0000746_4	b1293//
GO_0000820_7	b2960//
GO_0000902_5	b3877//
GO_0000910_4	b0589//b0048//b2486//b1939//b0170//b2819//b1960//b1100//b1037//b0125//b3961//b1326//b2705//b3228//b1290//b2551//b2198//b1505//
GO_0000917_6	b4377//b0777//b3316//b2469//b1370//
GO_0000918_6	b1111//b0959//b3415//b4313//
GO_0000920_3	b4357//b4251//b0945//b0191//b1329//
GO_0000921_6	b2400//
GO_0000966_8	b2781//b1375//b2399//b1221//
GO_0000967_10	b1338//b2842//b3513//
GO_0001101_4	b0742//b0915//b2492//b0879//b2283//b1404//b0539//b0420//b0894//b3308//b0401//b2349//b1444//b3394//b1272//b3364//b4354//b2441//b1130//b1538//b2100//b1610//b3917//b4520//b2414//b0082//
GO_0001121_7	b3331//b3142//
GO_0001123_8	b3475//
GO_0001124_8	b0149//
GO_0001407_7	b1735//b2078//b0263//b3822//
GO_0001505_4	b4173//b0873//b3019//b3316//b2094//b0469//b2197//b2276//b4312//b3465//b2474//b0350//b2208//b0830//b0400//b2563//
GO_0001510_5	b0937//b0470//b3384//b2662//b0652//b1512//b0592//b0840//b1352//b0995//b2242//b2234//b1434//b4586//b4003//b0839//b3029//b3990//b4324//b2086//b1299//b3875//b1221//b3600//b3146//gpr//b3392//b3539//b3526//b4666//b1018//b0441//b2532//b4144//b1071//b1713//b3713//b2381//b1482//b2579//
GO_0001514_8	b1409//
GO_0001522_7	b1749//b2507//b1467//b2993//b0053//b3673//b3486//b0608//b3650//b0802//b2008//b4166//b0437//
GO_0001539_4	b2327//b0820//b0051//b0083//b3717//b2528//b0534//b0355//b0708//b0968//b0655//b1570//b1676//b3961//b4255//b0245//b2285//b3236//glsA//b0934//b3480//b0599//b1891//b0316//b1576//b2842//b1099//b0911//b2696//b0077//b2202//
GO_0001558_5	b4162//b1861//b3790//b0862//b0363//b3327//b0975//b3024//
GO_0001561_6	b3175//
GO_0001666_4	b4319//
GO_0001676_6	b2992//b3072//b1260//
GO_0001680_11	b3243//
GO_0001682_11	b1167//
GO_0001731_7	b2470//
GO_0001762_6	b3241//
GO_0001887_4	b0424//b2640//b3300//
GO_0001896_5	b2437//b1945//b4064//b3240//
GO_0001907_5	b2135//b0759//b4664//b1422//
GO_0001932_8	b0517//b0732//
GO_0001934_9	b1265//
GO_0002047_6	b1294//b1324//
GO_0002097_8	b3172//b2211//b2763//arcC//b3456//b2666//b0200//b2786//b3319//b3991//b4326//b0260//b2739//b4460//insI1//b0846//b4027//b0857//b1111//
GO_0002098_9	b0963//b3226//b4269//b2540//b1740//b3067//b2245//b2761//b0697//b3676//b2380//b2538//b1711//
GO_0002099_9	b2456//b3327//
GO_0002100_9	b2914//
GO_0002101_9	b3790//b2519//
GO_0002128_7	b1078//b1883//b2147//b3636//
GO_0002130_8	b3722//
GO_0002131_9	b3835//
GO_0002132_9	b1853//
GO_0002136_10	b4460//
GO_0002143_9	b2698//b0094//b0597//b3006//b1198//b0739//
GO_0002181_7	b3935//b3253//
GO_0002183_5	b3327//
GO_0002184_8	b4177//
GO_0002188_6	b2797//
GO_0002190_6	b3224//
GO_0002192_8	b0120//
GO_0002252_3	b2548//b1014//b2037//b0300//b2093//b3924//b0127//b3867//b3282//b2574//
GO_0002790_6	b1645//b2992//b1407//b2574//b4015//b1300//b3034//
GO_0002937_9	b1015//
GO_0002938_8	b2542//
GO_0002939_7	b3491//
GO_0002943_8	b3740//
GO_0002949_8	b4191//b3651//b0651//b4372//
GO_0003333_7	b1798//b1808//b4113//b1249//rpnB//b3688//b1990//b1805//b3734//b0101//b4036//b0790//b0887//b1466//b2438//b2609//b1854//b2996//b1905//b0423//b4602//b2281//b0215//b1212//b0141//b4662//b2710//b2661//b0355//b2354//b2601//b4476//b3643//b0492//b2058//b4313//b1432//b3990//b1042//b1279//b0492//b1809//b4392//b1592//b0475//b3982//b4586//b3632//b0299//
GO_0005975_4	b4340//b2400//b3963//b0375//b2442//b2224//b4357//b3387//b2196//b3305//b2201//b1094//b2019//b1489//b0771//b0826//b0256//b1328//b1871//b2563//b1336//b3450//b1348//b3731//b2767//b3533//b0675//b0353//b4180//b4119//b1334//b1348//b3741//b3115//b0752//b0893//b4305//b0121//b3787//b1211//b0722//b0112//b1790//b1827//b0718//b4239//b0444//b3958//b3385//b0653//b3826//b0638//b0678//b1338//b0864//b1328//b4470//b4300//b4350//b3616//b2215//b0469//b2427//b2151//b1352//b3213//b2104//b4249//b2698//b1182//b2785//b2517//b1564//b1238//b0790//b1205//b4087//b3775//b0632//b4159//b3686//b3243//b2727//b0431//b2696//b3391//b2057//b0125//b2782//b3998//b0382//b3516//b0072//b3433//b1343//b1117//b2283//b2877//b1694//b1692//b1711//b3594//b3163//b2011//b3068//b0969//b3650//b0945//b2725//b3359//b3423//b3599//b3571//b1347//b3256//b3997//b1049//b1832//b3699//b0566//b2234//b3145//b1241//b2587//b2318//b2532//b4353//b4313//b4637//b3507//b3406//b0270//b3093//b2714//b1579//b0067//b2109//b4381//b2302//b3566//b3800//b1342//b0847//b4178//b1222//b0101//b2207//b2532//b4477//b3836//b1053//b4168//b2611//b3076//b0159//b0162//b2812//b3024//b1801//b1330//b4169//b2202//b0339//b0932//b4148//b2904//b0024//b1212//b3932//b2711//glsB//b2630//b1441//b3223//b1124//b3605//b4122//b0437//b0042//b0979//b3630//b1753//b4376//b3850//b0265//b1277//b0997//b4128//b4123//b4322//b2048//b1732//b3636//b4269//b2716//b3414//b1564//b0210//b1224//b0301//b4366//b0154//b0655//b1390//b1917//b4239//b2266//b2170//b1552//b3365//b1337//b3462//b1642//b3073//b0570//b1563//b1487//b0081//b2042//b2167//b1985//b0640//b0708//b2327//b3185//b0424//b3816//b1809//b2831//b0941//b4015//b0947//b1045//b3547//b0027//b1738//b3728//b3376//b4667//b3667//b3331//b3806//b1107//b0864//b3403//b0040//b0437//b2248//b0273//b0357//b4201//hiuH//b3132//b2156//
GO_0005976_5	b4067//b2431//b2474//b1729//b2703//b4036//glsA1//b1728//b1890//b0073//b1645//b2400//b3926//b1435//b2047//b3416//b1119//b2285//b3743//b0323//b1238//b0982//b0226//b2156//b0300//b4063//b2476//b2312//b3592//b1611//b0036//b0829//b1324//b2779//b4326//b0336//b4084//b4261//b3514//b3521//b1159//glsA2//b4063//b2028//b2367//b1013//b4468//b0696//b2996//b0269//b3544//b2135//b1337//b0683//b0831//b0896//b0764//topAI//b0657//
GO_0005977_6	b0238//b3113//b1430//b2697//b3965//b2150//b1786//b1767//
GO_0005978_7	b3093//b3008//b1469//b0097//
GO_0005979_8	b0449//
GO_0005980_7	b0653//b4340//b4114//
GO_0005981_7	b2529//
GO_0005984_5	b1580//b2294//b2701//b0479//b3316//b4471//b2338//b1826//b2182//b3726//b4203//
GO_0005985_6	b4171//
GO_0005986_7	b1593//
GO_0005988_6	b0430//b3788//
GO_0005990_7	b1370//b2497//
GO_0005991_6	b1090//b2153//b3162//b3414//b1090//
GO_0005992_7	b1882//b0192//
GO_0005993_7	b2392//b0103//b2748//
GO_0005994_6	b3514//
GO_0005995_7	b3152//
