#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct 10 15:03:56 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/datasets_bnumbers/gos_bnum.txt
GO_0000018_7	b0620//b1683//b3597//b4036//
GO_0000023_6	b3542//
GO_0000025_7	b0803//
GO_0000027_7	b1391//b3928//b1261//b1430//b0345//b2777//b1734//b4118//b0507//b0969//b1787//b2750//b3457//
GO_0000028_7	b3906//b2476//b2914//b3936//b2429//b2163//b3125//rhmR//b3831//
GO_0000032_8	b4313//
GO_0000041_8	b0268//b0465//b4069//b3290//b0179//arcC//b4254//b1282//b3750//b1184//b0472//insI3//b2287//b2057//b1863//b2579//b0759//b3134//b2551//b2837//b0808//b4190//b3972//b2314//b3539//b1059//b4280//b0045//b2729//b2532//b2546//b0873//b1468//b0637//b0238//rpnD//b4415//b0967//b0469//
GO_0000050_5	b3637//b2212//b3564//b3605//b4705//b3368//b2215//
GO_0000053_5	b1533//
GO_0000096_5	b4559//b2330//b4207//b1192//b1878//b1184//b2373//b0221//b3179//b1256//b1109//b1178//b4055//b1505//b2061//b2947//b4192//b0106//b1682//b3125//b1891//
GO_0000097_6	b1870//b0490//b2537//b3244//b2710//b0341//b1812//b0943//b2507//b0638//b0197//b1536//b1375//b0096//
GO_0000098_6	b1856//b1511//b2705//b3984//b3060//
GO_0000101_6	b4544//b0688//b3930//b0334//b1830//b1006//b0420//b3653//b2735//b0102//b4477//srkA//b2519//b3032//b2268//
GO_0000103_5	b4357//b0588//b0694//
GO_0000105_6	b2528//b0156//b1787//b1209//b1131//b2422//b2341//b2092//
GO_0000154_7	b0188//b1701//b3613//b3478//b2037//b3708//b0826//b2731//b1328//b3932//bioD1//b3368//b2456//b0969//b0900//b2896//b3249//b0197//b1642//b1040//b0121//b0776//b4321//b2350//b0058//b1313//b2318//b0871//b4375//b3721//b1184//b4299//
GO_0000160_5	b2212//b2385//b0817//b1967//b1801//b0002//b1861//b4054//b0139//b1224//b0698//b3395//b2516//b0197//b0435//b3018//b3083//b0160//b1774//b2705//b3653//b0436//b1955//b2961//b2800//b2894//b3127//b0152//b3630//b3462//b3791//b1870//b3094//b3056//b3012//glsA2//b0514//b2665//b1226//b2130//b1883//b0368//b0109//
GO_0000162_7	b0532//b0281//b1303//b2216//b0028//b0565//b0893//b2470//b0995//
GO_0000255_5	b1021//b2169//b0979//b0806//b3871//
GO_0000256_6	b4384//b2731//b2829//b3897//b4191//
GO_0000270_7	b2799//b1951//b4097//b3282//b2049//b0940//b0053//b0873//b3788//b3465//b3585//b2599//b3070//b3989//b0176//b0399//b2584//b4347//b1225//b1857//b0328//b0355//b0089//b1128//b1313//b2560//b4043//b2105//b3503//b1764//b2164//b3012//b3986//msrP//b3497//b0425//b1658//b3029//b4252//b1261//b2423//b2925//b3736//hiuH//b1544//b0197//b3279//b4022//b1022//b3683//b0806//b0104//b2708//b1739//b3395//b0377//b2575//b3113//b2965//b3641//b2738//b0907//b0774//
GO_0000271_6	b2576//b1182//b0539//b1265//b3745//b3428//b2174//b0708//b0932//b1518//b1374//b2813//b0855//b0466//b1878//b1756//b0856//b0131//b0464//b1584//b1265//b2821//b3040//b3195//b3341//b2600//b1833//b2705//b3846//b0659//b0047//b3084//b1860//b4242//b2728//b1280//b1595//b1015//b4113//b3311//b2509//b2896//b3479//b4124//b3243//b1801//b3486//b1828//b3366//b3193//
GO_0000272_6	b2536//b4123//b2358//b0174//b4070//b1210//
GO_0000302_5	b3919//b3173//b2047//b2105//b0509//b1427//b0696//b4266//b4039//b2144//b4375//b1786//b3547//b3894//b3578//b3700//b2715//b1082//b1018//b1661//b0813//b0862//b2156//b0336//b3368//b3105//b2126//b3376//b2696//b2952//b2726//
GO_0000303_6	b3629//b4071//
GO_0000305_5	b1128//b3869//b2557//
GO_0000372_11	b1735//
GO_0000375_9	b3231//
GO_0000376_10	b4180//
GO_0000413_9	b0182//b3634//b3476//b0742//b0066//b3503//b3529//b3271//
GO_0000451_7	b0153//b4111//b1319//b4208//b0043//
GO_0000453_8	b0620//b2551//b0785//b0040//b1791//
GO_0000455_9	b1141//b0990//b1507//b0835//b3942//b3261//b4011//
GO_0000462_11	b1362//b2934//
GO_0000469_8	b3800//
GO_0000470_10	b1506//
GO_0000478_9	b1508//
GO_0000715_6	b1590//
GO_0000716_7	b3155//
GO_0000724_8	b3403//
GO_0000725_7	b1684//hexR//b2185//b0920//b0474//b2407//
GO_0000726_7	b4557//
GO_0000731_7	b3630//b4131//b4382//b3615//b0598//b0175//b3453//
GO_0000737_7	b3721//
GO_0000738_7	b4142//b3124//b1738//
GO_0000746_4	b0166//
GO_0000820_7	b0087//
GO_0000902_5	b1692//
GO_0000910_4	b1779//b1584//b2615//b0835//b4453//b3301//b3669//b3359//b2926//b2109//b2476//b2385//b1518//b3790//b2021//b3885//b0185//b1010//
GO_0000917_6	b2728//b3298//hprR//b3870//b2048//
GO_0000918_6	b0829//b4034//b1753//b1791//
GO_0000920_3	b4096//b2753//b2243//b0765//b2409//
GO_0000921_6	b3313//
GO_0000966_8	b0809//b0831//b2379//b3437//
GO_0000967_10	b0264//b4532//b2129//
