#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct 10 15:03:56 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/datasets_bnumbers/gos_bnum.txt
GO_0000018_7	b2528//b0859//b3166//b3962//
GO_0000023_6	b0535//
GO_0000025_7	b0104//
GO_0000027_7	b3624//b2367//b0350//b0002//b1712//b2297//b2415//b2203//b0346//b0842//b2506//b2529//b4305//
GO_0000028_7	b3717//b1887//b2133//b4125//b2336//b1677//b0220//b0026//b1449//
GO_0000032_8	b0120//
GO_0000041_8	b0010//b0154//b3166//b1132//b1326//b1122//glsA//b0194//b3073//b0904//b0337//gapC//b0943//b1828//b0783//b0481//b1077//b0807//b0329//b0025//b0822//b4511//b0862//b0697//b0524//b1606//b2385//b1307//b1434//b3710//b0565//b0789//b3676//b3194//b3534//b1140//b3204//b0842//b3393//
GO_0000050_5	b0945//b1323//b3366//b2661//b0094//b0019//b1178//
GO_0000053_5	b0478//
GO_0000096_5	b0443//b1385//b0861//b2258//b0737//b3819//b0264//b3805//b2496//b4138//b1127//b3569//b0508//b2711//b2281//b3567//b2725//gapC//b3082//b1302//b2557//
GO_0000097_6	b3387//b0337//b3465//b2067//b1421//b3907//b2901//b0930//b1775//b3600//b0880//b2496//b0323//b3019//
GO_0000098_6	b3654//b3872//b1166//b0388//b3019//
GO_0000101_6	b2125//b3093//b4004//b2600//b2992//b0958//b2678//b0778//b2232//b4071//b0069//b3630//b2149//b1427//b2836//
GO_0000103_5	b0161//b0860//b0022//
GO_0000105_6	b4602//b0281//b1649//b2483//b0586//b1612//b3871//b0345//
GO_0000154_7	b2435//b1415//b2921//b0239//b3703//b1434//b3572//b2024//b0943//b3604//b2533//b0940//b2407//b3989//b4033//b0583//b2758//b2933//b3028//b3860//b0428//b3533//b0709//b2409//b0084//b3052//b1978//b3584//b3228//b0504//b3582//b0995//
GO_0000160_5	b3126//b3399//b2211//b2634//b3751//b0296//b2892//b1540//b2349//b1441//b0355//b2284//bioD1//b3805//b2400//b1743//b0487//b3126//b0730//b0904//b3535//b1695//b3707//b2570//b1076//b1704//b2924//b3364//b2710//b4311//b1077//b1407//b1854//b2428//b4087//b4235//b2607//b0511//b3232//b2318//b0870//b0824//b3462//
GO_0000162_7	insI3//b3028//b0717//b2267//b1841//b3308//b0414//b0440//b2787//
GO_0000255_5	b4363//b2916//b1445//b2561//b2066//
GO_0000256_6	b2905//b1822//insI4//b0924//b3032//
GO_0000270_7	b3125//b3367//b4214//b1125//rpnC//b0146//b1081//b1731//b3188//b2808//b1620//b4666//b3047//b0797//b0943//b3724//b1881//b1518//b3241//b4133//b4259//b0576//b1649//b3635//b3520//b0752//b2500//b4177//b3907//b1703//b3316//b2110//b2803//b0085//b2812//b4119//b1293//b0428//b0433//b1199//b4245//b3533//b0841//b3266//b1635//b0794//b1587//b2761//b0936//b2606//b0448//b1743//b1761//b3672//b3710//b4382//b0942//b3790//b1139//b4222//b1857//b0577//b3412//
GO_0000271_6	b3235//b0036//b1955//b3222//b2785//b1132//b1609//b0650//b1739//b2310//b0589//b2161//b3087//b3989//b1205//b1766//b1858//b1141//b0981//b3621//b3684//b0052//b3733//b0035//b0980//b1501//b2943//b1587//b2494//b0191//b1324//b3262//b1924//b0151//b3391//b1695//b1482//b2829//b2114//b3062//b3622//b1621//b3709//b4128//b2037//b2789//b3676//b1269//b4428//b3826//
GO_0000272_6	b1227//b0805//b1953//selU//b2092//b0903//
GO_0000302_5	b0298//b3290//b4120//b0729//b0357//b1852//b0022//b2699//b3952//b0900//b0931//b0517//b1022//b1764//b3870//b3074//b4401//b0030//b1249//b4246//b0740//b1241//b1040//b1801//b0113//b2960//b3336//b0048//b1188//b3110//b1098//
GO_0000303_6	b4065//b1970//
GO_0000305_5	b0627//b1384//b2920//
GO_0000372_11	b1279//
GO_0000375_9	b4187//
GO_0000376_10	b0543//
GO_0000413_9	b1807//b0618//b1062//b1174//b3572//b3110//b0276//b0048//
GO_0000451_7	b3478//b1930//b2991//b0027//b3558//
GO_0000453_8	b0862//b3070//b0470//b1512//b2599//
GO_0000455_9	b0339//b2344//b1807//glsA2//b0778//b0517//b3866//
GO_0000462_11	b3012//b0068//
GO_0000469_8	b2757//
