# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	malY//
go_0000025_7	rihB//
go_0000027_7	bglA//rnb//rlmI//rluA//
go_0000028_7	rlmB//
go_0000032_8	kdsA//
go_0000041_8	entE//
go_0000050_5	folD//purA//selB//bioF//nemA//
go_0000053_5	dusC//
go_0000096_5	ssuD//
go_0000101_6	nirB//
go_0000103_5	glnE//ynfE//
go_0000105_6	proB//lpd//treA//lsrG//rlmI//queG//panC//
go_0000160_5	ispH//
go_0000162_7	thiD//ybcF//yieH//hyaA//entC//rhaD//acs//cysG//cmoA//
go_0000270_7	speA//pgaB//waaZ//hflX//fes//selB//asnS//fabB//ygjK//pinE//
go_0000271_6	mug//
go_0000302_5	psd//
go_0000303_6	fadH//dfp//
go_0000305_5	
go_0000372_11	
go_0000413_9	ldcC//ybjG//rsmG//lsrK//alaA//ileS//arnA//
go_0000453_8	ddlA//aphA//udk//glgC//
go_0000455_9	ppiA//dgoK//rrrD//pgl//galT//ushA//ispA//
go_0000462_11	
go_0000470_10	
go_0000478_9	
go_0000716_7	
go_0000724_8	
go_0000725_7	narG//
go_0000726_7	mhpC//
go_0000731_7	uvrB//mcrB//
go_0000737_7	
go_0000738_7	pcm//argE//
go_0000746_4	
go_0000820_7	yfcG//
go_0000902_5	
go_0000910_4	murG//allD//puuD//
go_0000917_6	
go_0000918_6	
go_0000920_3	ribF//
go_0000921_6	
go_0000967_10	pheA//
go_0001101_4	rsmH//
go_0001121_7	
go_0001123_8	
go_0001124_8	
go_0001407_7	rffG//
go_0001510_5	rhaD//amyA//
go_0001514_8	cpdA//
go_0001522_7	mpaA//rlmL//mcrA//ulaE//
go_0001558_5	
go_0001561_6	gutQ//
go_0001676_6	metE//
go_0001680_11	glmS//
go_0001682_11	glcE//pgl//
go_0001731_7	
go_0001762_6	pyrE//
go_0001887_4	rutD//fumB//
go_0001896_5	kbaZ//
go_0002047_6	ulaD//frlB//
go_0002097_8	asnB//
go_0002098_9	betB//pyrE//pcm//glmM//
go_0002099_9	nfsB//sgbU//
go_0002100_9	lpxK//
go_0002101_9	hisA//
go_0002128_7	thrA//
go_0002131_9	rffT//
go_0002132_9	rihC//
go_0002136_10	frdD//
go_0002143_9	pgsA//
go_0002181_7	
go_0002184_8	
go_0002188_6	
go_0002192_8	
go_0002937_9	uxaA//
go_0002938_8	rlmE//
go_0002939_7	ssuE//
go_0002943_8	rsmG//
go_0002949_8	uxuB//ubiD//iscS//
go_0003333_7	wecB//accB//nrfA//rsmA//mdh//panB//gluQ//cpsB//recR//otsB//thiI//speB//gntK//
go_0005975_4	dapA//asnA//entE//araB//glmU//ndk//rpe//dhaL//rsmH//dapF//purN//pdxJ//aroA//alaA//avtA//mhpC//
go_0005976_5	thiC//
go_0005977_6	yidA//
go_0005978_7	waaG//nadD//argC//hemF//
go_0005980_7	hypB//slyD//dgcM//
go_0005986_7	lpoB//
go_0005990_7	rlmD//
go_0005992_7	ppk//glnS//
go_0005993_7	bioA//ppk//yieF//
go_0005995_7	mnmE//
go_0005998_7	torZ//
go_0006000_6	tsaB//
go_0006001_7	cobB//uidA//
go_0006002_5	cobB//hemL//acnA//
go_0006006_6	dbpA//lldD//dmsA//fadA//hemL//
go_0006007_7	prmB//hyi//
go_0006011_5	dmsB//
go_0006012_6	carA//
go_0006013_6	rffM//
go_0006014_6	yagF//
go_0006015_7	hisC//eptC//
go_0006020_5	yeaG//
go_0006044_7	kdsB//
go_0006046_8	yahK//ppx//
go_0006047_5	galE//phnN//
go_0006048_6	metG//sgbH//acnB//amiD//
go_0006053_8	rfbD//
go_0006062_8	hyaC//
go_0006071_6	yfbR//rffM//
go_0006072_6	gdhA//
go_0006082_4	narY//
go_0006083_6	gadA//yqhD//pyrC//
go_0006086_8	sthA//dam//
go_0006090_8	metF//rnt//pdeR//epmA//purN//ung//fklB//
go_0006094_7	prpD//moeB//murA//sufS//nrdA//paaZ//dgoD//eptA//rffC//
go_0006096_6	ymdB//ttdA//thiD//cpsB//waaO//ravA//sbcB//moaA//leuA//pck//bcsA//ackA//dgcZ//
go_0006097_5	relA//nrdA//dacC//glmU//waaB//
go_0006098_6	alaA//panD//miaB//opgE//queD//
go_0006099_4	fumA//mnmA//rsmG//dosP//lpxD//astC//pdeL//thiC//ghrB//nudG//rsuA//fklB//coaA//
go_0006103_5	pgpB//ltaE//rsmH//fucK//
go_0006104_6	uvrB//
go_0006105_5	menI//
go_0006106_8	ackA//
go_0006107_8	
go_0006108_8	torC//cyoE//thrA//recO//
go_0006113_5	rlmJ//thiH//
go_0006115_6	gatZ//
go_0006124_6	
go_0006144_6	
go_0006145_7	umpG//
go_0006146_8	cysQ//
go_0006148_9	cueO//
go_0006149_9	arnT//
go_0006150_9	carA//
go_0006152_7	sucA//thiC//folD//mhpD//melA//
go_0006154_6	pfkB//
go_0006161_9	preT//
go_0006163_6	hemN//
go_0006164_7	gmhB//dusC//queD//arnA//
go_0006166_6	hisI//
go_0006168_7	ychF//ispU//
go_0006171_9	
go_0006172_9	ileS//
go_0006177_9	rnpA//
go_0006178_7	pfkA//
go_0006183_9	ulaD//
go_0006189_10	guaD//hisB//
go_0006203_8	birA//ynfE//
go_0006206_6	oxc//srlD//rsmJ//
go_0006207_8	gcvP//udp//nadA//hemD//pyrG//
go_0006208_7	proB//scpC//sucB//frc//waaZ//lpoB//
go_0006209_6	pdeR//
go_0006210_8	uvrA//
go_0006212_6	trmO//rlmE//pabB//azoR//ribD//pyrB//murA//tdh//sdhC//ligB//
go_0006217_9	hemH//
go_0006218_9	moaE//
go_0006220_6	hisH//
go_0006221_7	galE//yqjH//mngB//
go_0006222_9	
go_0006225_9	rihB//
go_0006226_9	preT//cadA//
go_0006227_9	rsmE//
go_0006231_9	uvrA//
go_0006233_9	rsmC//
go_0006235_9	frdC//
go_0006241_9	insI-1//
go_0006259_5	ruvB//menB//rsmF//
go_0006260_6	cobT//rsmD//mltD//lipA//dgcM//yagF//malZ//
go_0006261_7	psuG//mobA//eptB//
go_0006265_6	hisH//murC//
go_0006266_6	nanA//pheT//dacA//
go_0006267_5	
go_0006268_9	alaA//agp//
go_0006269_6	aspA//
go_0006270_6	
go_0006271_7	
go_0006274_6	
go_0006275_7	
go_0006276_3	gshA//argG//
go_0006281_6	hdhA//lpxB//dgoA//epd//pyrG//rrrD//cysS//azoR//guaB//guaD//rutC//gmhB//yrfG//pyrB//pyrE//prs//bglX//
go_0006283_8	
go_0006284_7	dmsC//sucC//aroB//caiB//lgoD//dapD//
go_0006285_6	paaF//thyA//gpsA//mngB//
go_0006288_8	cyaA//gcvH//
go_0006289_7	
go_0006298_7	citX//mazG//ybhA//yjcS//
go_0006301_7	
go_0006302_7	lipA//pdxJ//
go_0006307_8	nagB//rffC//frlC//pgsA//opgE//
go_0006308_6	hemA//menC//pyrC//yajO//
go_0006310_6	mnmG//gor//bioD//accC//sdhC//
go_0006313_4	yqjH//
go_0006351_6	rfbC//paaJ//
go_0006352_7	
go_0006353_7	
go_0006354_7	ilvI//
go_0006355_7	dacC//
go_0006357_8	
go_0006364_9	rfbD//hisC//kdsC//patZ//
go_0006378_8	malP//
go_0006396_7	truA//gmk//folA//nudB//cobT//
go_0006397_8	gntK//
go_0006399_8	ispU//yqaB//
go_0006400_7	ilvB//trpC//yfiC//kduD//mdh//
go_0006401_6	entH//apt//araD//trmO//rrrD//yciA//
go_0006402_7	aroA//mnmG//dkgA//ackA//mutM//ribA//metE//
go_0006412_6	glmM//araD//ydfG//cmoA//aceA//
go_0006413_4	ispB//
go_0006414_6	
go_0006415_7	ung//treA//
go_0006417_7	rihC//psd//
go_0006418_7	lipB//araB//yegS//etk//otsB//phnN//waaH//lpcA//bioD//guaD//yihV//
go_0006419_8	purA//
go_0006420_8	cysI//
go_0006421_8	waaZ//
go_0006422_8	truB//
go_0006423_8	ackA//
go_0006424_8	nrdB//yghU//
go_0006425_8	acpH//
go_0006427_8	aroG//
go_0006428_8	araB//
go_0006429_8	pgi//
go_0006430_8	yfeW//yjiA//
go_0006431_8	phnJ//
go_0006432_8	gdhA//
go_0006433_8	narI//
go_0006434_8	acnA//
go_0006435_8	udk//
go_0006436_8	glpX//
go_0006437_8	rluE//
go_0006438_8	nrfA//
go_0006448_8	
go_0006450_4	dinB//codA//pagP//yajO//agp//sufS//
go_0006457_3	coaD//murC//recG//gapA//purA//pabA//patZ//
go_0006458_4	
go_0006464_6	deoD//rluF//entA//glpC//murQ//gadA//puuA//pgpA//
go_0006465_6	panE//glxR//accA//
go_0006468_7	gpp//
go_0006470_7	rsmA//rffT//speA//bioD//trpS//
go_0006473_8	xthA//
go_0006474_6	speA//rfbB//trpD//
go_0006476_8	ubiE//
go_0006479_5	yihS//trmO//aceA//ldtE//rluF//glgP//
go_0006486_5	rsmG//
go_0006490_5	leuD//
go_0006508_5	nagK//yihT//ppsA//thiI//lpxT//ldtB//gshA//rihA//nrdB//hycB//aceB//rph//pdeH//phnL//hisA//ackA//ulaD//gatZ//lpoA//fabH//waaB//glnE//kduD//nrdA//torZ//mutT//mutM//ilvH//hemH//wrbA//argE//pdeR//prs//
go_0006515_7	gltB//cof//pdxA//hisS//cobC//murB//yagE//
go_0006517_6	rsuA//dacD//
go_0006518_5	hyaB//cynT//
go_0006523_8	queG//opgB//
go_0006524_8	
go_0006526_8	polA//aroD//folE//pyrC//speC//leuS//rnpA//
go_0006527_8	apaH//ruvB//truB//speE//araB//
go_0006529_7	poxB//glpC//
go_0006530_7	tgt//dacA//rlmM//proC//
go_0006531_7	cdsA//
go_0006532_8	yhdH//cobS//tdh//
go_0006535_8	prpD//ldtA//trpC//
go_0006537_8	nagB//
go_0006538_8	gnd//dgkA//
go_0006541_7	dgcZ//rutC//aroH//narI//galE//
go_0006542_8	nanK//pinE//
go_0006543_8	
go_0006545_6	entC//
go_0006546_6	pyrG//recG//carB//
go_0006554_8	curA//araB//rluB//
go_0006556_5	mnmE//
go_0006559_6	gutQ//
go_0006561_6	rihC//waaU//
go_0006563_7	rlmA//
go_0006564_8	ribB//hinT//tsaB//nanA//
go_0006565_8	sucC//mpaA//deoC//uxaB//sucB//
go_0006566_7	recO//
go_0006567_8	ydiO//yieH//nth//ribB//rlmM//rihC//kdsD//
go_0006569_7	kbaZ//
go_0006571_7	gluQ//argC//
go_0006593_7	dut//
go_0006598_8	clsB//prpB//narY//
go_0006605_6	
go_0006612_6	
go_0006614_8	
go_0006616_7	
go_0006629_4	btuR//dgcZ//
go_0006631_5	treC//pfkA//glcB//scpC//rffC//
go_0006633_6	narH//pdeF//adhE//pinE//prpB//tag//ltaE//patA//menC//nadA//rne//
go_0006635_6	fadI//nrdE//fadD//thiL//ada//deoD//ydiB//gcvH//edd//pdxB//hchA//cynS//
go_0006636_7	
go_0006637_5	lacZ//rsmE//ubiH//fadI//panB//
go_0006646_7	
go_0006650_6	
go_0006654_7	fadI//
go_0006655_7	sbcB//suhB//
go_0006725_4	opgB//
go_0006729_6	rluB//araA//
go_0006730_4	birA//dosP//lipB//
go_0006734_9	
go_0006740_4	
go_0006741_9	
go_0006742_8	
go_0006744_7	selD//rsmH//trmO//puuD//nrdB//xylB//rdgB//fabB//nadC//btuR//serC//nagB//
go_0006749_5	pgpC//speF//
go_0006750_6	ubiF//cmoB//
go_0006751_6	roxA//
go_0006757_5	fbaA//
go_0006760_5	pyrF//
go_0006761_7	folD//
go_0006771_5	uvrC//
go_0006772_6	add//glpD//
go_0006777_5	ppsA//gadA//purU//ldcA//pabB//
go_0006779_6	lipA//ssuE//gltB//purF//epd//
go_0006780_7	acpH//
go_0006782_7	treC//maeA//hisS//hisF//
go_0006783_5	mrcB//narZ//galT//murD//ilvN//wecC//tig//
go_0006790_4	glyA//nrfC//mnmG//waaC//etk//glmM//truA//fre//aceF//pgpB//
go_0006791_2	umpH//aspC//nfi//
go_0006793_4	waaU//pinE//
go_0006798_5	fucK//
go_0006799_5	fkpB//
go_0006801_5	mhpD//rutB//asnA//
go_0006805_4	clsA//slt//waaB//rlmD//
go_0006807_3	queD//entA//etk//
go_0006808_4	dnaE//
go_0006810_4	aes//pphA//waaL//tynA//wzc//cynS//bglX//gshB//glcF//btuR//rihC//nanK//gcl//agp//gpsA//astB//gshA//murE//sucA//epmC//truD//yjiA//nemA//waaQ//ybjG//leuB//mutT//pdeH//tesB//surA//ltaE//ribB//folP//mutT//tesB//opgE//ansA//sucC//ispF//cobB//aroC//fre//yghU//yfeX//gadB//ispG//curA//gloA//entE//trmO//mraY//fabA//paaA//rbsD//rnpA//speD//polB//yghU//frlB//pnp//fbp//moeB//cdd//kdsB//dkgB//lpxL//alaC//murF//hisG//nagK//alaC//bglX//idnD//yjhH//yegS//deoC//galU//
go_0006811_5	cysQ//glyA//yhdJ//aldA//gatY//rlmG//argK//truC//fadB//accD//torY//
go_0006812_6	kdsD//cysK//
go_0006813_8	fes//aroG//cobC//glnE//phnM//fabG//trmI//tyrA//
go_0006814_8	deoC//leuD//fadM//hyaC//
go_0006817_8	rhaM//
go_0006820_6	fdhF//entF//ispA//malY//idnO//
go_0006821_8	recF//
go_0006824_8	nudF//thyA//hisA//ahr//
go_0006825_9	tadA//
go_0006826_9	pheA//
go_0006828_9	frlB//
go_0006829_9	dgoA//iscS//nhoA//pncB//sdhD//
go_0006833_6	
go_0006835_8	uvrB//narG//
go_0006847_8	sucB//
go_0006855_6	rffC//chbG//ppk//hemC//hisH//puuD//pgaB//gstA//ung//lyxK//pgpA//thiI//tdcG//rbsK//
go_0006857_7	caiD//aldA//nudF//
go_0006863_7	nrdE//
go_0006865_6	udk//rsmI//preA//prpC//dld//asnA//ubiF//murF//ygeX//metG//rlmC//tgt//yihV//mcrB//moeB//cysG//yfiC//dld//purT//bglB//gltX//
go_0006868_7	uvrA//
go_0006869_6	pyrF//
go_0006874_8	
go_0006876_8	fumB//
go_0006878_9	puuD//
go_0006879_9	aspA//thrS//
go_0006880_4	fabI//menI//
go_0006882_8	waaQ//
go_0006883_8	garK//ruvA//dnaE//
go_0006884_4	
go_0006885_9	nrdD//
go_0006886_5	
go_0006928_3	sdhA//
go_0006935_4	argF//napA//ubiE//paaJ//ilvC//
go_0006970_4	tdcG//pyrG//narG//trpD//dmlA//acnB//
go_0006972_5	wcaJ//ybjI//slt//rlmH//sdhA//
go_0006974_5	dmlA//ubiD//katG//ydiF//dgcM//rlmE//prs//dxr//waaJ//hyi//glnS//rnd//hisF//hmp//proB//rimK//lpxT//pdeL//ydfG//epd//cyaA//katG//gltB//ynfH//cdsA//xylA//trmA//gcl//gshB//nanK//mutL//pgsA//cobT//fabI//dam//phnJ//pgpC//rffH//upp//thrS//sdhC//hcaC//gor//opgB//glnS//hcaD//hisB//menI//add//ilvC//accA//napC//ybjG//dosP//wcaJ//pyrF//psd//galE//ilvI//ddlA//argC//yahK//mhpA//ygjK//araB//gapA//deoC//abgA//aceA//murC//kefF//narG//entC//rlmC//ubiX//leuD//paaE//ilvI//ilvC//xylB//murF//moeA//uxaC//trpB//dgoD//yhdH//yfbR//uidA//bioD//yihU//dosP//mmuM//ldtB//yihX//trmL//
go_0006979_4	cpsB//selA//waaL//murI//katE//mnaT//narH//rluD//tyrA//tdcG//rdgB//nagA//adeD//wcaJ//argD//lysS//argD//frmB//rluA//yfcF//aceF//rrrD//hisI//dnaQ//alaS//glmS//
go_0006986_5	nadC//
go_0006995_6	dapD//ilvM//
go_0007059_3	glyA//argC//
go_0007062_4	
go_0007155_3	rutA//
go_0007165_3	accA//pheA//
go_0007234_5	
go_0007584_4	
go_0008033_9	yggF//paaC//pinE//gph//rlmH//tsaD//dmsA//pabB//
go_0008104_4	
go_0008152_2	deoA//mnmE//rsmC//kdsC//dinB//frdB//rlmC//ilvH//srlD//thyA//purC//aroE//rrrD//srlD//waaY//arnA//glmU//
go_0008156_8	
go_0008219_3	
go_0008272_6	rlmF//acpS//
go_0008295_6	tyrS//edd//uxaC//
go_0008299_5	fucA//
go_0008360_4	tig//trmA//opgB//gpsA//ispF//puuB//mutH//selD//folE//tdk//fruK//
go_0008610_5	mtn//caiD//argG//glk//
go_0008615_6	selA//paaG//nhoA//prs//yjhH//xapA//recO//
go_0008616_8	rlmF//amyA//rsmA//ybjI//ftsI//tktA//
go_0008643_6	uvrC//solA//cysI//fes//trmH//trmA//phnM//nrdA//fbaA//ybiV//ulaE//tktA//trpC//mug//rluF//etp//polA//guaD//
go_0008652_5	arnT//uvrC//patZ//tadA//hinT//agp//thiD//hemE//
go_0008653_5	
go_0008654_5	amiD//sdhD//ackA//glpX//
go_0009050_6	ttdB//entE//
go_0009052_6	nrdE//hemG//polB//tehB//sthA//yagE//
go_0009056_3	nagZ//
go_0009058_3	fadD//mnmC//cfa//tyrA//
go_0009060_6	dxr//yqjH//uvrB//fucK//idnD//pgpB//phnM//
