#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct 10 15:03:56 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/datasets_bnumbers/gos_bnum.txt
GO_0000018_7	b3725//b0438//b4027//b3219//
GO_0000023_6	b3863//
GO_0000025_7	b3259//
GO_0000027_7	b0511//b3942//b3124//b1040//b0451//b4237//b1741//b4193//b2301//b3882//b1487//b2311//b0607//
GO_0000028_7	b3645//b2049//b3882//b3582//b0406//b2344//b1679//b0151//b2335//
GO_0000032_8	b2919//
GO_0000041_8	b3578//b3219//b3360//b0445//b2219//b3984//b0033//b0300//b1883//b1930//b0064//b3075//b2910//b0009//b0842//b3653//b3753//b0641//b2529//b0999//b4198//b3615//b0238//b2689//b3173//b1526//b0997//b1329//b3662//b1469//b3957//b2934//b2580//b1407//b2431//b4291//b0035//b0972//b4220//
GO_0000050_5	b0432//b2664//b3603//b2610//b2246//b3935//b3963//
GO_0000053_5	b1663//
GO_0000096_5	b3219//b1429//b4081//b3604//b0003//b1319//b1876//b1805//b3974//b4353//b4471//b1438//b3140//b0076//b1166//b2834//b4260//b3786//b0758//b3509//b2354//
GO_0000097_6	b1499//b0518//b3722//b4479//b2364//b4180//b3609//b0239//b3431//b3686//b0168//b2842//b2665//b4415//
GO_0000098_6	b3960//b3290//b2746//b0004//b2261//
GO_0000101_6	b2670//b0245//b2954//b4231//b1135//b2701//b3234//b0675//b4194//b3281//b0771//b1967//b1852//b4222//b0103//
GO_0000103_5	b4428//b4059//b0382//
GO_0000105_6	b2161//b3017//b4304//b4224//b0708//b1413//b0828//b4246//
GO_0000154_7	b1444//b0320//b2779//b0139//b4172//b2910//b0243//b1544//b1515//b4190//b1944//b0124//b1013//b4510//b2236//b0341//b3251//b1076//b2738//b2157//b0733//b3513//hprR//b1960//b3265//b2277//b4100//b1511//b4203//b0677//b4297//b3133//
GO_0000160_5	b0328//b3486//maoP//b4666//b1745//b3684//b3942//b2281//b0080//b2500//b2679//b4240//b2284//b4082//b0612//b1378//b0239//glsA2//b2808//b2540//b4019//b3525//b0183//b2712//b0783//b3431//b1531//b3597//b2129//b1680//b4152//b2209//b1620//b3765//b2268//b1111//b3308//b4702//b1879//b1801//b2933//b0765//b0904//
GO_0000162_7	b3291//b1077//b3719//b0531//b3256//b1253//b0141//b2026//b1738//
GO_0000255_5	b2521//b0810//b4524//b1925//b2907//
GO_0000256_6	b1695//b2995//b3200//b1601//b0875//
GO_0000270_7	b1013//b2533//b0873//b0576//b0106//b2763//b0698//b3753//b0789//b2696//b0506//b4133//b2755//b4480//b4306//b2837//b0081//b4162//b3717//b2755//b4081//b0345//b3134//b2942//b2628//b3806//hxpB//b3705//b1013//b2842//b2161//b3926//b1823//b1304//b0135//b1384//b0575//b3933//b0348//b3496//b3627//b3955//b0281//b2140//b4143//b3494//b0850//b3327//b0507//b1857//b1612//b2438//b1337//b2078//b2407//b3785//b2938//b4289//b0651//b3458//b2224//b2436//b1716//
GO_0000271_6	b0539//b0512//selU//b4094//b2193//b3251//b2092//b3831//b4378//b0242//b4160//b1103//b0118//b0621//b1307//b0639//b1276//b0627//b3453//b0446//b1645//b1440//b0850//b0722//b2774//yjgX//b1174//b1422//b1550//b1959//b0738//b3702//b2289//b2326//b3980//b2521//b0789//b3963//b2062//b0956//b1374//b1944//b2128//b3063//arcC//b3265//b0783//b2024//b1939//b3943//
GO_0000272_6	b3455//b1487//b1069//b0639//b1183//b0518//
