#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b4035//b3455//
Ada-Methylated_pos	b1297//b3727//b3753//b0841//
AlaS-L-alanine_neg	b2590//
AllS-allantoin_pos	b0207//b0080//b1532//
AraC-L-arabinose_neg	b0976//b2424//b0462//b1641//b0619//b1850//b2425//b4406//
AraC-L-arabinose_pos	b4209//b1393//b3772//b0589//b1021//b3854//b3426//b2840//b2990//b1008//
ArcA-Phosphorylated_neg	b4399//b0931//b3574//b3751//b3671//b4663//b4663//b3403//b2722//b3357//b2762//b0450//b0167//b2469//b0553//b4290//b1387//b0207//b3134//b3479//b4367//b1010//b4111//b4034//b0348//b3458//b2608//b1857//b3277//b2406//b3313//b2530//b1745//b1379//b2571//b2308//b3766//b2482//b2867//b2148//b2751//b2481//b0352//b3318//b1043//b3509//b3125//b0895//b3223//b3225//b0622//b3477//b1747//b1247//b3774//b1885//b0874//b3722//b1658//b3091//b3071//b0460//b3851//b3461//b0621//b3357//b0805//b4173//b1002//b1641//b0733//b2752//b1714//b3114//b1262//b0583//b1672//b0178//b4291//b3668//b4014//b2222//b0605//b0721//b2709//b2742//b0062//b4070//b1819//b0205//b2713//b3276//b0935//b0343//b3772//b3863//b0618//b3478//b1891//b1521//b1716//b0729//b4393//b2927//b0177//b1515//b0042//b3392//b0080//b2723//b1210//b0115//b4314//b3240//b0168//b0594//b2509//b2801//yegZ//b2283//b1884//b1492//b0184//b2430//b1719//b2224//b3095//
ArcA-Phosphorylated_pos	b4035//b2531//b4007//b3455//b2365//b1902//b0451//b0077//b1009//b0957//b1673//b0931//b2464//b2754//b2987//b2068//b1113//b1493//b0450//b2938//b3750//b3222//b3071//b0430//b1222//b4383//b3751//b1589//b3114//b0178//b4075//b4290//b0240//b2990//b0979//b4313//b3213//b2077//b2723//b1210//b1511//b0880//b3541//b0338//b4129//b4196//b0590//b2799//b1656//b3365//b3942//b2724//b2607//b0574//b3609//b2106//b2240//b2841//
ArgP-L-arginine_neg	b3493//
ArgP-L-arginine_pos	b4068//b0957//b0566//b2484//b0591//b1415//b0450//b2091//b3615//b1501//b1982//b1398//b1338//b1272//b3278//
ArgR-L-arginine_neg	b1780//b2393//b1718//b1190//b2095//b3869//b0516//b4024//b2240//b2728//b1889//b1501//b3413//b0827//b4018//b1883//b2631//b1397//b0352//b2535//b2499//b0484//b0166//b4002//b4124//b2976//b4289//b2750//b3907//b3518//b4019//b1715//b0907//b1594//
ArgR-L-arginine_pos	b3969//b2483//b3223//b3429//b2722//
AtoC-phosphorylated_pos	b4290//b0430//b0573//b3366//
BaeR-Phosphorylated_pos	b2560//b1243//b3221//b3223//b1732//b1397//b2297//b0929//
BirA-bio-5-AMP_neg	b4320//b1397//b3959//b3971//b0733//
CRP-cAMP_neg	b1901//b2755//b3752//b3757//b2279//b3781//b0934//b4010//b1716//b3859//b0115//b3331//b0038//b2286//b3426//b0874//b1020//b0108//b3859//b2152//b4106//b4035//b1498//b2146//b3511//b3853//b2606//b2288//b4406//b3413//b3312//b0570//b4242//b0441//b4293//b0860//b3752//b0860//b0820//b2803//b0034//b1547//b4293//b4099//b0590//b1397//b4036//b3511//b4237//b4392//b2799//b4075//b4599//b2996//b0035//b0031//b2278//b1387//b2277//b2723//b4039//b3025//b2729//b4317//b0903//b2276//b0331//b4018//b4122//b0863//b0602//b3770//b3770//b1987//b0728//b2500//b2429//b2573//b0826//b2309//b0618//b2904//b1674//b0182//b0192//b2215//b2195//b0201//b2818//b2530//b1616//b0681//b2009//b2703//b2285//b2489//b1514//b2297//b4174//b2197//b2198//b2631//b3906//b3409//b3441//b1532//b4059//b2963//b3666//b0156//b3688//b4511//b1220//b4397//b0572//b0929//b2231//b3544//b4072//b2422//b0063//b1227//b4016//b0352//b4242//b1904//b2235//b0564//b2147//b0312//b1988//b3728//b3366//
