#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b3005//b0296//
Ada-Methylated_pos	b3057//b2759//b1883//b3855//
AlaS-L-alanine_neg	b1430//
AllS-allantoin_pos	yegZ//b0365//b2583//
AraC-L-arabinose_neg	b0388//b4451//b2093//b3430//b0874//b2553//b0929//b1207//
AraC-L-arabinose_pos	b2078//b0040//b4005//b4160//b3961//b1704//b2107//b3367//b2963//b2288//
ArcA-Phosphorylated_neg	b4122//b2197//b2207//b3091//b3451//b4063//b0619//b3330//b2614//b0724//b4119//b2803//b3860//b3476//b1243//b2976//b1518//b1517//b2482//b3408//b2096//b2711//b2499//b1734//b1499//b2280//b0344//b2095//b1300//b1225//b3906//b3318//b2282//b0125//b2153//b0043//b4382//b3212//b2482//b2721//b2284//b3437//b4062//b0592//b1736//b0679//b3124//b2554//b4200//b2076//b4106//b0450//b0240//b1530//b4131//b2732//b4030//b2307//b3831//b4187//b4399//b1512//b0571//b3968//b4168//b0352//b1655//b4213//b2283//b0113//b2417//b1732//b2591//b4075//b3403//b0863//b2415//b3540//b0721//b1540//b0111//b0895//b1671//b3315//b1718//b1244//b0151//b3518//b4287//b1674//b3363//b0330//b3453//b3328//b3568//b1889//b4131//b2106//b1616//b4079//b4239//b1263//b1706//b3968//b2535//b0516//b3035//b3277//b2675//b0620//b0613//b1641//b4007//b0161//b2866//b3904//b2597//b2937//b4254//b3124//b0614//b4502//b3904//b0367//b1407//b4669//b4196//
ArcA-Phosphorylated_pos	b0111//b3171//b0945//b4151//b1010//b0377//b0114//b3672//b3450//b2344//b4153//b3331//b2838//b0389//b2308//b2234//b1006//b1540//b1131//b0190//b0887//efeU_2//b0727//b3728//b0616//b3330//b2425//b0733//b1224//b3855//b2508//b0975//b2243//b4153//b4392//b0340//b2660//b2720//b4036//b3319//b1519//b4241//b2674//b3363//b4034//b3212//b3908//b3317//b0597//b1987//b3544//b3970//b4287//b0889//b2977//b3357//b0038//b3455//
ArgP-L-arginine_neg	b4468//
ArgP-L-arginine_pos	b3479//b3334//b4355//b2068//b0596//b2009//b3481//b2499//b0953//b3908//b3852//b0756//b4033//b0978//b3770//
ArgR-L-arginine_neg	b1024//b3752//b4124//b4397//b4015//b3313//b2707//b1010//b4314//b2570//b0430//b0676//b0191//b0167//b2570//b3405//b3076//b0036//b2485//b3118//b2091//b0615//b2720//b2421//b2106//b0390//b0048//b3728//b1430//b3571//b4160//b1796//b2710//b4316//
ArgR-L-arginine_pos	b3331//b1817//b4035//b0335//b2573//
AtoC-phosphorylated_pos	b0388//b4073//b0907//b2499//
BaeR-Phosphorylated_pos	b1622//b1131//b0564//b2091//b4037//b3601//b2414//b4073//
BirA-bio-5-AMP_neg	b2925//b2662//b3859//b2759//b0880//
CRP-cAMP_neg	b2341//b3750//b4013//b3766//b2156//b3005//b2077//b1736//b0048//b2607//b3528//b4367//b3669//b1597//b4063//b1042//b0619//b2202//b0729//b4311//b4018//b0202//b4000//b2712//b4071//b3669//b2068//b3864//b0377//b2751//b1276//b1338//b3113//b2369//b0432//b2286//b2979//b3096//b0765//b4120//b0972//b3093//b0776//b0038//b2719//b1038//b4167//b4471//b0826//b2280//b3971//b1528//b2722//b1388//b1323//b3222//b0064//b0204//b2500//b0862//b0613//b4401//b0384//b0125//b2923//b3481//b0151//b4400//b3277//b0678//b1256//b1396//b3331//b0586//b1041//b3616//b3510//b2729//b0575//b2308//b1111//b0572//b0615//b3113//b3325//b0782//b2589//b4318//b2296//b1987//b3725//b3770//b2155//b2911//b3123//b1519//b4195//b0077//b0349//b3076//b2498//b4092//b0776//b1681//b0759//b4068//b1209//b4326//b4698//b1261//b0366//efeU_2//b1780//phnE_2//b3367//b0557//b1517//b0166//b1900//b1521//b1322//b0605//b4138//b2750//b4468//b2957//b2866//b3167//b1212//b4317//b0431//b0428//b2580//
