#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b0039//b0764//
Ada-Methylated_pos	b2801//b0805//b0517//b4265//
AlaS-L-alanine_neg	b4202//
AllS-allantoin_pos	b3749//b0754//b3757//
AraC-L-arabinose_neg	b4406//b3127//b3728//b0613//b0183//b3169//b0980//b0034//
AraC-L-arabinose_pos	b3438//b2704//b4119//b0754//b4203//b4100//b1852//b1323//b2483//b2751//
ArcA-Phosphorylated_neg	b0889//b2866//b1397//b3076//b4506//b3408//b2801//b2279//b2171//b4153//b1531//b3574//b1113//b1590//b4476//b2199//b2911//b2421//b0397//b3852//b1761//b0462//b4698//b0349//b3266//b4170//b0872//b0570//b1322//b4036//b0113//b0460//b3904//b3123//b2278//b2579//b0313//b2805//b3081//b4671//b1244//b3214//b3599//b4511//b0764//b3934//b3530//b0523//b1922//b1132//b3721//b3533//b0032//b2764//b1260//b4382//b1718//b0241//b3403//b1036//b1922//b0928//b3096//b2923//b2942//b2704//b3476//b0441//b4291//b1736//b0722//b2497//b0763//b3221//b2712//b4170//b0605//b2728//b0564//b0523//b0763//b2068//b0383//b3133//b1621//b3672//b3317//b2803//b2375//b1616//b1736//b3572//b4240//b3806//b4399//b2838//b3277//b0202//b0974//b2290//b0353//b1300//b3870//b4293//b0153//b0590//b1532//b3395//b3266//b1209//b1889//b3161//b1211//b1892//b2107//b2702//b3469//b2280//b2552//b0814//b4289//b3025//b0931//b1006//b3365//b1679//b4314//
ArcA-Phosphorylated_pos	b0587//b4705//b1748//b0161//b0975//b0889//b0682//b2489//b2223//b0564//b1287//b3113//b1531//b1474//b2492//b2617//b3574//b2799//b1888//b3752//b1043//b2481//b2905//b0428//b0953//b2149//b3319//b2201//b0123//b0345//b3132//b0683//b1548//b4397//b3324//b4471//b0349//b1006//b2927//b2758//b3672//b0565//b3970//b0109//b1476//b0353//b4005//b0862//b1826//b3942//b3213//b2805//b2987//b4013//b4194//b3970//b2997//b0340//
ArgP-L-arginine_neg	b0733//
ArgP-L-arginine_pos	b1532//b0431//b3911//b3957//b0721//b1112//b2206//b0602//b4237//b3671//b2492//b4098//b4239//b2171//b3426//
ArgR-L-arginine_neg	b2236//b1901//b2702//b2912//b1890//b0677//b3113//b2223//b1892//b2163//b1761//b2278//b0390//b3367//b4213//b1615//b3769//b2208//b3904//b0181//b0681//b2509//b0622//b0241//b0782//b2310//b1715//b3859//b0572//b1391//b0615//b0036//b4476//b0109//
ArgR-L-arginine_pos	b3766//b2990//b1276//b3969//b2662//
AtoC-phosphorylated_pos	b0872//b3356//b0573//b1388//
BaeR-Phosphorylated_pos	b4376//b3958//b3272//b3167//b3960//b3571//b3830//b2215//
BirA-bio-5-AMP_neg	b0108//b2342//b3394//b0754//b3314//
CRP-cAMP_neg	b3418//b1858//b0450//b2204//b1970//b0602//b3126//b4201//b0678//b0178//b2481//b2660//b0201//b1022//b3969//b4101//b4239//b4032//b2606//b2287//b0400//b3540//b1858//b3615//b1062//b1225//b3723//b3608//b0602//b4392//b2369//b4242//b2489//b1738//b3458//b2993//b1011//b0683//b4506//b4323//b4008//b4471//b0677//b0197//b0349//b0765//b1881//b4138//b2371//b2375//b2483//b3081//b2840//b0880//b1881//b3170//b1415//b3700//b1671//b0339//b1210//b4264//b1548//b4292//b2763//b0351//b0928//b3509//b0207//b4293//b4018//b0617//b1782//b4154//b2407//b1190//b3312//b4392//b0462//b2423//b2310//b3829//b1324//b3423//b4233//b4159//b2866//b4669//b0349//b2705//b2718//b1745//b0585//b4671//b1338//b0178//b3135//b0755//b1622//b3335//b1210//b1221//b1746//b1780//b3572//b2729//b4063//b0759//b4034//b3057//b2726//b2078//b0976//b2147//b0462//b3851//b0116//b1212//b1615//b2997//b2470//b1747//b2551//b4384//b3574//b4105//b0880//b2149//b4118//b1987//b0613//b2597//b3125//
