#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b3409//b0350//
Ada-Methylated_pos	b2557//b3672//b3415//b2421//
AlaS-L-alanine_neg	b3213//
AllS-allantoin_pos	b1022//b2675//b1882//
AraC-L-arabinose_neg	b0429//b0889//b2163//b0517//b1038//b0063//b2498//b3005//
AraC-L-arabinose_pos	b2278//b4160//b0723//b3493//b4193//b1716//b0976//b1207//b1973//b0934//
ArcA-Phosphorylated_neg	b4097//b2571//b1415//b0980//b3005//b1043//b2285//b2498//b3510//b2211//b0587//b3572//b4471//b4070//b1517//b3025//b1492//b3366//b1132//b3960//b0351//b4476//b3510//b2671//b2553//b1797//b4040//b2805//b0112//b0588//b0774//b3334//b3037//b4067//b1587//b4124//b0346//b0998//b0722//b4567//b3756//b3357//b2905//b1492//b3925//b4267//b2709//b4167//b4240//b4170//b2201//b0390//b2152//b2282//b4062//b4438//b2371//b0199//b1301//b4381//b3759//b3970//b1385//b3170//b2607//b1160//b3869//b4139//b3438//b1395//b0428//b3335//b0827//b2708//b0388//b2731//b0156//b0064//b4159//b4197//b3927//b0339//b1212//b3542//b0931//b4319//b0970//b0080//b2200//b1010//b3905//b2407//b2481//b0935//b2903//b3903//b0724//b2710//b0064//b1298//b0931//b1851//b3438//b2430//b3908//b4450//b0602//b3603//b3566//b1973//b4079//b0113//b0116//b1736//b0190//b0334//b3070//b3403//b2979//b2278//b2425//b3127//b0621//b3724//b4195//b1039//b1814//
ArcA-Phosphorylated_pos	b2094//b3133//b0390//b1024//b1530//b3057//b0334//b3037//b3428//b2195//b3413//b1738//b2904//b4201//b1398//b1521//b1321//b1039//b2725//b3005//b3395//b1537//b2601//b1890//b2554//b3222//b1537//b3701//b3772//b1810//b0451//b3870//b3038//b1321//b3572//b2976//b2607//b0205//b4291//b3609//b1287//b2509//b1247//b1821//b1590//b3722//b2704//b0572//b0588//b1002//b1889//b0572//b0679//b1885//b2366//b1714//b4254//b0042//
ArgP-L-arginine_neg	b4095//
ArgP-L-arginine_pos	b1227//b2903//b0034//b0805//b2195//b1296//b1297//b4416//b2560//b2994//b0390//b3432//b2675//b3574//b4172//
ArgR-L-arginine_neg	b3702//b0622//b3096//b2997//b3117//b4266//b1716//b4467//b3828//b3940//b2583//b3544//b1247//b0388//b2231//b3728//b4592//b0721//b2867//b2923//b1287//b4079//b0557//b1514//b4096//b1040//b1736//b4132//b1682//b4264//b4324//b2370//b0201//b0995//
ArgR-L-arginine_pos	b3870//b3831//b1656//b3364//b1224//
AtoC-phosphorylated_pos	b3905//b4175//b2075//b2068//
BaeR-Phosphorylated_pos	b0566//b2995//b3451//b1593//b0432//b0351//b0575//b3333//
BirA-bio-5-AMP_neg	b4254//b2579//b3752//b2490//b1024//
CRP-cAMP_neg	b0124//b3409//b4131//b3757//b1244//b0935//b2029//b1617//b3334//b4094//b2838//b1733//b0241//b0575//b3321//b4268//b4139//b0589//b0907//b3864//b2092//b3408//b0756//b0589//b1260//b3118//b4467//b2194//b4318//b0353//b1779//b0908//b3127//b1223//b0516//b2961//b2916//b3403//b0403//b3038//b4502//b4138//b3243//b0763//b3926//b4079//b3541//b0190//b4006//b0432//b2280//b4326//b0039//b0996//b3126//b2224//b0207//b0598//b1515//b4102//b2151//b3132//b1127//b1062//b3542//b2992//b2204//b3461//b0112//b2727//b1385//b4313//b3829//b4238//b3091//b3410//b3608//b4241//b4354//b2374//b3868//b4018//b3324//b1275//b2600//b4154//b4096//b2281//b0042//b2375//b1734//b0886//b4069//b2470//b0602//b1109//b0755//b3333//b3939//b1901//b3356//b3939//b0431//b2151//b3432//b0031//b2364//b0166//b4032//b1302//b2425//b1500//b2942//b4119//b4202//b2074//b1500//b2291//b0336//b2573//b4036//b3266//b3449//b0107//b2287//b3605//b4324//b3477//b3702//b0587//b2801//b3116//b1379//
CRP-cAMP_pos	b4062//b2987//b1415//b0973//b3135//b1379//b2964//b1615//b2751//b3721//b4168//b4018//b3114//b2311//b4200//b0367//b0583//b4439//b0757//b4313//b0826//b3667//b1247//b2980//b0450//b1546//b2470//b2711//b1513//b3770//b3133//b4401//b0998//b1547//b0953//b4426//b2208//b3124//b3854//b3968//b2096//b3409//b1101//b4039//b4193//b2707//b3480//b1733//b2608//b1748//b2609//b3907//b0758//b2724//b0765//b0311//b2207//b3172//b2481//b4317//b2570//b2423//b3903//b3241//b3617//b1387//b0729//b2092//b4105//b3403//b0338//b4131//b0349//b3076//b0040//b1672//b0754//b1393//b0388//b3266//b0346//b2198//b4111//b2591//b3113//b0894//b2194//b1008//b1734//b4292//b1022//b2428//b3926//b3940//b3667//b3957//b1429//b2709//b1798//b2591//b0221//b2840//b2570//b0451//b1736//b1672//b1902//b0863//b2742//b1612//b3241//b0727//b2464//b2606//b2424//b3510//b2198//b3493//b4018//b1902//b3366//b0970//b3605//b2663//b3230//b2344//b0933//b0785//b3222//b0342//b3025//b0588//b3428//b3904//b4203//b4104//b3479//b0729//b3366//b2763//b2204//b0778//b1501//b0587//b4381//b2591//b1337//b1297//b3846//b1611//b4511//b3773//b0389//b3460//b2423//b1205//b2153//b2508//b1734//b1393//b0343//b3081//b2392//b4168//b2199//b1042//b0977//b0341//b3460//b4471//b3748//b1475//b0396//b3405//b4201//b4169//b1260//b3771//b3609//b3600//b0462//b4133//b4319//b2423//b3429//b0112//b2149//b2528//b1883//b3035//b1857//b4450//b3853//b4441//b1474//b3409//b1244//b0064//b4670//b0945//b4015//b1682//b4092//b1243//b2344//b3806//b2485//b1415//b4054//b3960//b4118//b3449//b0776//b1006//b0345//b4316//b3230//b3600//b2240//b3726//b0862//b4671//b0241//b2589//b3134//b0820//b0980//b2722//b2597//b2286//b2068//b1826//b2195//b3214//b0118//b0605//b0934//b2961//b1858//b2697//b4122//b3748//b4123//b2597//b0190//b2531//b4000//b4213//b4198//b0557//b1817//b0205//b2702//b1262//b1220//b1535//b2754//b1532//b3911//b1718//b3927//b2702//b2717//b2724//b1611//b2724//b4173//b1136//b4073//b1262//b2280//b1129//b3117//b2147//b0432//b3846//b2310//b2367//b3454//b3057//b4326//b1256//b4106//b0957//b0037//b0345//b1988//b2198//b2923//b3609//b2290//b4101//b3426//b0784//b0588//b1982//b1818//b0585//b1227//b1275//b2366//b3925//b3600//b3521//b1547//b1430//b3240//b0826//b4122//b3960//b0734//b3859//b0178//b4213//b3327//b2716//b0934//b1590//b0585//b1704//b3428//b2485//b3327//b1015//b4233//b3135//b0205//b0168//b3312//b2669//b2554//b4073//b1379//b4099//b4431//b1211//b1656//b2242//b4195//b1717//b2750//b2752//b1016//b1009//b0348//b2282//b2205//b1535//b4317//b2313//b0953//b2281//b1498//b2675//b1528//b3330//b1429//b0106//b1127//b3753//b0908//b1415//b3008//b3356//b1397//b4102//b1921//b2912//b1010//b3708//b3543//b1674//b4293//b4010//b1129//b4034//b0388//b2711//b3366//b3855//b3164//b3479//b1892//b3275//b3167//b0340//b1387//b0781//b3528//b2757//b2509//b1673//b0204//b4111//b0726//b1012//b4267//b0347//b3314//b2597//b3449//b3164//b1718//b2752//b3859//b0048//b2375//b3393//b0411//b0113//b3571//b0785//b1041//b0557//b0894//b3939//b0184//b0860//b2977//b4324//b1287//b3461//b1518//b3568//b4309//b1620//b1597//b4323//b3418//
ChbR-Monoacetylchitobiose-6P_neg	b4321//b3441//b2285//b2204//b0032//b0168//
ChbR-Monoacetylchitobiose-6P_pos	b2866//b3521//b3666//b3670//b1429//b2392//
CpxR-Phosphorylated_neg	b1392//b2552//b1594//b3934//b2726//b2373//b1907//b3564//b2600//b0896//b1590//b1323//b4036//b1011//b0077//b1738//b3617//b1497//b0970//b1519//b3321//b1130//b2750//b1476//
CpxR-Phosphorylated_pos	b2063//b3672//b0676//b1719//b0166//b3912//b3207//b2503//b2079//b2801//b0116//b0384//b3541//b1385//b3671//b3859//b2841//b4159//b0411//b1011//b1621//b3571//b1189//b4291//b4249//b0041//b2223//b4008//b3213//b1734//b3806//b1658//b3688//b3532//b2406//b1500//b4095//b3242//b1042//b2991//b3006//b1920//b0390//b2278//b1321//
CreB-Phosphorylated_neg	b2702//b1670//b3441//
CreB-Phosphorylated_pos	b0182//b2702//b4290//b1276//b3959//b3214//
CueR-Ag_neg	b2282//b3455//b2093//b2423//b3172//
CueR-Ag_pos	b2078//b4008//
CueR-Cu+_neg	b3543//b1244//b2416//b0976//b4417//
CueR-Cu+_pos	b1594//b1297//
CuerR-Au_neg	b1226//b3478//b3774//b3911//b1252//
CuerR-Au_pos	b1207//b0035//
CusR-Pasp_pos	b2465//b3261//b0929//b2307//b0931//b4213//b2231//b1889//b2802//b2957//b3409//b3752//
CynR-Cyanate_neg	b1987//
CynR-Cyanate_pos	b1337//b3057//sroD//
CysB-N-acetyl-L-serine_neg	b0613//b2552//b3242//b0179//b3926//b2284//b2306//
CysB-N-acetyl-L-serine_pos	b3959//b3670//b2841//b1712//b2666//b2763//b2708//b0862//b3759//b3728//b3868//b0109//b2710//b0346//b0953//b1517//b0588//b3572//b4367//b2659//b0399//b1805//b2852//
CysB-O-acetyl-L-serine_neg	b3942//b4398//b0312//b0432//b2957//b4322//b4209//
CysB-O-acetyl-L-serine_pos	b4071//b4129//b0351//b3751//b0880//b4702//b2211//b0880//b1528//b4119//b2278//b0168//b1226//b2204//b2723//b3616//b2223//b2614//b0894//b3242//b1211//b2476//b2151//b2199//
DcuR-Phosphorylated_pos	b2344//b4019//b0390//b1390//b0296//b4173//b3460//b0597//b3113//
DnaA-ATP_neg	b2559//b4014//b1127//b1921//b0178//b3328//b2704//b2076//b0895//b2742//b2095//
DnaA-ATP_pos	b3225//b3939//b1398//b3726//b3278//b4322//b3724//
DpiA-Pasp_neg	b2372//
DpiA-Pasp_pos	b3721//b4122//b0345//b3751//b0887//b3124//b2285//b0179//b0313//b1475//
DsdC-D-serine_neg	b3728//
DsdC-D-serine_pos	b4203//b3831//
EvgA-Phosphorylated_pos	b3846//b4233//b0995//b1020//b0880//b0764//b4318//b2529//b2712//b4177//b2470//b2341//b3357//b2091//b3868//
