#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b1243//b3960//
Ada-Methylated_pos	b1719//b3939//b0515//b3165//
AlaS-L-alanine_neg	b4417//
AllS-allantoin_pos	b3114//ilvG_1//b2288//
AraC-L-arabinose_neg	b0765//b1907//b3049//b3243//b1335//b3036//b0062//b1888//
AraC-L-arabinose_pos	b2838//b1225//b1612//b1857//b3748//b1904//b2751//b2551//b3430//b2719//
ArcA-Phosphorylated_neg	b3275//b4009//b4249//b2307//b1738//b1497//b0931//b2369//b1042//b3332//b1713//b0593//b4200//b4439//b0675//b4111//b4160//b0368//b4431//b1390//b3072//b0590//b3750//b0201//b3312//b3851//b0156//b0590//b2666//b2706//b0995//b4671//b0777//b3532//b0841//b4398//b2222//b1498//b1189//b2755//b0377//b4069//b1609//b0728//b0384//b4195//b0819//b3359//b1136//b1040//b1656//b1798//b3006//b4393//b2311//b2750//b2904//b2730//b0937//b0618//b4209//b2499//b1890//b1736//b2675//b2375//b2996//b0864//b3367//b1337//b3574//b1299//b0977//b3758//b3702//b3326//b0397//b2282//b3403//b3941//b2601//b2962//b0727//b4094//b2706//b0785//b1780//b1335//b3006//b1905//b4013//b3277//b1129//b4040//b2306//b3925//b4322//b3749//b0588//b3748//b2155//b1298//b0594//b1298//b0339//b4072//b1131//b2486//b3366//b2756//b4032//b1548//b0522//b0945//b1612//b2486//b3769//b0874//b2964//b2367//b3072//b3423//b2702//b1390//b4198//b0353//b2994//
ArcA-Phosphorylated_pos	b4450//b2306//b0181//b1474//b2631//b2290//b1225//b0573//b4323//b4071//b2963//b1276//b4030//b0484//b1336//b0048//b4115//b3941//b2904//b3057//b4202//b3859//b1892//b0682//b3829//b0621//b3864//b2490//b2421//b4092//b2221//b3753//b0621//b0841//b1987//b3092//b1323//b3903//b2631//b3774//b4129//b4006//b3970//b0896//b3403//b0484//b0516//b2152//b2470//b3542//b3135//b1681//b3728//b0734//b3272//b0340//b2234//b2407//
ArgP-L-arginine_neg	b0463//
ArgP-L-arginine_pos	b0728//b3114//b0937//b1735//b0887//b2659//b1297//b3242//b0904//b3425//b4034//b4070//b3961//b3057//b3008//
ArgR-L-arginine_neg	b4315//b3725//b1388//b1261//b2631//b1337//b4288//b0061//b3970//b1818//b0390//b4133//b0819//b2614//b1407//b3960//b0296//b2963//b2194//b0928//b3417//b2197//ilvG_2//b3521//b3134//b0841//b4068//b2297//b4037//b1826//b3772//b2078//b1131//b2366//
