#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b3037//b2372//
Ada-Methylated_pos	b1321//b2156//b1671//b1641//
AlaS-L-alanine_neg	b3668//
AllS-allantoin_pos	b0114//b2528//b1905//
AraC-L-arabinose_neg	b0675//b0038//b4059//b2407//b2614//b1881//b3863//b0887//
AraC-L-arabinose_pos	b0331//b1706//b2666//b3758//b2980//b1782//b2937//b1261//b0341//b0403//
ArcA-Phosphorylated_neg	b2149//b2149//b1888//b4004//b2660//b1680//b0178//b3410//b0077//b0451//b3610//b3222//b0758//b3749//b1715//b1810//b2557//b2802//b0181//b0273//b2731//b3774//b0378//b0331//b3450//b1608//b0683//b1528//b4384//b0314//b1062//b4101//b1109//b0440//b2507//b4032//b1243//b1247//b1826//b2530//b2964//b0154//b2554//b2754//b0820//b3907//b0108//b4315//b0125//b3667//b3781//b1101//b3531//b1609//b0350//b1016//b4309//b2147//b1532//b1275//b2280//b0198//b0123//b1499//b3224//b2487//b3493//b2309//b3450//b4123//b3569//b3314//b3960//b3571//b0827//b2726//b3617//b4016//b2366//b1615//b2609//b3212//b0107//b0167//b2308//b4355//b3511//b3414//b3123//b0110//b3669//b2591//b2297//b2579//b0606//b2278//b3207//b3479//ilvG_1//b3037//b0677//b3511//b2990//b4670//b3222//b0311//b2663//b3670//b0976//b0183//b3081//b1011//b1656//b3588//b3356//b4035//b0205//b3905//b2975//b3241//b0335//b1890//b0191//b0036//b2497//b1546//b2374//
ArcA-Phosphorylated_pos	b0827//b2509//b3603//b2758//b1474//b3600//b1902//b2666//b0124//b0431//b2288//b1500//b0722//b3414//b2666//b4240//b3969//b0621//b3671//b0594//b2198//b0154//b3404//b1782//b3904//b3116//b3700//b3709//b1597//b1907//b1247//b4000//b2803//b2464//b0613//b3231//b2282//b4476//b4093//b3542//b1780//b1211//b3588//b1617//b1900//b1746//b3968//b0398//b3123//b4123//b3114//b3543//b4032//b0331//b3133//b2722//b2241//b1007//
ArgP-L-arginine_neg	b3616//
ArgP-L-arginine_pos	b0975//b4406//b0113//b3903//b1500//b2710//b0722//b3601//b0959//b0199//b4397//b2206//b4293//b2927//b3334//
ArgR-L-arginine_neg	b0972//b2205//b2296//b0864//b1210//b4311//b0221//b1497//b1211//b0597//b4122//b0365//b0618//b0043//b0953//b2240//b1021//b0959//b3449//b2368//b2499//b0161//b4120//b2465//b2234//b2423//ilvG_1//b0037//b4063//b0874//b2757//b1243//b2424//b1747//
ArgR-L-arginine_pos	b4669//b0440//b1782//b4324//b2074//
AtoC-phosphorylated_pos	b1672//b2497//b2079//b4008//
BaeR-Phosphorylated_pos	b2278//b4239//b1010//b4124//b3123//b4322//b2155//b1260//
BirA-bio-5-AMP_neg	b0063//b2804//b0338//b2721//b4249//
CRP-cAMP_neg	b2965//b2153//b3609//b4002//b0997//b1132//b2372//b4072//b2370//b1272//b2976//b2631//b3096//b4004//b0972//b1038//b4069//b3688//b1421//b4069//b2554//b2589//b3453//b2484//b4034//b2307//b2068//b2234//b3277//b0337//b4326//b1511//b0756//b1590//b3363//b3599//b2554//b1530//b0886//b3543//b1500//b2206//b0590//b1338//b4122//b0622//b1846//b2702//b3095//b1334//b4266//b3721//b0312//b2818//b0040//b4439//b4460//b2029//b1891//b1429//b3566//b3403//b1587//b0557//b2764//b4100//b0572//b1272//b2911//b4317//b2485//b3469//b3772//b1548//b4698//b4118//b1132//b1683//b1227//b2283//b0616//b3911//b4384//b3432//b4267//b1850//b0349//b1036//b0515//b0343//b2306//b0153//b1587//b4320//b3274//b2742//b1212//b2925//b3273//b1252//b4441//b0887//b0755//b1761//b1263//b2731//b0945//b2221//b2750//b2488//b3958//b2572//b3461//b1819//b1020//b2414//b1797//b2597//b2757//b3409//b1338//b2470//b4265//b0340//b3432//b2469//b4193//b3934//b1782//b1821//b3394//b2609//b2802//
CRP-cAMP_pos	b3333//b1621//b1805//b2990//b4118//b4079//b3394//b0241//b4399//b1518//b3057//b3095//b2373//b2994//b0031//b4376//b1715//b0116//b0333//b2490//b4101//b3223//b3611//b3846//b4354//b0819//b3511//b1498//b4384//b0586//b0841//b2076//b0812//b2286//b0590//b3667//b2728//b0367//b1301//b0377//b1673//b2366//b2718//b1513//b1613//b2660//b4115//b2291//b3134//b0338//b3828//b3456//b3242//b3567//b2840//b1387//b2370//b3479//b2977//b4468//b3672//b2904//b1244//b1613//b2194//b3363//b1002//b2996//b3831//b2094//b4398//b4202//b3568//b2369//b1011//b0727//b4592//b3117//b4326//b0432//b3722//b2151//b4468//b3476//b2706//b2965//b2341//b0240//b1673//b3265//b1415//b1609//b1388//b3477//b3572//b1890//b0583//b4063//b2206//b1617//b1222//b3723//b1497//b3236//b1819//b2194//b2980//b3543//b3903//b1385//b2964//b3366//b3461//b3611//b1850//b1513//b4174//b3478//b2868//b1817//b0935//b2416//b3845//b4376//b4384//b1038//b1886//b3493//b0390//b1889//b1852//b4015//b1474//b0156//b3418//b3588//b3243//b4036//b1704//b0367//b1398//b2485//b4239//b3907//b4670//b2717//b2752//b0125//b1611//b2224//b0819//b4003//b0785//b1127//b2725//b3333//b3356//b1492//b2762//b2414//b3423//b4102//b2205//b4289//b0064//b4567//b2727//b4426//b1300//b0977//b4007//b1129//b3449//b3240//b4095//b1008//b0440//b1514//b2469//b2284//b4599//b1797//b1398//b4267//b3769//b4264//b1337//b1492//b4317//b0331//b1020//b1679//b4476//b2364//b2221//b2077//b0684//b3036//b3438//b4249//b3036//b1518//b3806//b3769//b4009//b2507//b0043//b4376//b3161//b3845//b4287//b2659//b0782//b2741//b0064//b2535//b2600//b3409//b0296//b3728//b3428//b1038//b1131//b3532//b0758//b1007//b0339//b3852//b3510//b3395//b4068//b2236//b0273//b0894//b1500//b4152//b3528//b0108//b4397//b0907//b1781//b0154//b1323//b0774//b2962//b3320//b4239//b4355//b1211//b0820//b3853//b1220//b0037//b4267//b2926//b3927//b4105//b3324//b2423//b2313//b2311//b3008//b1223//b0973//b2916//b3115//b0353//b1036//b1227//b0179//b2286//b0784//b1846//b2152//b3008//b0367//b0937//b1672//b0781//b3449//b1621//b1737//b1609//b1385//b0975//b0111//b2706//b4104//b1621//b3481//b3750//b3541//b3277//b1323//b3135//b4397//b3532//b0061//b3906//b1982//b2423//b0168//b3851//b4326//b0397//b2371//b0756//b2990//b3531//b0221//b2152//b2757//b4104//b1532//b1476//b2509//b1817//b0959//b3604//b2310//b0167//b3091//b0860//b2754//b2571//b3222//b3969//b2660//b0613//b2728//b4381//b2925//b0908//b0841//b1190//b3365//b0440//b3170//b1922//b4398//b4289//b2938//b4167//b3266//b2661//b3759//b3845//b4009//b3417//b1530//b4671//b2764//b3611//b3328//b0765//b3941//b0974//b2308//b3542//b2498//b3749//b2489//b3773//b3722//b4467//b0460//b0765//b3260//b0333//b3260//b2993//b3359//b1532//b0116//b4242//b2818//b3008//b0153//b4169//b1272//b2937//b0167//b2223//b2278//b1010//b3806//b4095//b2963//b3461//b0723//b2507//b0976//b3574//b2507//b1136//b0889//b0461//b4238//b1387//b4008//b3392//b1530//b1205//b1540//b1190//b4030//b2661//b3426//b1220//b2503//b2487//b1207//b0596//b0997//b4438//b2994//b3493//b3123//b2224//b3926//yegZ//b2729//b1746//b3912//b0734//b3430//b1747//b2096//b3478//
ChbR-Monoacetylchitobiose-6P_neg	b4671//b1429//b2374//b3829//b4174//b1597//
ChbR-Monoacetylchitobiose-6P_pos	b0106//b0124//b3572//b2207//b0335//b0564//
CpxR-Phosphorylated_neg	b3759//b2710//b4008//b0203//b4173//b3392//b0167//b1732//b2469//b0945//b3272//b2406//b1887//b0606//b2996//b4195//b0389//b2106//b4671//b1850//b0557//b3961//b3167//b2818//
CpxR-Phosphorylated_pos	b0621//b4401//b0557//b3846//b1275//b1298//b1621//b1324//b1482//b3903//b3452//b4097//b4398//b0904//b3325//b1716//b3604//b0048//b1300//b1513//b4670//b3275//b0728//b4118//b3453//b1263//b0557//b1515//b2107//b0273//b2708//b4002//b1890//b1683//b4099//b4698//b0039//b2961//b2092//b4030//b1006//b2800//b1263//b0783//b2977//
CreB-Phosphorylated_neg	b2231//b2364//b1498//
