#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b2371//b3508//
Ada-Methylated_pos	b4159//b3771//b4159//b2498//
AlaS-L-alanine_neg	b0733//
AllS-allantoin_pos	b3616//b2342//b3726//
AraC-L-arabinose_neg	b0108//b1612//b2732//b0763//b1207//b3166//b2148//b0782//
AraC-L-arabinose_pos	b1022//b2107//b2195//b0037//b2282//b0107//b3037//b3265//b1391//b0166//
ArcA-Phosphorylated_neg	b4096//b0587//b4168//b3864//b1622//b4567//b2149//b3230//b0998//b1818//b2925//b2232//b1594//b2661//b2171//b2277//b2283//b2660//b2207//b0908//b3970//b4076//b1982//b3911//b3124//b1781//b0365//b2606//b2313//b0334//b0596//b2344//b0484//b2312//b1826//b3480//b2206//b1389//b4233//b2975//b3609//b4321//b1535//b1680//b1300//b2868//b4016//b0461//b3934//b2721//b1515//b0191//b3542//b4382//b2195//b0400//b2417//b2146//b1012//b3127//b0594//b0584//b0998//b3604//b4170//b0864//b0431//b0273//b1337//b3588//b0161//b2866//b2200//b2375//b1323//b0192//b2600//b3038//b1679//b1518//b1779//b0151//b2571//b2993//b0723//b3927//b3569//b1101//b3409//b2204//b0330//b3938//b2499//b1390//b4240//b2096//b3854//b0778//b3773//b2208//b1920//b3455//b4416//b1415//b0594//b4172//b2997//b2913//b0240//b0827//b2868//b3425//b0566//b3325//b1421//b3708//b3773//b3571//b2091//b1921//b0776//b3544//b2507//b0764//b0040//b1907//b2509//
ArcA-Phosphorylated_pos	b3772//b3170//b2725//b2803//b4381//b4169//b0431//b2077//b2560//b4169//b2660//b2485//b3670//b0062//b2964//b2211//b4067//b0110//b3223//b3272//b0934//b1622//b2716//b2278//b2287//b1492//ilvG_2//b1616//b2283//b2488//b1497//b0588//b3869//b2370//b4315//b3480//b1130//b2215//b1499//b3868//b1515//b0805//b1885//b3319//b1016//b2239//b4098//b3941//b2206//b3408//b2713//b4153//b1101//b1475//b3493//b2236//b1387//b3171//
ArgP-L-arginine_neg	b0331//
ArgP-L-arginine_pos	b1904//b3037//b3417//b1518//b2666//b3907//b0399//b4003//b3709//b2075//b3829//b3326//b2222//b2096//b3772//
ArgR-L-arginine_neg	b1537//b3135//b4104//b4151//b3911//b4384//b1655//b3616//b2552//b1207//b3275//b0583//b3907//b1817//b1621//b3276//b3863//b0115//b4195//b4005//b1244//b0756//b3480//b3960//b0383//b3170//b0181//b0124//b2393//b0240//b2755//b4400//b0721//b3454//
ArgR-L-arginine_pos	b0161//b2232//b0312//b0734//b3429//
AtoC-phosphorylated_pos	b2491//b4098//b3035//b0399//
BaeR-Phosphorylated_pos	b0904//b2663//b0997//b0033//b2964//b2365//b4153//b3541//
BirA-bio-5-AMP_neg	b3005//b4177//b1590//b0034//b3753//
CRP-cAMP_neg	b4058//b3330//b1537//b0118//b2571//b4079//b2393//b2868//b0342//b2508//b0183//b1220//b4070//b0728//b1323//b3076//b1301//b3853//b1493//b1394//b3709//b3752//b1209//b0399//b1889//b4111//b1514//b1224//b4167//b0765//b3171//b2552//b1397//b3670//b3615//b2800//b2094//b1022//b2755//b3057//b2742//b3118//b3753//b1131//b4151//b3863//b1384//b1036//b1395//b3925//b2368//b3707//b3707//b3905//b0757//b0440//b4323//b2741//b1006//b3114//b0586//b1272//b1129//b2063//b0240//b1591//b0805//b1887//b3037//b4193//b1621//b2153//b2203//b3455//b3707//b3688//b4599//b1221//b0311//b4172//b2711//b2841//b3868//b0451//b1396//b2285//b2063//b0678//b3207//b3091//b4097//b0106//b1658//b0107//b4133//b3241//b4054//b0032//b0352//b0351//b2590//b1391//b0721//b4264//b3846//b3277//b0676//b3543//b4450//b3971//b0929//b3853//b3957//b1111//b2723//b4002//b3423//b2660//b2486//b3509//b1127//b1970//b2163//b2552//b1521//b4015//b2222//b0340//b2208//b3095//b3415//efeU_2//b3906//
