#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b0151//b4399//
Ada-Methylated_pos	b0676//b1023//b2718//b0398//
AlaS-L-alanine_neg	ilvG_2//
AllS-allantoin_pos	b4138//b2222//b2663//
AraC-L-arabinose_neg	b2741//b0184//sroD//b2711//b3509//b1244//b2965//b1112//
AraC-L-arabinose_pos	b2243//b1805//b1042//b2278//b3942//b0523//b2980//b3480//b4075//b3393//
ArcA-Phosphorylated_neg	b3725//b1407//b0107//b4170//b2996//b3320//b1655//b1904//b1779//b2943//b4024//b0337//b1252//b4160//b2742//b0594//b2708//b0337//b0763//b3126//b3672//b3006//b4039//b3313//b3126//b3567//b4138//b0116//b3600//b1301//b1882//b4151//b3091//b0894//b3906//b4241//b0043//b1715//b4018//b3774//b4172//b2148//b1276//b0062//b4070//b4249//b3418//b3005//b3441//b2393//b3708//b3533//b0598//b0330//b1036//b0861//b3774//b1129//b1747//b0365//b0116//b4392//b2697//b3942//b0934//b3453//b2722//b2704//b0733//b3604//b2106//b0980//b4237//b2364//b2483//b4471//b3243//b1384//b4506//b4002//b0203//b0605//b0775//b2482//b1743//b2490//b2416//b0460//b0553//b1407//b2601//b4315//b0522//b0516//b0566//b2239//b1210//b4187//b2422//b4035//b2241//b1112//b1819//b3672//b4397//b3326//b2588//b1492//b4075//b2211//b0565//b4062//b1127//b3092//b1746//b0430//b0995//b2903//b4289//b0781//b4009//b3771//b2068//b4209//b2235//b2489//b2720//
ArcA-Phosphorylated_pos	b1518//b2296//b0574//b2341//b4438//b1818//b0189//b4393//b1859//b1006//b1272//b2992//b3092//b3748//b2407//b1987//b1814//b2368//b0167//b0150//b2369//b3123//b4037//b3430//b4318//b2913//b0031//b3709//b3405//b1211//b0953//b2709//b2662//b3117//b0597//b4115//b0397//b1007//b4097//b2764//b4669//b0108//b0756//ilvG_1//b4476//b1798//b0064//b0782//b0111//b1039//b0933//b2309//b1684//b2213//b3424//b4096//b1781//b2617//
ArgP-L-arginine_neg	b3725//
ArgP-L-arginine_pos	b4669//b4316//b4118//b1608//b2373//b3452//b0936//b2756//b2803//b0934//b2009//b2371//b1039//b4177//b3275//
ArgR-L-arginine_neg	b2975//b1430//b3756//b2369//b2722//b0153//b0841//b0366//b0783//b0734//b2342//b1497//b2705//b2571//b0367//b0841//b1901//b1970//b1970//b3135//b0805//b3749//b1517//b3115//efeU_2//b3960//b4592//b3312//b3395//b4265//b2342//b1892//b4018//b0959//
ArgR-L-arginine_pos	b1712//b3541//b1674//b3236//b0077//
AtoC-phosphorylated_pos	b3450//b2483//b4036//b2583//
BaeR-Phosphorylated_pos	b2617//b0403//b2715//b0383//b3707//b2307//b4670//b3846//
BirA-bio-5-AMP_neg	b2996//b3600//b3569//b0182//b0348//
