#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b0450//b1323//
Ada-Methylated_pos	b1704//b2529//b1901//b4159//
AlaS-L-alanine_neg	b4671//
AllS-allantoin_pos	b1530//b3940//b2288//
AraC-L-arabinose_neg	b3911//b1265//b4177//b0153//b3260//b3093//b0182//b3938//
AraC-L-arabinose_pos	b1902//b2607//b4450//b3567//b1589//b1324//b4138//b3941//b1883//b3240//
ArcA-Phosphorylated_neg	b0592//b1244//b2977//b4139//b4292//b4406//b2704//b0726//b1891//b3566//b3404//b2312//b1706//b4233//b4076//b1379//b0863//b0682//b2841//b2421//b1743//b2283//b0201//b1211//b1885//b1101//b1321//b3751//b0044//b4431//b1617//b4290//b2286//b1540//b2731//b1210//b4292//b4398//b1588//b2414//b3070//b3449//b1782//b3669//b4468//b3266//b2964//b2243//b0728//b1670//b2483//b1189//b2608//b3938//b3774//b2075//b0350//b3431//b3601//b0720//b0450//b1548//b0783//b0460//b2630//b0889//b0516//b3325//b3165//b4242//b3666//b3126//b0623//b1680//b2979//b2535//b2840//b2279//b1112//b1518//b2414//b0350//b4154//b3081//b2204//b3608//b4451//b4111//b2724//b3721//b2962//b4187//b3393//b4355//b1297//b0765//b1922//b3261//b2799//b1658//b1748//b3610//b1492//b0063//b0341//b2801//b0441//b2508//b3265//b2243//b2155//b2852//b0904//b4705//b0945//b1826//b3313//b0734//b1594//b1907//b1297//b3724//b3272//b2730//b4310//b3617//b2151//
ArcA-Phosphorylated_pos	b0189//b2588//b2614//b4016//b3321//b2731//b2758//b3541//b4441//b1761//b2572//b4016//b0516//b1515//b3070//b0585//b1988//b4399//b4175//b1620//b2560//ilvG_1//b2374//b0621//b4034//b4019//b1782//b1389//b4637//b3318//b4287//b3863//b2235//b4198//b1761//b3135//b0191//b4314//b0167//b1517//b1905//b4170//b0345//b2153//b4367//b0894//b1593//b0345//b0337//b3332//b2663//b3006//b3438//b0314//b2429//b1782//b0110//b0150//
ArgP-L-arginine_neg	b3312//
ArgP-L-arginine_pos	b2601//b2535//b0929//b2342//b1669//b3230//b0114//b4670//b2583//b4096//b1497//b2584//b1043//b1537//b3942//
ArgR-L-arginine_neg	b2728//b3709//b4417//b0180//b0114//b0118//b1683//b0337//b1385//b0366//b3969//b1245//b2942//b2483//b0331//b4383//b2961//b2423//b2804//b3320//b3328//b1275//b3925//b2754//b1498//b3225//b3425//b3531//b2572//b4398//b1761//b0764//b3221//b3403//
ArgR-L-arginine_pos	b2754//b2671//b0574//b0979//b2422//
AtoC-phosphorylated_pos	b3601//b4392//b2805//b3863//
BaeR-Phosphorylated_pos	b0597//b3541//b3272//b2235//b4175//b0389//b3960//b2703//
BirA-bio-5-AMP_neg	b1532//b2802//b2085//b3748//b0975//
