#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b1012//b1805//
Ada-Methylated_pos	b3772//b3669//b0812//b2666//
AlaS-L-alanine_neg	b3277//
AllS-allantoin_pos	b3568//b2659//b1743//
AraC-L-arabinose_neg	b1042//b3511//b1588//b1905//b2702//b3669//b2716//b3318//
AraC-L-arabinose_pos	b3605//b3727//b3508//b2724//b1717//b3831//b0114//b1111//b2078//b0388//
ArcA-Phosphorylated_neg	b4095//b3453//b2276//b3333//b3610//b3165//b1132//b3540//b0929//b0460//b0161//b0350//b3509//b0998//b0756//b1023//b3127//b3334//b2926//b4100//b2171//b2465//b3772//b2207//b2085//b3831//b3750//b4200//b1334//b2994//b1389//b0781//b1041//b1299//b0784//b2712//b1182//b3057//b0997//b1021//b4267//b1892//b0078//b1714//b1112//b2702//b2342//b1482//b3934//b0377//b1680//b3670//b2553//b1160//b2281//b3124//b4005//b3904//b3958//b3314//yegZ//b1745//b3769//b4067//b3214//b4035//b0727//b0933//b3236//b0156//b1884//b0522//b1735//b3405//b3700//b1208//b3969//b4132//b2709//b3409//b3852//b1821//b0959//b2554//b3565//b3907//b0166//b3565//b1336//b1337//b0863//b2584//b1970//b0153//b3212//b0929//b3049//b3540//b3240//b4037//b0123//b4417//b3423//b4320//b2762//b4196//b0461//b2485//b1907//b0976//b1594//b3093//b0720//b0347//b4123//b0388//b0032//b1261//b2801//b2977//b0722//b3213//b0675//b3569//b2529//b3603//b1272//
ArcA-Phosphorylated_pos	b0602//b2422//b1324//b2630//b4203//b1515//b2751//b4124//b2194//b1597//b1043//b3326//b3700//b2597//b1846//b2152//b1042//b0168//b2742//b1796//b1656//b0593//b4039//b3493//b4309//b1010//b3449//b3772//b3070//b2213//b0156//b1821//b0573//b1540//b1390//b3456//b3428//b2961//b2718//b0621//b1336//b2341//b3454//b0679//b3278//b0681//b1006//b4092//b1748//b3265//b4320//b0775//b3077//b0040//b4316//b3870//b0935//b0042//
ArgP-L-arginine_neg	b4311//
ArgP-L-arginine_pos	b4201//b2756//b0167//b3831//b3774//b3212//b2484//b1497//b3774//b0150//b4160//b4040//b0777//b1384//b1589//
ArgR-L-arginine_neg	b3960//b3700//b3335//b2155//b0995//b4075//b4506//b0970//b3493//b4169//b4058//b1131//b3168//b3366//b2725//b1322//b3830//b4170//b0152//b3081//b1205//b0314//b0895//b3005//b2591//b1613//b2234//b2759//b2196//b1111//b4072//b2802//b3225//b2277//
ArgR-L-arginine_pos	b1513//b2095//b4401//b0614//b0570//
AtoC-phosphorylated_pos	b1389//b0202//b3667//b4018//
BaeR-Phosphorylated_pos	b1205//b1475//b4398//b1704//b2163//b0591//b3749//b3773//
BirA-bio-5-AMP_neg	b3908//b1039//b2290//b4151//b1683//
CRP-cAMP_neg	b1821//b0161//b0734//b1883//b3707//b3605//b3113//b2077//b3700//b2206//b0432//b0557//b3071//b1797//b0974//b4267//b1022//b1384//b0826//b2497//b2276//b0240//b1546//b3568//b1681//b4194//b4154//b2276//yegZ//b0368//b2364//b2757//b1717//b0973//b1040//b2093//b2703//b0350//b2365//b0593//b2750//b3171//b0198//b1385//b1733//b2222//b3276//b3311//b0367//b3276//b3260//b2077//b3368//b0397//b3454//b1826//b2800//b4039//b1039//b2392//b2720//b4125//b3071//b2486//b2500//b3316//b2559//b0880//b2721//b2509//b1810//b2987//b1901//b4104//b3161//b3227//b2194//b1547//b2804//b0873//b3368//b1889//b1612//b1746//b4059//b2507//b1846//b3509//b3455//b2759//b3164//b2242//b4318//b1287//b1006//b3904//b0826//b3458//b3846//b1244//b2207//b0112//b2800//b2308//b1900//b2155//b4119//b3409//b1516//b4160//b3615//b3970//b3221//b4254//b0061//b2905//b0080//b4451//b0605//b0894//b3416//b3335//b1987//b1407//b1337//b1857//b2243//b2414//b1334//b2704//b0784//b1387//b1881//
