#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b0346//b1617//
Ada-Methylated_pos	b3319//b3604//b4106//b3611//
AlaS-L-alanine_neg	b1891//
AllS-allantoin_pos	b3272//b0778//b2242//
AraC-L-arabinose_neg	b0365//b2503//b0167//b1062//b1297//b2309//b2706//b1160//
AraC-L-arabinose_pos	b2309//b1779//b3356//b2163//b4198//b4699//b4426//b1547//b2961//b1322//
ArcA-Phosphorylated_neg	b0336//b1881//b2663//b4170//b2422//b0606//b4018//b3405//b0683//b3611//b0077//b4016//b0782//b3265//b0110//b1225//b3241//b1683//b2662//b4698//b0124//b0344//b3469//b1734//b1798//b3752//b3769//b3212//b4467//b2414//b3863//b2799//b0110//b2342//b0311//b0062//b2697//b4009//b2719//b0678//b1101//b2074//b2927//b3260//b2481//b3907//b4196//b3035//b4398//b2149//b2528//b2963//b4239//b0462//b0812//b2584//b4172//b3164//b3541//b0880//b0166//b0729//b2913//b2201//b0197//b2146//b0484//b2993//b0345//b3851//b0221//b3772//b3005//b0574//b0080//b1746//b2310//b1476//b0296//b2075//b1482//b1779//b1131//b2063//b4040//b1885//b2163//b3231//efeU_2//b2718//b1656//b4201//b0934//b0675//b3860//b1679//b3666//b3331//b2805//b3611//b0863//b0460//b3071//b0182//b0995//b0042//b3605//b1905//b1641//b0440//b3830//b3334//b1531//b3781//b1042//b0109//b4326//b0681//b4392//b3133//b4567//b0593//b4111//b3392//b4431//b2905//b1747//
ArcA-Phosphorylated_pos	b0078//b1781//b2242//b4567//b4320//b3925//b2597//b0616//b0430//b0451//b4123//b2719//b0978//b4242//b4131//b3315//b2580//b1101//b2203//b4095//b2106//b1190//b4120//b1608//b0428//b2957//b2702//b2232//b1973//b1264//b3356//b0895//b1006//b3077//b4105//b1656//b2194//b0585//b1715//b0587//b0553//b0586//b0441//b1287//b3123//b0597//b3049//b3207//b2476//b4476//b1160//b3493//b1737//b1287//b0335//b0334//b3726//b3906//
ArgP-L-arginine_neg	b2417//
ArgP-L-arginine_pos	b4059//b3601//b3008//b3273//b3167//b0553//b4392//b2708//b0515//b2206//b2234//b4008//b3540//b1669//b2171//
ArgR-L-arginine_neg	b3410//b2488//b4139//b3521//b3276//b4099//b1890//b3709//b0894//b2482//b2718//b0593//b3970//b1323//b3260//b0841//b2423//b0592//b1041//b2741//b1982//b4290//b0040//b1891//b4382//b0589//b2580//b2710//b4187//b4094//b1500//b2470//b0350//b0974//
ArgR-L-arginine_pos	b4008//b0078//b2075//b3906//b0889//
AtoC-phosphorylated_pos	b3528//b4102//b3603//b0168//
BaeR-Phosphorylated_pos	b3072//b0343//b2553//b2279//b3367//b2204//b1597//b1497//
BirA-bio-5-AMP_neg	b1384//b2074//b1062//b0463//b4213//
CRP-cAMP_neg	b4702//b2366//b1302//b0826//b0041//b4039//b1512//b2464//b2975//b4663//b1256//b0389//b3318//b1223//b3117//b2962//b0619//b0929//b3458//b0595//b4202//b2146//b0584//b1388//b2710//b1621//b4467//b4015//b0585//b0198//b0352//b0929//b4241//b2241//b3272//b2207//b0765//b4102//b0777//b3869//b2469//b3005//b2406//b2659//b1226//b3611//b4018//b2212//b4152//b4502//b1587//b1745//b4511//b0931//b3356//b3770//b1846//b1734//b1062//b2308//b2666//b4239//b1988//b0936//b0931//b1654//b1683//b4354//b2085//b1023//b2993//b4068//b3971//b1535//b1680//b1706//b3927//b3241//b0061//b1379//b1297//b1298//b4506//b1734//b4468//b2311//b0758//b1670//b0038//b3708//b0934//b1719//b2365//b2554//b1160//b0757//b0619//b1889//b2093//b4397//b4120//b4129//b0032//b4267//b0178//b0396//b4417//b4013//b1671//b0895//b4003//b1621//b3481//b3437//b2904//b1779//b4151//b0517//b3326//b0928//b4123//b1885//b1334//b1970//b2614//b0723//b2712//b2741//b3604//b0182//b0190//b1532//b0594//
