#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b4129//b1498//
Ada-Methylated_pos	b1850//b0400//b3610//b3907//
AlaS-L-alanine_neg	b2905//
AllS-allantoin_pos	b0936//b1220//b1798//
AraC-L-arabinose_neg	b2662//b0378//b1655//b0184//b3903//b2751//b2752//b1518//
AraC-L-arabinose_pos	b4018//b2297//b4123//b3481//b2236//b0039//b0039//b3870//b4040//b0517//
ArcA-Phosphorylated_neg	b4381//b4431//b0080//b2712//b4067//b2152//b1883//b3408//b2669//b4439//b0820//phnE_2//b1780//b3904//b4030//b4069//b0341//b1781//b2424//b3329//b3116//b3544//b3702//b0123//b1221//b1335//b0679//b1641//b1907//b4355//b1818//b0722//b1062//b2278//b3724//b1109//b0841//b4198//b1597//b0336//b2711//b2148//b3356//b1622//b0273//b3207//b1655//b1227//b2708//b1300//b0889//b3903//b2557//b4054//b3707//b3236//b3724//b1497//b3588//b4382//b0995//b0334//b3071//b0953//b3724//b4239//b3530//b1387//b3164//b0570//b0782//b3118//b0873//b0166//b4392//b3568//b3938//b3934//b3132//b0348//sroD//b4125//b4460//b2758//b1588//b3417//b1669//b2905//b4168//b0335//b1859//b4125//b0151//b4062//b3409//b1521//b0517//b3274//phnE_2//b1859//b0774//b4320//b0945//b4101//b2560//b0575//b0342//b4071//b2803//b0896//b1857//b2370//b2570//b1782//b2752//b0350//b3095//b2674//b3958//b2993//b2852//b0570//b3169//b0784//b3367//b1590//b1679//
ArcA-Phosphorylated_pos	b1336//b1671//b3237//b0331//b4120//b2278//b3367//b0977//b3864//b1207//b3326//b0396//b3243//b2608//b0973//b1379//b1020//b3723//b2498//b0350//b3518//b3753//b2503//b0726//b3853//b4599//b4241//b1111//b2607//b0886//b2068//b4014//b1299//b1379//b0124//b0037//b3117//b3414//b0273//b0784//b2149//b4167//b2800//b2760//b2609//b0677//b1779//b3753//b3410//b3859//b1260//b4058//b3169//b1220//b1036//b4467//b2107//b4152//
ArgP-L-arginine_neg	b3240//
ArgP-L-arginine_pos	b3753//b2990//b1256//b3542//b4033//b0330//b1385//b1547//b4071//b2669//b2706//b1736//b0681//b3166//b1322//
ArgR-L-arginine_neg	b3317//b2243//b4118//b3450//b3616//b3328//b3669//b1037//b2588//b3415//b0313//b3902//b0605//b3868//b2469//b2283//b0390//b2916//b0593//b3968//b3479//b1336//b2617//b3366//b0348//b0429//b4289//b4034//b3430//b0179//b4076//b2964//b3831//b4326//
ArgR-L-arginine_pos	b1252//b0463//b3356//b2093//efeU_2//
AtoC-phosphorylated_pos	b1062//b3428//b1287//b0403//
BaeR-Phosphorylated_pos	b0345//b0782//b0166//b0398//b1684//b2508//b4313//b3941//
BirA-bio-5-AMP_neg	b0044//b0347//b0863//b4431//b2307//
CRP-cAMP_neg	b3243//b4106//b4399//b2662//b0904//b3072//b0384//b3438//b3318//b4119//b1324//b0677//b1684//b1797//b2757//b0377//b0344//b2732//b3851//b2553//b4071//b0340//b1682//b3672//b1883//b4193//b2199//b0338//b2393//b3222//b3450//b3126//b4170//b0123//b4160//b2198//b3357//b1222//b0450//b0929//b3431//b4177//b2597//b0383//b2911//b3940//b2486//b0785//b0903//b4174//b3077//b0523//b0758//b0347//b4119//b3325//b2607//b2762//b0998//b3942//b1748//b0998//b4290//b0396//b0515//b3429//b0777//b3356//b3700//b0106//b2308//b2465//b0781//b2085//b0623//b1889//b4009//b0061//b2728//b4173//b1888//b1429//b0179//b1130//b3806//b1988//b0041//b2552//b3404//b1222//b0043//b3437//b0440//b1010//b1474//b1225//b3368//b2503//b2312//b4439//b2425//b1846//b1334//b0112//b0781//b0515//b0389//b0928//b2368//b4699//b4287//b2500//b2296//b1613//b2077//b1205//b4032//b3113//b3425//b2802//b4383//b4036//b1226//b2926//b1517//b2393//b3707//b1415//b1516//b3312//b4502//b3222//b4168//
