#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b2232//b1220//
Ada-Methylated_pos	b1519//b3480//b0728//b2573//
AlaS-L-alanine_neg	b2428//
AllS-allantoin_pos	b1905//efeU_2//b1714//
AraC-L-arabinose_neg	b4030//b3431//b4069//b2425//b0338//b2096//b4092//b2996//
AraC-L-arabinose_pos	b4450//b4122//b2236//b1681//b4213//b2310//b1109//b0754//b1530//b0973//
ArcA-Phosphorylated_neg	b0553//b0571//b4268//b3408//b3415//b3480//b3769//b3511//b2995//b2927//b0623//b3544//b0040//b0366//b3126//b1265//b0523//b4699//b0592//b1718//b3418//b2375//b3458//b3521//b1654//b4030//b0384//b1521//b3072//b0108//b1109//b2675//b1474//b1641//b0729//b1810//b0593//b1300//b1681//b4287//b2551//b2312//b0221//b3405//b4160//b2465//b0181//b1102//b3672//b0621//b2963//b1531//b1390//b1247//b3276//b0733//b3115//b0734//b4242//b1182//b2415//b0873//b2943//b3533//b3521//b3701//b0585//b4071//b0959//b2607//b0207//b1338//b3261//b2675//b3405//b0330//b1296//b0388//b4267//b3509//b1275//b0684//b0118//b3667//b4468//b2236//b1511//b3564//b4398//b3958//b4036//b0344//b2963//b0585//b1010//b1160//b3070//b4004//b4417//b1493//b1227//b3726//b4102//b2312//b3615//b2704//b2202//b2608//b3081//b0571//b1205//b3093//b0573//b4314//b2962//b4265//b1182//b0189//b3723//b3414//b1243//b0588//b1430//b4702//b2286//b2341//b1042//
ArcA-Phosphorylated_pos	b2725//b2313//b2979//b3329//b2430//b4288//b3236//b2150//b4036//b0575//b3907//b3938//b1223//b1519//b4168//b0061//b4124//b4129//b3207//b2341//b1718//b0759//b2852//b2208//b0201//b4506//b3469//b2553//b1475//b2943//b3334//b2719//b3753//b3424//b2464//b2296//b3853//b0934//b2961//b4173//b3081//b2285//b1324//b3756//b0675//b4195//b4120//b0037//b1620//b4321//b2583//b0335//b0557//b2309//b1008//b3617//b3320//b1475//
ArgP-L-arginine_neg	b1851//
ArgP-L-arginine_pos	b0221//b3853//b3172//b4663//b3845//b1905//b2489//b0903//b1921//b3172//b0928//b2662//b3530//b4070//b1516//
ArgR-L-arginine_neg	b0388//b0765//b4203//b2290//b4451//b2990//b3327//b0203//b4431//b4441//b2904//b0622//b0061//b3480//b2552//b2937//b1885//b1616//b1530//b1713//b4310//b3671//b3934//b1521//b0684//b3855//b2201//b4067//b0880//b0178//b4238//b3480//b1734//b2171//
ArgR-L-arginine_pos	b2730//b0341//b0311//b4316//b2076//
AtoC-phosphorylated_pos	b0976//b2606//b0677//b1212//
BaeR-Phosphorylated_pos	b2669//b1682//b1817//b1684//b2707//b2669//b2243//b0110//
BirA-bio-5-AMP_neg	b1130//b3702//b2963//b3565//b0619//
CRP-cAMP_neg	b3601//b2085//b0974//b4290//b3363//b0953//b0351//b0178//b2943//b2085//b2963//b1129//b1615//b4401//b0038//b1225//b0312//b3521//b3260//b1182//b4187//b1513//b1226//b4196//b4000//b3968//b4265//b3771//b0585//b4093//b4062//b3165//b1814//b1620//b1020//b1226//b4063//b2663//b2232//b1334//b0864//b3393//b2281//b0945//b1537//b0389//b1379//b1407//b0596//b4291//b3116//b4194//b3831//b2231//b1260//b2723//b3453//b4476//b0240//b1338//b2407//b3212//b1818//b3753//b3481//b1111//b1136//b1748//b2671//b3115//b2469//b0593//b0684//b3167//b0166//b0044//b3611//b3851//b1683//b1385//b3394//b4132//b2063//b1512//b1015//b2703//b2718//b0201//b2092//b4069//b0113//b1970//b2551//b2976//b4004//b3408//b2277//b0037//b1324//b0161//b3707//b0679//b4187//b4074//b1338//b1334//b4254//b4119//b0723//b4663//b0907//b3571//b3726//b0929//b1859//b2709//b0677//b2152//b1656//b4159//b4003//ilvG_2//b1041//b3453//b1781//b3588//b4079//b4314//b2676//b2485//b0721//b3453//b1476//
