#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b0614//b1518//
Ada-Methylated_pos	b1620//b4167//b2606//b0350//
AlaS-L-alanine_neg	b3958//
AllS-allantoin_pos	b1819//b3511//b3568//
AraC-L-arabinose_neg	b1597//b3927//b3748//b2243//b2841//b4289//b3528//b1797//
AraC-L-arabinose_pos	b4506//b2231//b0462//b1670//b1189//b4098//b2307//b2476//b2171//b1006//
ArcA-Phosphorylated_neg	b0613//b2236//b3565//b0623//b0118//b3911//b1021//b3326//b1224//b3006//b0933//b0368//b1684//b4290//b0756//b1261//b3408//b1884//b3960//phnE_2//b0109//b1113//b2197//b2207//b0827//b2963//b1514//b0080//b3770//b2719//b4054//b0344//b3317//b0907//b1514//b3572//b3357//b2194//b1225//b1022//b0759//b0347//b3410//b1859//b4317//b4118//b1011//b1022//b1041//b0463//b1501//b3721//b2308//b3364//b0461//b1850//b3134//b2242//b1221//b1256//b3123//b3911//b4397//b1256//b0814//b0460//b1501//b2341//b0383//b2716//b1037//b0460//b4287//b1008//b1715//b0620//b2143//b0168//b2760//b2666//b4123//b3908//b2583//b0108//b3057//b1130//b3213//b2483//b3477//b1101//b4151//b2415//b3457//b3509//b2091//b0351//b2500//b1300//b1684//b1796//b3727//b3903//b4392//b3854//b3313//b0841//b2559//b4310//b2976//b1620//b1335//b1587//b3567//b3528//b1337//b2077//b4138//b2529//b3425//b1517//b3057//b4075//b2706//b3317//b1883//b0953//b4104//
ArcA-Phosphorylated_pos	b4319//b3770//b3095//b3231//b1612//b4138//b0614//b0765//b3725//b0441//b0733//b4663//b3273//b0677//b2490//b3311//b0460//b0351//b3332//b1007//b0183//b3164//b0970//b4097//b0123//b0678//b3469//b1407//b3934//b0333//b4097//b1020//b1062//b0036//b4111//b2143//b4310//b1885//b0032//b2224//b2234//b4160//b3393//b4663//b3456//b4173//b2589//b3727//b2308//b0606//b2430//b1682//b1779//b4209//b1615//b1548//b3430//b1819//
ArgP-L-arginine_neg	b4288//
ArgP-L-arginine_pos	b4092//b3330//b1780//b0044//b2425//b3452//b1889//b4124//b3508//b2311//b3164//b0774//b2196//b3908//b0777//
ArgR-L-arginine_neg	b1227//b1734//b1300//b2583//b1020//b1039//b0904//b1385//b2841//b3366//b0903//b3413//b2366//b4502//b4138//b3480//b2751//b2288//b4003//b3423//b3366//b1205//b3599//b0296//b0974//b3453//b3318//b3518//ilvG_2//b2310//b4063//b0429//b3114//b2342//
ArgR-L-arginine_pos	b2497//b3774//b1500//b2732//b0346//
AtoC-phosphorylated_pos	b4170//b0759//b0273//b0557//
BaeR-Phosphorylated_pos	b4118//b4699//b3481//b3541//b2903//b0621//b2606//b2557//
BirA-bio-5-AMP_neg	b2107//b2708//b1396//b1810//b2485//
CRP-cAMP_neg	b1009//b0033//b1207//b1022//b0515//b2286//b1681//b0573//b0864//b4075//b2573//b2075//b2742//b0114//b2987//b2841//b4159//b4111//b2866//b1393//b3533//b0623//b3332//b1336//b3667//b3214//b0873//b3600//b0594//b3272//b3261//b1493//b2153//b0682//b0348//b1390//b2580//b1537//b1782//b0350//b4074//b0679//b4159//b2531//b1222//b2371//b0593//b3321//b0571//b4367//b0757//b1814//b1112//b3165//b0161//b2423//b4177//b4314//b1671//b2702//b4074//b0348//b2414//b2852//b2720//b1006//b4202//b3312//b2760//b1706//b0908//b1796//b4213//b3404//b2235//b0684//b2660//b2709//b2414//b2591//b1415//b3726//b3908//b3542//b1244//b2484//b4511//b1826//b3611//b3240//b4132//b3830//b2221//b2591//b4381//b1516//b4200//b2374//b1038//b3166//b0957//b3934//b2732//b3418//b1415//b0335//b4154//b4174//b3911//b0978//b2762//b3135//b3328//b0191//b2702//b4002//b1109//b3854//b2588//b4097//b2424//b4009//b3225//b4036//b1212//b2838//b3330//b0199//b4171//b0484//b3905//b3588//b3609//
CRP-cAMP_pos	b4265//b4193//b4406//b3321//b2942//b2722//b3214//b2702//b0754//b0349//b1111//b3321//b0337//b2367//b2531//b2076//b2208//b2711//b0776//b1211//b3025//b0805//b3213//b1796//b0110//b2866//b2430//b3766//b4010//b0179//b3829//b0182//b0331//b1302//b4416//b2143//b3161//b0341//b4237//b4209//b1241//b4123//b3605//b2368//b2560//b2727//b3521//b2803//b3669//b4309//b2805//b2992//b2199//b3480//b2421//b0341//b3227//b0759//b1622//b4326//b1002//b4197//b1112//b2417//b2205//b0894//b0622//b3528//b4698//b2666//b0935//b3224//b4010//b4151//b4092//b2741//b3166//b4120//ilvG_2//b3540//b1883//b0976//b0312//b1519//b3457//b1682//b2703//b0937//b1474//b3367//b2156//b0202//b0179//b1781//b2754//b0596//b4177//b1476//b0221//b3123//b1704//b0190//b3424//b2763//b0161//b2729//b0587//b1683//b4671//b2756//b1780//b2666//b1042//b0722//b3845//b4198//b2557//b2429//b1322//b2923//b2676//b3759//b0726//b3726//b4511//b3970//b0152//b3859//b0591//b1130//b1810//b0339//b3316//b2977//b0784//b2584//b2580//b1673//b0035//b4160//b2146//b1009//b1208//b3669//b0184//b1334//b4037//b2818//b2096//b2669//b0460//b3450//b2660//b3480//b0202//b4354//b2994//b1301//b0031//b2147//b3311//b2752//b4476//b4094//b1904//b2465//b0557//b2716//b4014//b3709//b0974//b2310//b2085//b1245//b0886//b4476//b1397//b2063//b3961//b1493//b1922//b4265//b3870//b4093//b3540//b3437//b0340//b2614//b4132//b3230//b2481//b2903//b0728//b3165//b2702//b1798//b1396//b3236//b0584//b2867//b0720//b2751//b3851//b3403//b2597//b3588//b4314//b0592//b0585//b4030//b3469//b0886//b1883//b0345//b4132//b4315//b2208//b1042//b0814//b2560//b4401//b3477//b4160//b1476//b3728//b0590//b3070//b1160//b2243//b1338//b3723//b0614//b2283//b4599//b2202//b1245//b0198//b3409//b3481//b0728//b4398//b0997//b3942//b3449//b3971//b3161//b2392//b2095//b3728//b3574//b2987//b1738//b3359//yegZ//b2977//b2469//b1622//b2607//b2280//b0314//b4097//b0167//b3333//b2965//b1616//b3701//b3853//b1587//b3426//b3125//b3544//b0114//b1223//b2557//b1390//b0353//b3416//b0895//b2673//b2557//b4133//b0463//b3480//b3161//b1797//b4198//b3455//b2297//b4132//b4291//b4209//b0602//b4450//b0080//b0241//b4004//b2763//b0676//b3404//b1023//b3038//b4054//b0352//b2342//b1207//b2729//b1907//b2980//b1615//b4450//b1011//b0778//b4322//b3394//b4355//b2764//b4671//b0679//b2430//b2997//b0814//b2962//b4309//b4200//b0388//b0677//b3207//b1500//b3604//b1042//b0460//b4567//b1264//b2393//b2215//b1672//b1321//b0616//b2425//b0575//b3328//b3276//b0785//b0606//b2406//b0756//b3403//b0679//b1514//b1515//b2764//b1781//b3171//b2676//b4292//b2198//b0957//b3568//b2732//b0557//b2708//b3700//b4013//b0726//b3510//b0996//b4101//b3702//b0583//b2557//b1654//b4068//b0179//b0334//b1512//b2313//b0734//b1920//b3359//b2163//b1244//b3026//b1712//b3758//b2488//b4324//b3168//b0063//b0037//b1706//b2965//b1129//b1009//b2913//b1548//b3721//b3565//b3438//b2838//b3831//yegZ//b0764//b3846//b1679//b2465//b3588//b4460//b0937//b1530//b0523//b0720//b4159//b3076//b0783//b1396//b4115//b1394//b1736//b2980//b0583//b0339//b4175//b2572//b2507//b3772//b0190//b2366//b2911//b2913//
ChbR-Monoacetylchitobiose-6P_neg	b3318//b0585//b1205//b3437//b2311//b3315//
ChbR-Monoacetylchitobiose-6P_pos	b4417//b2287//b3441//b1039//b2306//b3367//
CpxR-Phosphorylated_neg	b4079//b1735//b4266//b0683//b1299//b1002//b1654//b2991//b4266//b0574//b1022//b0384//b3126//b0397//b4367//b2937//b2212//b1261//b1514//b2607//b0199//b2392//b4240//sroD//
CpxR-Phosphorylated_pos	b3404//b0112//b4018//b2977//b3418//b1101//b4063//b1658//b1109//b0584//b2344//b0411//b1608//b0596//b1297//b4194//b0678//b0605//b0388//b1395//b2704//b0241//b0907//b2904//b2976//b1681//b2911//b1902//b2559//b1921//b3364//b3708//b2706//b2212//b1888//b2805//b1015//b4187//b2718//b0154//b3668//b4193//b3096//b4287//b4125//
CreB-Phosphorylated_neg	b4238//b0957//b4290//
CreB-Phosphorylated_pos	b1881//b0201//b1265//b3426//b1516//b3418//
CueR-Ag_neg	b2283//b1062//b2406//b4384//b3968//
CueR-Ag_pos	b2197//b4097//
CueR-Cu+_neg	b1922//b1298//b2374//b1302//b0201//
CueR-Cu+_pos	b2508//b2221//
CuerR-Au_neg	b1890//b0620//b4059//b3168//b3757//
CuerR-Au_pos	b4174//b1221//
CusR-Pasp_pos	b2729//b1719//b0820//b4097//b0953//b1212//b0615//b0896//b4383//b4233//b1211//b1474//
CynR-Cyanate_neg	b2912//
CynR-Cyanate_pos	b1719//b3911//b2732//
CysB-N-acetyl-L-serine_neg	b3423//b1814//b0805//b4092//b4322//b4471//b3038//
CysB-N-acetyl-L-serine_pos	b2715//b0346//b0784//b4151//b1796//b4195//b3469//b1746//b1781//b4291//b1656//b3222//b2976//b0574//b2712//b3564//b0605//b2078//b4317//b3868//b0995//b2497//b2916//
CysB-O-acetyl-L-serine_neg	b3724//b3863//b3325//b1041//b0440//b4599//b1889//
CysB-O-acetyl-L-serine_pos	b1902//b2482//b1613//b1589//b3708//b3093//b2913//b1296//b3037//b0726//b3709//b3911//b1532//b0814//b3036//b1973//b0972//b1884//b1429//b1890//b4076//b2552//b3091//b3572//
DcuR-Phosphorylated_pos	b0826//b4321//b3722//b2509//b0039//b2239//b2106//b3608//b2703//
DnaA-ATP_neg	b2490//b3604//b2600//b2424//b3569//b3610//b1905//b2923//b0331//b4417//b1817//
DnaA-ATP_pos	b1021//b3393//b4092//b2291//b2674//b0754//b4317//
DpiA-Pasp_neg	b2531//
DpiA-Pasp_pos	b3957//b1717//b0041//b3957//b1392//b2078//b2802//b0887//b0109//b1546//
DsdC-D-serine_neg	b1684//
DsdC-D-serine_pos	b0241//b3035//
EvgA-Phosphorylated_pos	b4092//b2508//b4476//b3748//b1264//b3093//b1222//b1682//b0428//b2721//b3335//b1109//b0777//b4099//b2671//
FNR-Fe_neg	b2464//b1287//b2406//b4355//b1210//b0205//b0202//b2203//b2717//b3766//b2147//b4592//b4132//b2224//b1608//b4354//b2730//b2916//b3722//b0031//efeU_2//b2278//b3604//b2715//b4122//b2732//b2093//b4663//b4016//b2573//b1548//b1247//b1715//b0928//b1715//b0153//b2601//b4016//b2222//b2500//b3071//b3214//b3571//b2147//b2286//b3166//b1394//b0221//b4037//b1211//b1247//b3241//b0112//b0872//b4382//b3477//b1225//b2719//b3260//b2375//b4171//b3321//b0036//b2552//b2201//b3318//b2560//b3564//b3572//b2724//b0113//b3167//b3670//b3116//b2976//b2529//b0344//b2674//b2148//b2705//b2149//b0411//b4037//b0063//b3806//b0758//b1276//b2283//b3869//b3320//b1265//b1036//b2957//b2342//b3666//b0337//b3912//b1212//b0553//b2196//b3688//b3366//b3072//b3367//b1859//b0597//b3456//b1022//b4171//b3321//b4059//b0575//b3830//b1256//b1684//b2662//b1211//b4506//b1747//b0151//
