#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b0398//b3864//
Ada-Methylated_pos	b0036//b1810//b3134//b3667//
AlaS-L-alanine_neg	b2484//
AllS-allantoin_pos	b0031//b3167//b0614//
AraC-L-arabinose_neg	b3363//b0676//b4037//b4123//b2199//b2560//b4000//b0682//
AraC-L-arabinose_pos	b1209//b1302//b4506//b3357//b1395//b2143//b0523//b3700//b0523//b1397//
ArcA-Phosphorylated_neg	b2551//b4139//b1265//b1023//b1222//b3093//b2194//b2297//b1394//b2371//b1781//b1492//b3601//b4010//b2223//b3393//b0330//b0063//b1704//b0441//b4309//b2143//b0389//b0384//b3231//b0039//b3688//b3925//b4203//b3751//b3049//b1012//b2741//b1476//b2202//b2078//b0336//b1810//b2802//b2146//b2927//b1532//b3863//b4068//b1264//b4124//b1717//b2531//b2662//b4467//b2727//b0727//b2617//b2207//b3008//b3424//b2224//b4311//b1612//b4111//b2669//b4138//b4006//b1021//b2508//b3721//b4367//b1548//b1859//b0764//b3942//b4006//b3213//b4006//b0337//b3568//b4266//b4073//b4241//b3328//b1385//b0460//b3970//b0040//b4401//b0515//b4138//b2600//b0729//b0365//b3413//b0724//b2068//b4174//b3528//b2231//b3728//b3868//b1043//b2309//b4254//b3312//b3530//b0571//b3096//b4381//b0605//b4599//b1211//b0683//b4392//b3540//b4318//b1889//b0782//b4151//b4291//b0585//b4193//b0484//b1516//b3393//b1851//b3853//b4293//b3666//b1882//
ArcA-Phosphorylated_pos	b2197//b3934//b1395//b3530//b1499//b2801//b2107//b0755//b0775//b2074//b0154//b2673//b2756//b3116//b4004//b0161//b3724//b0368//b1973//b3669//b2296//b1265//b2727//b1245//b3113//b0895//b2992//b2415//b0584//b2365//b1211//b3335//b0191//b3225//b2076//b0935//b1036//b4129//b3941//b1589//b1669//b3863//b1683//b2240//b4669//b1744//b2096//b0197//b3852//b1263//b0110//b1907//b3543//b1886//b1385//b3236//b4354//b3091//
ArgP-L-arginine_neg	b2465//
ArgP-L-arginine_pos	b1336//b3478//b3903//b2281//b1136//b3609//b3332//b3530//b0681//b4004//b1023//b2428//b1521//b1130//b0399//
ArgR-L-arginine_neg	b2076//b3356//b2697//b1921//b3478//b1136//b2279//b2754//b4129//b2742//b2492//b4067//b1970//b2763//b1205//b4324//b2311//b2481//b1497//b1851//b3326//b0398//b0517//b1737//b1704//b3868//b0616//b2163//b2804//b3457//b4054//b4699//phnE_2//b4268//
