#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b4321//b4705//
Ada-Methylated_pos	b3750//b2369//b4416//b3451//
AlaS-L-alanine_neg	b4098//
AllS-allantoin_pos	b2223//b1252//b2369//
AraC-L-arabinose_neg	b3855//b2559//b3224//b2666//b2469//b1338//b3671//b2393//
AraC-L-arabinose_pos	b3604//b1528//b2588//b3118//b1681//b0429//b3860//b3960//b1212//b3572//
ArcA-Phosphorylated_neg	b4705//b1182//b2240//b4239//b4637//b0346//b2163//b3852//b3616//b1818//b1210//b2076//b3569//b2498//b1210//b2707//b4097//b0896//b1905//b3528//b2148//b4699//b3859//b1717//b2371//b0675//b0729//b2530//b0343//b4203//b4321//b0721//b1040//b4063//b3723//b4439//b2675//b3853//b0996//b4015//b0296//b1608//b3207//b1205//b0683//b2481//b3479//b2943//b0111//b0615//b0429//b2500//b1297//b1390//b4169//b0996//b4092//b4153//b0722//b0429//b1548//b4171//b1805//b3521//b2469//b1498//b2726//b2608//b3759//b2987//efeU_2//b2416//b3092//b3429//b0895//b3207//b2980//b0935//b4249//b2535//b3036//b3404//b2764//b3265//b0112//b0114//b1738//b0583//b1658//b3037//b3728//b2208//b1615//b3393//b3241//b2671//b2143//b1182//phnE_2//b1275//b1111//b1819//b2757//b3167//b4381//b3749//b3237//b1988//b2171//b4097//b3365//b0337//b2414//b0036//b0063//b0181//b3319//b0205//b2840//b4070//b4068//b3541//b2344//b1190//b0429//b1887//b2608//
ArcA-Phosphorylated_pos	b1537//b4381//b2763//b2712//b2470//b1826//b0177//b2311//b2702//b0676//b2583//b2092//b1670//b1022//b0591//b3326//b0450//b2601//b4506//b3456//b3845//b4035//b3457//b3277//b4315//b4239//b4197//b2799//b0344//b2764//b1738//b0976//b3325//b4119//b3528//b1716//b2308//b4167//b0575//b2757//b3231//b1819//b0353//b0166//b4293//b2990//b3846//b1884//b0336//b1548//b1609//b4663//b2407//b1225//b2488//b1852//b2995//b4152//
ArgP-L-arginine_neg	b3394//
ArgP-L-arginine_pos	b0378//b2093//b1387//b4567//b4005//b0975//b0463//b0996//b3076//b0874//b4506//b3357//b0571//b3708//b3940//
ArgR-L-arginine_neg	b0733//b1718//b1499//b4699//b4101//b3751//b2742//b0781//b1287//b3426//b3356//b2580//b1597//b1039//b4506//b3845//b2601//b2492//b4511//b2764//b0344//b2279//b3321//yegZ//b4663//b0904//b3428//b3168//b2195//b1111//b1297//b1655//sroD//b3368//
ArgR-L-arginine_pos	b1719//b4014//b4460//b2912//b3169//
AtoC-phosphorylated_pos	b3670//b2732//b1704//b1735//
BaeR-Phosphorylated_pos	b0384//b4132//b4033//b1388//b3319//b3904//b0775//b4567//
BirA-bio-5-AMP_neg	b3566//b1043//b1212//b0336//b0342//
CRP-cAMP_neg	b0996//b0338//b4018//b3773//b0720//b0109//b0440//b4033//b3603//b3404//b0619//b2470//b3334//b3859//b1597//b0043//b2712//b4467//b0150//b1546//b0979//b2852//b2713//b3071//b3328//b4401//b1301//b2666//b0403//b1334//b2288//b4168//b0722//b2232//b1781//b0043//b4324//b4106//b0557//b4172//b0584//b2206//b0585//b3261//b1261//b1498//b0177//b3726//b4034//b1394//b3806//b3207//b1704//b1987//b0389//b4313//b3127//b0723//b1379//b4203//b3672//sroD//b0953//b2489//b2284//b4159//b3604//b0343//b3214//b3275//b0765//b0677//b1901//b3313//b2923//b2428//b1704//b2503//b3571//b2741//b1160//b4168//b2591//b0366//b2962//b3456//b2751//b2203//b3363//b3038//b4326//b0586//b2840//b4059//b1587//b3227//b1393//b3770//b4592//b1226//b3223//b0337//b1492//b3430//b1810//b3668//b4008//b0931//b1101//b4151//b3393//b0721//b3037//b0594//b3604//b4035//b4005//b1010//b0042//b2993//b0150//b1810//b2234//b2464//b2718//b0106//b0296//b4705//b3702//b2202//b0183//b4138//b4317//
