#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b3939//b3907//
Ada-Methylated_pos	b4326//b3709//b3610//b0179//
AlaS-L-alanine_neg	b0675//
AllS-allantoin_pos	b2239//b4326//b0724//
AraC-L-arabinose_neg	b3530//b4177//b3423//b1256//b1037//b0997//b3319//b0123//
AraC-L-arabinose_pos	b0873//b0462//b4100//b1673//b0366//b1782//b1299//b0827//b2425//b4451//
ArcA-Phosphorylated_neg	b3456//b2068//b3904//b0184//b0064//b1209//b3275//b2674//b4010//b4170//b0080//b1379//b4030//b3330//b1429//b2421//b4100//b1264//b3363//b1713//b2732//yegZ//b4071//b1521//b0903//b4105//b0153//b4120//b1608//b0396//b1387//b1501//b0812//b0152//b1015//b3911//b4170//b2374//b3135//b2905//b2096//b3774//b0980//b3366//b1389//b3773//b2964//b1672//b1210//b3854//b4266//b0586//b2674//b1287//b3410//b3702//b1337//b3510//b4193//b1207//b4005//b3458//b2107//b1042//b3276//b1221//b2222//b0589//b2490//b2597//b3072//b0484//b0571//b1301//b3781//b0820//b2156//b3611//b2151//b4663//b3076//b4355//b3960//b0907//b0777//b3748//b1131//b3092//b0156//b4291//b4167//b3395//b1297//b3851//b0441//b1321//b2759//b1225//b2223//b4068//b4311//b1748//b0904//b1609//b0181//b1673//b3172//b3441//b1036//b2369//b0590//b4123//b1718//b2990//b3456//b3405//b1039//b4249//b4152//b0679//b2731//b2429//b4018//b2415//b0343//b1500//b2369//
ArcA-Phosphorylated_pos	b0978//b0043//b0337//b0114//b2416//b0679//b1672//b3938//b3260//b4240//b4154//b2207//b1296//b4239//b1182//b4122//b2151//b0399//b1220//b3393//b3611//b2152//b1391//b4382//b2597//b2029//b1272//b0340//b3441//b1210//b0974//b0583//b4209//b3096//b1008//b2675//b4005//b3846//b3700//b4074//b3081//b0061//b3907//b4393//b0377//b2755//b4506//b3081//b1208//b4003//b3214//b0048//b2840//b2342//b0980//b0331//b0460//b2285//
ArgP-L-arginine_neg	b3566//
ArgP-L-arginine_pos	b3225//b2198//b1885//b3359//b0353//b0441//b1160//b3072//b0805//b0937//b3702//b2091//b2617//b3093//b0979//
ArgR-L-arginine_neg	b1396//b0620//b1041//b0429//b4383//b0189//b2285//b1673//b3708//b0782//b2964//b0616//b1683//b1672//b2490//b1300//b2282//b0936//b4203//b2203//b2155//b1717//b0296//b4663//b0199//b2429//b1474//b0451//b2423//b0353//b0861//b1493//b1338//b2720//
ArgR-L-arginine_pos	b4133//b1501//b2507//b2208//b4502//
AtoC-phosphorylated_pos	b0429//b1212//b3911//b2617//
BaeR-Phosphorylated_pos	b0313//b2486//b4406//b1717//b0615//b3912//b2093//b2721//
BirA-bio-5-AMP_neg	b1641//b1591//b0613//b4381//b1521//
CRP-cAMP_neg	b0115//b1743//b0585//b2487//b1826//b3008//b3846//b1588//b0350//b1781//b4030//b2674//b3461//b0035//b4237//b4288//b4030//b1684//b1512//b0620//b0596//b4670//b2313//b4036//b1743//b0313//b0720//b4076//b0586//b0997//b4139//b3316//b1670//b3726//b0199//b4062//b0863//b0184//b1513//b1387//b3493//b4120//b1043//b1805//b3601//b1243//b1591//b2666//b1737//b1674//b4699//b1297//b4320//b3617//b3611//b4054//b1528//b1716//b3852//b2663//b2991//b4071//b3008//b0189//b0820//b1818//b0440//b4316//b0995//b2306//b4669//b0331//b1887//b2963//b1674//b3543//b4417//b0759//b4074//b3939//b4019//b0110//b1779//b0872//b1395//b3906//b3161//b0273//b4288//b1394//b0860//b0296//b1530//b0190//b1922//b3133//b4201//b0757//b4323//b2607//b2422//b0724//b1222//b1907//b0240//b2290//b0116//b2801//b2608//b4124//b0484//b1263//b4118//b1885//b0682//b0722//b1718//b4032//b3958//b4098//b2553//b1530//b0970//b1246//b4322//b0062//b0935//b2487//b0590//b2531//b1132//b1207//b0597//
