#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b2277//b3670//
Ada-Methylated_pos	b0462//b4238//b1039//b2903//
AlaS-L-alanine_neg	b3605//
AllS-allantoin_pos	b2240//b3416//b4003//
AraC-L-arabinose_neg	b0044//b4311//b1535//b4032//b3493//b1127//b3961//b0617//
AraC-L-arabinose_pos	b3721//b0598//b0678//b3724//b4105//b2483//b3759//b4239//b1407//b0683//
ArcA-Phosphorylated_neg	b2601//b4705//b1323//b4006//b2726//b2364//b4249//b2279//b3603//b3480//b2911//b0995//b0166//b0522//b0036//b3224//b0199//b1814//b0934//b3265//b0337//b2943//b2342//b2608//b4198//b2285//b0034//b1513//b1735//b1680//b2730//b2977//b2483//b3671//b1672//b1501//b2551//b2484//b3851//b1062//b2705//b3478//b0352//b0586//b0377//ilvG_2//b1512//b3588//b2306//b1670//b2106//b2943//b3095//b0585//b4293//b3868//b3116//b4036//b1296//b2607//b2091//b1621//b2590//b2508//b0347//b2801//b3026//b0428//b0721//b1338//b1780//b1335//b0934//b3243//b2961//b3724//b1656//b3356//b4663//b3611//b2202//b2095//b2197//b4309//b1532//b0062//b4637//b3868//b4096//b0331//b3700//b1475//b2551//b0125//b0036//b0153//b1397//b4400//b0937//b0863//b0589//b1210//b2423//b0061//b2719//b2993//b3544//b0605//b0864//b1398//b3568//b3668//b2991//b3359//b1389//b2712//b4698//b0959//b0166//b3366//b3511//b3509//b2076//b2231//b1272//b3117//b2729//
ArcA-Phosphorylated_pos	b2406//b1006//b1009//b3708//b1821//b0777//b2583//b2675//b0181//b1395//b4311//b1713//b3599//b4702//b1264//b1263//b2991//b2750//b2503//b4006//b2726//b3672//b2155//b2204//b2482//b1387//b0591//b2730//b4254//b0675//b3452//b3455//b3588//b4032//b2481//b4069//b3168//b4451//b4138//b2417//b1920//b2163//b4450//b0598//b2867//b1224//b2309//b2590//b3095//b0397//b3610//b2977//b1298//b3510//b4069//b3672//b4450//b3231//
ArgP-L-arginine_neg	b3672//
ArgP-L-arginine_pos	b3326//b2535//b0390//b2422//b0812//b0181//b2994//b3392//b2221//b0908//b3748//b2995//b4289//b3166//b4018//
ArgR-L-arginine_neg	b1036//b2074//b3425//b1852//b4098//b2063//b4034//b1747//b2663//b1904//b0451//b3114//b2754//b2706//b2424//b3428//b4000//b1101//b2296//b2465//b1521//b3855//b4468//b3441//b4014//b4406//b1002//b0343//b3026//b1704//b2068//b3957//b0334//b2715//
ArgR-L-arginine_pos	b2206//b3077//b2296//b1733//b2487//
AtoC-phosphorylated_pos	b0180//b2673//b3409//b4018//
BaeR-Phosphorylated_pos	b1190//b2465//b3968//b2709//b3669//b3037//b3902//b2942//
BirA-bio-5-AMP_neg	b1227//b3335//b4034//b3319//b4320//
CRP-cAMP_neg	b3225//b3212//b2470//b3231//b1704//b0432//b3854//b3757//b2497//b0199//b4003//b3049//b2994//b2867//b0565//b3418//b0589//b1182//b1907//b3240//b0114//b0522//b3870//b2096//b0348//b1212//b3240//b2282//b3724//b3403//b1515//b3868//b0895//b1261//b3615//b3214//b3272//b3405//b1006//b3942//b3395//b2711//b1715//b4030//b2285//b3845//b2803//b3903//b4383//b0207//b3609//b3939//b1015//b3321//b0461//b3831//b3426//b3277//b0440//b3480//b2464//b1821//b1907//b0572//b3603//b0383//b2422//b0820//b3274//b3333//b2759//b1429//b1881//b0724//b4039//b3161//b0462//b4471//b4063//b3026//b0109//b1393//b2078//b3971//b2607//b2364//b4400//b3207//b1260//b1858//b3806//b4019//b1515//b1641//b4266//b3846//b4242//b2146//b2801//b0874//b4196//b3571//b2711//b0189//b0595//b0240//b0936//b3452//b1287//b3326//b3671//b4106//b3940//b2609//b2600//b4174//b0110//b3723//b1857//b1264//b2722//b2416//b2206//b0296//b3170//b2818//b3231//b0398//b2503//b0585//b2497//b2923//b3907//
CRP-cAMP_pos	b0344//b3528//ilvG_2//b1706//b3275//b4173//b2661//b0150//b0154//b3328//b3806//b0812//b0048//b3132//b2991//b2708//b1321//b4106//b0109//b3275//b0411//b2290//b4264//b2961//b2552//b2553//b1379//b1673//b3413//b2675//b2913//b2342//b2925//b4471//b0111//b1011//b3751//b2223//b3428//b0935//b3095//yegZ//b3096//b0400//b1796//b0241//b0432//b1394//b1302//b4018//b2232//b1189//b2754//b0723//b2841//b2287//b3927//b1732//b0064//b0335//b4132//b4290//b4096//b0184//b1287//b1272//b0342//b1007//b3480//b2368//b0180//b4129//b0618//b2990//b1884//b3604//b2976//b2762//b0675//b1521//b0598//b3423//b2483//b2868//b3135//b2722//b4070//b1970//b0557//b4115//b1609//b0161//b0338//b2926//b2341//b1160//b2588//b3123//b4401//b2199//b1499//b0784//b0756//b3476//b0124//b3403//b1988//b0039//b0161//b2724//b0125//b4058//b2580//b1922//b1493//b3617//b2662//b3212//b3958//b0031//b4309//b3025//b0757//b1397//b2371//b3702//b1519//b3925//b1388//b1131//b2927//b1680//b1493//b1617//b0042//b0118//b4035//b1890//b3171//b1008//b1715//b0107//b3076//b4400//b3096//b0819//b3828//b1023//b3588//b3314//b2486//b0756//b0344//b4376//b4039//b2760//b2674//b0755//b0720//b3700//b0862//b1429//b3426//b1761//b2094//b1616//b1734//b4008//b3971//b1920//b0727//b1002//b0192//b1474//b2663//b2075//b0872//b0684//b1476//b2465//b2557//b4119//b2938//b3510//b1109//b4005//b3600//b1612//b1501//b4133//b0180//b3845//b2987//b0314//b3530//b3328//b3117//b4030//b4151//b2085//b4172//b0676//b0615//b1297//b2715//b3166//b4101//b2528//b2757//b3601//b4209//b3123//b1781//b1781//b2993//b0784//b2676//b3758//b3035//b0827//b0048//b0063//b3603//b2661//b4063//b0596//b3394//b2372//b4018//b3727//b0887//b1500//b4511//b3170//b2757//b3321//b1390//b3123//b4287//b4002//b2904//b3164//b0864//b0980//b4198//b3317//b2203//b3725//b2717//b1385//b2551//b2911//b1493//b1109//b4070//b2925//b0972//b2579//b2719//b0202//b4320//b1335//b2730//b0347//b1612//b4237//b2710//b4172//b0342//b1886//b0167//b1396//b0734//b4400//b3037//b2554//b2197//b0346//b4326//b3116//b4476//b0584//b3726//b2804//b4567//b2750//b4202//b1810//b4106//b4320//b3225//b3870//b1616//b2308//b4132//b4072//b0733//b2802//b2372//b2096//b1334//b1129//b4093//b1385//b0314//b2416//b2607//b1521//b4468//b3533//b3169//b4062//b1532//b4438//b0367//b3432//b2713//b0350//b4094//b2905//b1243//b4159//b2309//b2373//b4040//b2702//b0619//b4441//b4203//b2805//b4663//b4009//b2308//b3117//b0150//b2297//b2509//b3266//b1392//b4264//b4702//b3851//b3038//b1321//b2994//b3091//b3521//b0313//b2987//b3969//b0516//b3721//b1798//b2750//b4213//b1012//b4511//b0785//b4030//b3781//b2903//b0389//b0873//b0820//b3363//b3035//b1907//b2676//b2279//b2804//b0755//b2579//b1987//b2702//b1220//b0113//b1296//b0759//b1132//b0614//b1796//b4397//b2937//b0616//b0621//b1810//b3417//b0450//b3227//b1826//b3167//b0037//b1336//b2509//b2725//b3166//b3934//b1497//b0311//b3403//b0368//b2722//b0344//b3568//b2991//b3274//b2281//b2708//b2589//b4068//b3541//b3005//b3076//b1415//b0110//b3721//b3125//b4102//b4393//b2407//b1388//b2803//b0623//b0755//b1392//b0203//b2704//b2503//b4040//
ChbR-Monoacetylchitobiose-6P_neg	b3725//b3278//b3770//b1298//b1747//b0827//
ChbR-Monoacetylchitobiose-6P_pos	b4398//b2702//b1886//b0621//b3134//b4015//
CpxR-Phosphorylated_neg	b0183//b0484//b3939//b0880//b4203//b2415//b4106//b3324//b4198//b3532//b3669//b2143//b1922//b4014//b1683//b1276//b3025//b0240//b3753//b0366//b0820//b3395//b1532//b4705//
CpxR-Phosphorylated_pos	b1746//b3859//b2553//b0617//b4441//b1738//b2307//b4170//b3725//b3237//b1211//b1714//b1611//b2288//b2703//b2367//b1516//b1513//b2671//b0190//b1252//b3077//b0207//b2375//b3604//b1819//b2721//b1594//b3846//b3334//b0570//b0037//b4000//b0166//b2205//b0861//b0337//b0997//b4267//b3854//b3851//b2310//b3417//b3864//b3115//
CreB-Phosphorylated_neg	b3394//b3770//b0678//
CreB-Phosphorylated_pos	b0366//b3429//b3851//b3169//b3604//b3070//
CueR-Ag_neg	b1021//b2204//b1612//b1226//b0177//
CueR-Ag_pos	b2152//b0331//
CueR-Cu+_neg	b2606//b2913//b4073//b1265//b3508//
CueR-Cu+_pos	b4320//b2240//
CuerR-Au_neg	b0860//b0339//b0397//b1704//b2557//
CuerR-Au_pos	b2606//b2291//
CusR-Pasp_pos	b3830//b3115//b3530//b2750//b2760//b2903//b3748//b0945//b3759//b2583//b3410//b1208//
CynR-Cyanate_neg	b2662//
CynR-Cyanate_pos	b4288//b2800//b2724//
CysB-N-acetyl-L-serine_neg	b0080//b1429//b0125//b3320//b1712//b1394//b1245//
CysB-N-acetyl-L-serine_pos	b3214//b4119//b2150//b4417//b4567//b3907//b2727//b1296//b1037//b2591//b3957//b2285//b4175//b3968//b2676//b0934//b2573//b2570//b3425//b0116//b0167//b1252//b2756//
CysB-O-acetyl-L-serine_neg	b4384//b1521//b3864//b3926//b2702//b1210//b4153//
CysB-O-acetyl-L-serine_pos	b2367//b2802//b0574//b2290//b2223//b1846//b0403//b3212//b4123//b2660//b3008//b2557//b1043//b4393//b4096//b0064//b0180//b3709//b2976//b4170//b1337//b0936//b0397//b4699//
DcuR-Phosphorylated_pos	b0156//b2374//b3511//b1921//b3117//b0826//b1429//b0765//b4173//
DnaA-ATP_neg	b2606//b4120//b0975//b2107//b0034//b3707//b2149//b4265//b2306//b3700//b1515//
DnaA-ATP_pos	b2711//b2215//b0041//b0108//b0048//b3260//b3070//
DpiA-Pasp_neg	b0722//
DpiA-Pasp_pos	b0997//b2276//b0179//b0889//b3320//b2926//b2938//b2728//b0041//b2803//
DsdC-D-serine_neg	b0929//
DsdC-D-serine_pos	b0979//b2205//
EvgA-Phosphorylated_pos	b0726//b4168//b4441//b3708//b0979//b4354//b2492//b0064//b3116//b0775//b0440//b1818//b4133//b2344//b3722//
FNR-Fe_neg	b2364//b2092//b0038//b2236//b3277//b3077//b3941//b1846//b3415//b1900//b0190//b0041//b2310//b4193//b1246//b3273//b0754//b4105//b0728//b3774//b3688//b4034//b0723//b4698//b2589//b1384//b0368//b4018//b0904//b1881//b1247//b3846//b3081//b0353//b0311//b3568//b0894//b2957//b3392//b2280//b3531//b0179//b4287//b3480//b3418//b0397//b1673//b4002//b4392//b2423//b1011//b3327//b4170//b3572//ilvG_2//b2529//b4174//b4416//b2342//b0031//b3275//b0166//b3367//b1389//b0343//b2711//b3829//b2499//b0190//b1810//b1398//b1113//b3542//b0584//b1608//b2707//b2240//b1391//b0156//b4592//b1276//b0411//b0571//b2937//b3418//b4398//b2194//b0783//b1023//b2484//b3781//b1737//b2804//b1042//b0180//b2591//b3569//b2709//b0035//b1922//b2311//b0161//b0592//b2659//b2465//b4009//b0757//b4175//b1492//b1857//b0042//b1621//b4097//b0156//b1782//b2414//b1336//b0598//b3608//b0887//
FNR-Fe_pos	b2151//b4426//b0240//b1010//b0345//b4138//b2676//b3166//b1718//b3277//b2720//b3476//b2498//b4705//b3605//b1205//b1252//b0681//b2722//b2417//b4037//b2757//b2415//b0156//b1719//b2751//b2724//b4168//b1540//b4105//b3118//b1613//b0874//b0873//b0522//b1182//b0344//b2742//b4196//b2224//b2206//b4160//b0296//b3863//b3116//b2560//b3359//b1389//b0606//b2094//b3311//b1588//b3076//b1518//b1905//b2757//b1516//b4167//b3329//b0032//b2997//b1513//b2490//b3925//b2710//b4069//b4009//b3599//b3417//b1388//b2996//b3115//b1744//b3277//b2723//b4441//b1272//b1497//b0033//b1009//b1528//b2507//b2570//b1901//b0975//b0197//b2077//b0812//b0516//b0180//b4313//b0516//b1392//b2093//b4397//b2312//b1300//b1038//b0894//b0587//b2213//b3959//b1415//b3278//b1540//b0975//b0606//b0031//b4094//b3081//b0031//b0553//b3134//b3329//b3469//b4099//b2152//b0617//b4124//b0778//b2755//b3164//b0980//b1492//b0400//b2240//b3533//b3330//b2590//b1300//b0201//b3565//b0675//b1886//b2077//b3611//b1260//b2557//b2203//b0273//b4293//b0125//b0240//b0346//b4320//b0721//b4669//b3223//b3521//b4096//b0721//b2206//efeU_2//b2415//b3864//b1531//b2942//b2728//b3261//b2009//b0675//b0403//b1732//b3451//b1746//b4093//b2204//b4239//b3452//b0616//b4100//b0880//b0889//b0197//b1715//b4320//b0774//b2498//b3313//b2805//b2755//b0484//b3615//b0330//b0033//b1591//b1982//b4450//b3806//b0863//b1396//b0908//b3774//b3095//b1297//b2029//b4397//b4072//b3164//b0077//b1717//b2987//
FhlA-Formate_pos	b4292//b3721//b3859//b3774//b2800//b2927//b2291//b1335//b2365//b1337//b3452//b1500//b4384//b4393//b2421//b2957//b1641//b4476//b2476//b3428//b1616//b3668//b2905//b4203//b2278//b2296//b4241//b2662//b2916//b1511//
FucR-L-fuculose-1-phosphate_pos	b1136//b0597//b2149//b4315//b4310//b3424//b0312//
Fur-Fe2+_neg	b0976//b4072//b1338//b2840//b2609//b2407//b0340//b4003//efeU_2//b2718//b2659//b2573//b1513//b4132//b3026//b1590//b3325//b0398//b4400//b0341//b4194//b0042//b4094//b2503//b1519//b1388//b4506//b2422//b1537//b1393//b0886//b4354//b3772//b1384//b4441//b3771//b1395//b2713//b0584//b1973//b3403//b0041//b3449//b2725//b3133//b4239//b1038//b0125//b2754//b0979//b1973//b3851//b3934//b0399//sroD//b0889//b0998//b1530//b2198//b4035//b3408//b2583//b0335//b1737//b4059//b4054//b2231//b4323//b3666//b0896//b1101//b0428//b2313//b4290//b2987//b3806//b3543//b2373//b1022//b2009//b0351//b0618//b2609//b2732//b4123//b1127//b0590//b2804//b3425//b3543//b1531//b3331//b1511//b4439//b2204//b2630//b0586//b3005//b1622//b3533//b2163//b0041//b0348//b0759//b2991//b2993//b2465//b0727//b1430//b0199//b0874//b0463//b0574//b2310//b2486//b1609//b0565//b1761//b4111//b3508//b1615//b2975//b2232//b2198//
Fur-Fe2+_pos	b4323//b2702//b1615//b1252//b2344//b1302//b1338//b1719//b1182//b4035//b0184//b4311//b0573//b0154//b3273//b2804//b2489//b0033//b4118//b4268//b0341//b3759//b1821//b2469//b4139//
