#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b1207//b3317//
Ada-Methylated_pos	b3236//b0337//b0980//b0182//
AlaS-L-alanine_neg	b1745//
AllS-allantoin_pos	b4383//b1040//b0864//
AraC-L-arabinose_neg	b3124//b3903//b2579//b4267//b1040//b0063//b0184//b0606//
AraC-L-arabinose_pos	b4201//b2704//b1430//b4310//b0116//b1814//b4400//b3453//b1260//b0352//
ArcA-Phosphorylated_neg	b2607//b3610//b0776//b3708//b0168//b3165//b2078//b2213//b0907//b0872//b0598//b2078//b4138//b0115//b2309//b2280//b0957//b1297//b0240//b3318//b2584//b2211//b2697//b2421//b1819//b2818//b0106//b3324//b4168//b0366//b1207//b1890//b3781//b0864//b3934//b2591//b0033//b0241//b3846//b2147//b3416//b1670//b4005//b2728//b1244//b0377//b0880//b3854//b0337//b4289//b4104//b3161//b3092//b2146//b0484//b0591//b1391//b0331//b3476//b0377//b3610//b2803//b3328//b0109//b3366//b0115//b3231//b2552//b3709//b1101//b3359//b4016//b0776//b0388//b2232//ilvG_2//b2963//b3451//b1037//b2148//b4292//b2392//b1042//b0032//b3969//b2957//b0339//b3908//b2631//b2673//b3508//b1136//b3567//b1982//b2725//b1851//b1859//b3275//b1207//b3317//b2584//b1530//b0970//b0557//b1211//b0586//b0677//b2146//b2366//b0124//b3328//b0178//b4171//b2903//b2995//b0895//b1335//b2171//b2802//b1588//b3452//b1385//b0348//b4671//b4267//b3616//b4139//
ArcA-Phosphorylated_pos	b2428//b4173//b0178//b1012//b3781//b0935//b3542//b3806//b4033//b4382//b3127//b1588//b1338//b3957//b2553//b4036//b1530//b1337//b3864//b4067//b3939//b0403//b0908//b0341//b2715//b1415//b3508//b3860//b2726//b0592//b2276//b2675//b3773//b0676//b2591//b2713//b1127//b2424//b2804//b4354//b1212//b2374//b3904//b1736//b3057//b1335//b1113//b1020//b1779//b1321//b0383//b3774//b3724//b3171//b4024//b2235//b1719//b0572//
ArgP-L-arginine_neg	b2094//
ArgP-L-arginine_pos	b2490//b1670//b4129//b4193//ilvG_1//b0517//b2311//b0820//b2211//b1670//b4111//b4567//b1262//b1393//b1244//
ArgR-L-arginine_neg	b2728//b1620//b2927//b2589//b0150//b0352//b2364//b1817//b4319//b3671//b1888//b0565//b1037//b3671//b1609//b4122//b3222//b4321//b0108//b3461//b0886//b2151//b2571//b3071//b1901//b1735//b2905//b1043//b0615//b4024//b4381//b4292//b2202//b3114//
