#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b0814//b3493//
Ada-Methylated_pos	b0957//b4171//b2975//b4115//
AlaS-L-alanine_neg	b4170//
AllS-allantoin_pos	b1540//b0827//b0763//
AraC-L-arabinose_neg	b2148//b3241//b3970//b1858//b2990//b2029//b1011//b0860//
AraC-L-arabinose_pos	b0776//b1892//b2662//b0814//b2392//b4063//b0180//b2631//b3452//b3071//
ArcA-Phosphorylated_neg	b0337//b3599//b2242//b3242//b0621//b4093//b0383//b3870//b1336//b4019//b2721//b2912//b0106//b4467//b0618//b1826//b1393//b2979//b0383//b3161//b1970//b0759//b0894//b4187//b0584//b2195//b2421//b3214//b3942//b1302//b3600//b0755//b2077//b2663//b2961//b3240//b4169//b1038//b2148//b3171//b0346//b3870//b4468//b0383//b3453//b3723//b1022//b4198//b0975//b4399//b0584//b3318//b0522//b0432//b4670//b4699//b1265//b0061//b4093//b3332//b0726//b1850//b0189//b0151//b3359//b1904//b4254//b1547//b0342//b0080//b1225//b3617//b4238//b0034//b0182//b3227//b3912//b2369//b3461//b3438//b1211//b0063//b2763//b4292//b0929//b4014//b2393//b2204//b3365//b3609//b3006//b3430//b2990//b3231//b0754//b1500//b3831//b2278//b4018//b2091//b2422//b1594//b1901//b0336//b4438//b4354//b2464//b0908//b4354//b0312//b3037//b2557//b3456//b0484//b2508//b3542//b0241//b2903//b4471//b0038//b1594//b2631//b4040//b3240//b3164//b1390//b1733//
ArcA-Phosphorylated_pos	b4311//b2530//b0588//b2308//b2609//b0522//b0515//b4265//b4122//b4311//b4105//b2852//b1714//b2726//b0167//b3748//b2464//b4242//b4058//b3968//b4467//b0574//b0314//b3480//b3723//b1208//b1884//b2029//efeU_2//b0110//b3532//b3424//b1512//b4468//b3458//b2507//b1821//b2673//b2096//b0776//b0179//b1042//b0754//b0312//b2470//b2762//b1024//b2927//b0350//b1042//b2423//b0431//b2838//b0619//b3332//b2490//b2987//b3403//
ArgP-L-arginine_neg	b1780//
ArgP-L-arginine_pos	b2661//b0573//b2146//b4240//b2802//b2509//b3451//b0874//b3749//b3771//b0872//b4431//b1113//b4663//b3118//
ArgR-L-arginine_neg	b2235//b4063//b2557//b1738//b1889//b0115//b3319//b4265//b1275//b3006//b3170//b0977//b3758//b1062//b4471//b0107//b3728//b3394//b3167//b2818//b2063//b1716//b1127//b4198//b4324//b1224//b1616//b3961//b2481//b1655//b1243//b4506//b0062//b0819//
ArgR-L-arginine_pos	b1062//b3333//b0125//b0108//b3231//
AtoC-phosphorylated_pos	b4322//b3531//b2147//b0037//
BaeR-Phosphorylated_pos	b2852//b4013//b4213//b3781//b1743//b3312//b0886//b1858//
BirA-bio-5-AMP_neg	b3912//b1010//b3688//b1263//b2528//
CRP-cAMP_neg	b4313//b3564//b1415//b1743//b0451//b1132//b0872//b3902//b3222//b4008//b0398//b0597//b3429//b2799//b1973//b2719//b2572//b0598//b2630//b3726//b1622//b0339//b0812//b2171//b1127//b1805//b3417//b3117//b3115//b0886//b4254//b0574//b3724//b2925//b1885//b3450//b1395//b0887//b0240//b1620//b4019//b2724//b3479//b3604//b3774//b3758//b1671//b2559//b1262//b2552//b3510//b3753//b4705//b0814//b0342//b2369//b3026//b1850//b3275//b4167//b0440//b3025//b2554//b2223//b2375//b1680//b3460//b4322//b1225//b4101//b0683//b2717//b0048//b4323//b2429//b4321//b4132//b0970//b1297//b2709//b2608//b2236//b0337//b2630//b4168//b0313//b4009//phnE_2//b3395//b1302//b3479//b4010//b2308//b2803//b1038//b0110//b3568//b4239//b1905//b0785//b3723//b0191//b2757//b1537//b4099//b1748//b3669//b0389//b0777//b0616//b0221//b0684//b2801//b1392//b1796//b4154//b2729//b1531//b2280//b1263//b4203//b4035//b3544//b4133//b2964//b3273//b0032//b4013//b4100//b3213//b0337//b0613//b2406//
