#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b0759//b2609//
Ada-Methylated_pos	b0398//b3222//b3006//b3860//
AlaS-L-alanine_neg	b0031//
AllS-allantoin_pos	b2751//b3118//b0681//
AraC-L-arabinose_neg	b1613//b3588//b1190//b3479//b3829//b2280//b3569//b0077//
AraC-L-arabinose_pos	b0936//b0676//b0336//b0594//b2428//b3429//b1011//b3321//b0571//b0118//
ArcA-Phosphorylated_neg	b4198//b4173//b3728//b0678//b1746//b2980//b0733//b3476//b0397//b1883//b1039//b3096//b0573//b3260//b1287//b4196//b2149//b2366//b3860//b2723//b1900//b4033//b4058//phnE_2//b3970//b4030//b3408//b0039//b0031//b3276//b3095//b3414//b4468//b2093//b2489//b1224//b4129//b4129//b2212//b3531//b0063//b3327//b3772//b2372//ilvG_1//b1736//b3318//b0896//b4106//b3394//ilvG_2//b4125//b1009//b3333//b4040//b2803//b1407//b2286//b3479//b0197//b3726//b3726//b3569//b2291//b0339//b1900//b3728//b0929//b3725//b4670//b1681//b0970//b3708//b3970//b2422//b2994//b0116//b0189//b1921//b3616//b3404//b3604//b3230//b4290//b2724//b0312//b0167//b2702//b0826//b1247//b0351//b4209//b2757//b1826//b2029//b3312//b2198//b2964//b3912//b2669//b1390//b2464//b0313//b3938//b2717//b1588//b0589//b3057//b1988//b4119//b1384//b3071//b0342//b0617//b4292//b0190//b3275//b2194//b0347//b1131//b3771//b2731//b3970//b0181//b1681//b2095//b0598//
ArcA-Phosphorylated_pos	b4599//b0484//b3231//b3605//b3334//b4663//b4439//b0347//b3127//b3828//b3135//b1407//b2660//b1744//b0041//b2417//b3565//b3038//b2597//b2756//b2957//b3752//b3207//b4054//b3725//b2297//b2095//b1818//ilvG_2//b4240//b2364//b1717//b1973//b2171//b3335//b1390//b4322//b2528//b0367//b1905//b2724//b1379//b0976//b1680//ilvG_1//b2143//b1113//b3870//b2106//b0336//b3458//b2286//b0198//b4101//b3481//b2991//b4098//b0565//
ArgP-L-arginine_neg	b3721//
ArgP-L-arginine_pos	b3727//b3327//b2095//b3542//b3423//b3457//b0553//b1535//b1129//b2994//b0367//b0621//b2630//b4233//b3134//
ArgR-L-arginine_neg	b1684//b3214//b3425//b4592//b1036//b1501//b1299//b3707//b0976//b3477//b4133//b1671//b3852//b1429//b4382//b1223//b4018//b1130//b0331//b3319//b1888//b2342//b3312//b4239//b4502//b4249//b2153//b2063//b0064//b2762//b3603//b1207//b0179//b0161//
ArgR-L-arginine_pos	b2222//b3123//b1514//b3367//b4201//
AtoC-phosphorylated_pos	b1885//b0781//b1042//b1182//
BaeR-Phosphorylated_pos	b3364//b4003//b0517//b3313//b4201//b2560//b1474//b1719//
BirA-bio-5-AMP_neg	b2215//b4030//b4169//b1246//b1302//
CRP-cAMP_neg	b0783//b2710//b0428//b0123//b0814//b3671//b1892//b3749//b0078//b3958//b4663//b2723//b0411//b0463//b0820//b0343//b2464//b0896//b0756//b4438//b2224//b2757//b2091//b3314//b2368//b2414//b0887//b2607//b1221//b1535//b3860//b3868//b3275//b4238//b1907//b2276//b2801//b1736//b4024//b1036//b4203//b1887//b3076//b1415//b0862//b2414//b1024//b2673//b2430//b2490//b2239//b0977//b2719//b3437//b0080//b4151//b0874//b2530//b2344//b4120//b0115//b2580//b1208//b4355//b0755//b4319//b0201//b2912//b2075//b3864//b0240//b2491//b0178//b1882//b1921//b0403//b1817//b0970//b0936//b0756//b0957//b3781//b3428//b3766//b2660//b0571//b0979//b2281//b3457//b0367//b4450//b3771//b1396//b1390//b2286//b3541//b3727//b0377//b2573//b3726//b0118//b0377//b2531//b0904//b0675//b2553//b4118//b0192//b3752//b3318//b4264//b1907//b2146//b1395//b4354//b2551//b4289//b2374//b1407//b2730//b2306//b4698//b2163//b4238//b1591//b3311//b4321//b2905//b3671//b1042//b2713//b0896//b1532//
CRP-cAMP_pos	b3213//b1732//b0862//b1421//b3035//b0109//b2277//b1036//b2601//b4111//b0592//b2143//b4037//b3241//b1738//b2415//b1712//b0827//b0566//b1679//b4007//b0205//b4033//b2371//b0182//b4075//b2916//b1398//b3426//b3774//b1684//b2726//b2195//b3725//b3855//b2194//b4637//b3829//b2282//b4195//b4018//b0378//b0907//b0763//b4122//b3574//b4177//b0934//b0335//b2963//b2297//b0183//b2584//b2570//b0606//b3327//b0733//b0150//b2221//b2913//b0335//b3774//b3243//b2231//b2554//b4187//b4355//b1247//b3906//b3317//b4111//b2277//b0032//b4076//b2752//b3544//b0934//b4187//b1385//b0522//b2530//b2994//b0350//b1109//b3541//b1884//b0040//b4406//b3092//b2077//b2106//b3438//b2417//b1393//b2425//b0063//b1669//b0177//b0207//b3432//b4063//b2307//b3968//b2726//b0936//b1737//b2465//b0976//b1243//b2202//b2617//b2717//b1021//b3904//b2720//b3864//b3413//b0064//b1521//b3230//b3005//b2905//b4005//b4233//b2723//b4292//b4233//b0775//b3332//b3829//b2800//b2571//b1591//b3221//b0593//b3333//b1041//b0515//b3725//b1805//b0153//b2194//b3236//b2143//b4702//b3236//b2805//b1982//b3521//b1015//b0734//b3668//b2979//b4460//b1656//b3320//b4138//b3428//b3455//b4193//b3172//b2068//b2724//b1890//b2278//b2583//b2711//b2497//b0114//b3231//b2029//b3134//b1748//b2718//b0979//b0460//b3134//b2095//b2580//b0827//b3332//b1511//b2570//b2994//b2705//b3275//b4320//b2375//b4268//b2758//b2485//b3224//b2987//b4069//b1391//b0396//b2588//b3165//b2760//b3830//b1113//b3077//b3132//b3860//b3672//b3312//b3006//b2614//b0763//b0190//b3869//b2717//b4310//b4326//b2367//b0758//b0183//b2729//b4167//b2369//b1641//b1221//b2076//b2107//b2491//b2281//b3666//b3166//b2283//b2215//b2926//b1039//b2937//b4187//b1160//b2508//b1102//b0621//b2722//b3672//b0348//b3908//b4311//b3224//b3438//b3243//b2841//b2470//b2306//b0678//b0037//b2200//b2709//b4400//b0349//b2707//b4471//b2528//b1747//b3277//b4018//b3707//b0032//b4451//b0976//b0191//b4073//b4068//b2741//b3438//b1430//b1024//b0785//b3845//b1130//b3479//b3588//b4290//b3357//b4287//b4471//b0998//yegZ//b0061//b4058//b0615//b1733//b0484//b0432//b2703//b2758//b2507//b1511//b0440//b3831//b2155//b2756//b2311//b3330//b4009//b3609//b2866//b4393//b4124//b2805//b2213//b4118//b1300//b0805//b2199//b1732//b4195//b0841//b0945//b2464//b2601//b2202//b4201//b2312//b3311//b4058//b4067//b3574//b0337//b0450//b3049//b4240//b2150//b3806//b0341//b4698//b2200//b0684//b0756//b1810//b3493//b2706//b2866//b4323//b0181//b4195//b3544//b0365//b1246//b3480//b1296//b0723//b3725//b0585//b0179//b0776//b1415//b0777//b0429//b0044//b1111//b3601//b2414//b3908//b3230//b0826//b3599//b1182//b1530//b1797//b0080//b4159//b3113//b2671//b0584//b0972//b3544//b2590//b2803//b2241//b3330//b2990//b4106//b1530//b1256//b3317//b4399//b1528//b0676//b3907//b3072//b3608//b1517//b3454//b2204//b1321//b2570//b0035//b2375//b4170//b3666//b0198//b1272//b0593//b0183//b0124//b1322//b2143//b4599//b0861//b3860//b0606//b1007//b0980//b3394//b2509//b1389//b1244//b1718//b1226//b3127//b2572//b4383//b2201//b0388//b3830//b3368//b1223//b2416//b0390//b2961//b3366//b1130//b4032//
ChbR-Monoacetylchitobiose-6P_neg	b0389//b2759//b4384//b1421//b1016//b1036//
ChbR-Monoacetylchitobiose-6P_pos	b2079//b0597//b2572//b0180//b1818//b0595//
CpxR-Phosphorylated_neg	b1476//b4009//b3438//b3774//b4383//b4671//b2486//b0339//b2705//b3272//b1671//b3968//b2720//b3481//b3969//b3601//b0621//b4015//b2607//b1296//b1296//b2600//b3405//b2366//
CpxR-Phosphorylated_pos	b2661//b2552//b1010//b4317//b2676//b0616//b2697//b1859//b4254//b2718//b0178//b4125//b0201//b3395//b1388//b0184//b1275//b0378//b4036//b3438//b3493//b0584//b1276//b1654//b2156//b2212//b0995//b0035//b0179//b2369//b2866//b0970//b2661//b0034//b0720//b3610//b1225//b3092//b3212//b1682//b3481//b1682//b1264//b2926//b0367//
CreB-Phosphorylated_neg	b0570//b3035//b1260//
CreB-Phosphorylated_pos	b2341//b1223//b2710//b1814//b3666//b3394//
CueR-Ag_neg	b2288//b3404//b0113//b2207//b2281//
CueR-Ag_pos	b3667//b1511//
CueR-Cu+_neg	b0553//b2579//b1594//b3077//b3425//
CueR-Cu+_pos	b4167//b4092//
CuerR-Au_neg	b0723//b0864//b3091//b4382//b4160//
CuerR-Au_pos	b0041//b0330//
CusR-Pasp_pos	b2962//b3278//b1220//b3564//b0972//b0107//b0945//b1415//b2094//b0977//b4326//b2094//
CynR-Cyanate_neg	b0240//
