#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b3855//b2223//
Ada-Methylated_pos	b3479//b2291//b1819//b4201//
AlaS-L-alanine_neg	b3324//
AllS-allantoin_pos	b2552//b1680//b2311//
AraC-L-arabinose_neg	b3528//b1982//b2344//b3702//b1256//b0388//b3669//b4267//
AraC-L-arabinose_pos	b1885//b2756//b3260//b3426//b3854//b2583//b1747//b1036//b0820//b2276//
ArcA-Phosphorylated_neg	b3311//b4111//b2728//b2913//b0152//b2800//b2215//b1617//b1884//b1207//b2804//b0516//b3331//b2925//b3569//b4317//b2709//b1680//b3092//b4309//b0432//b4399//b2942//b0764//b1499//b2482//b3708//b4249//b1671//b0107//b2943//b4670//b3588//b0150//b0841//b0864//b4094//b2996//b2296//b3312//b4054//b0623//b1780//b4599//b2673//b3969//b1892//b2597//b0061//b2697//b2074//b2371//b2800//b0860//b2584//b3574//b2212//b4451//b4241//b4322//b3771//b0348//b3236//b1922//b4074//b0106//b2675//b2529//b2838//b3906//b1593//b2551//b4159//b4431//b4093//b0201//b1512//b0591//b3276//b2764//b1717//b1814//b4099//b1737//b1684//b2560//b3511//b2277//b0428//b2278//b4059//b3331//b0775//b0976//b1528//b2242//b2093//b2554//b2365//b1246//b0182//b2093//b3072//b3312//b4213//b2236//b3461//b1735//b2729//b4068//b0862//b3453//b0191//b1518//b0733//b3971//b2296//b0077//b0034//b3540//b4592//b1388//b2422//b0367//b1852//b1190//b2675//
ArcA-Phosphorylated_pos	b0756//b0733//b3756//b3133//b2531//b2750//b4239//b0039//b1252//b3117//b1973//b2903//b2469//b2068//b0583//b4152//b3903//b1190//b1511//b2716//b1907//b3331//b2801//b4702//b1593//b1528//b4264//b1024//b3934//b0933//b0757//b4320//ilvG_1//b1036//b0032//b3728//b2799//b0776//b2424//b0204//b0812//b3277//b0124//b1112//b4002//b3006//b0197//b1531//b0039//b0041//b2671//b2732//b3756//b1421//b1246//b3912//b1517//b2095//
ArgP-L-arginine_neg	b3603//
ArgP-L-arginine_pos	b1022//b3363//b2200//b2730//b2421//b0115//b4159//b4074//b2601//b0111//b2720//b1746//b2571//b0776//b4266//
ArgR-L-arginine_neg	b2965//b0042//b1736//b1256//b3752//ilvG_2//b1988//b1620//b0827//b4397//b1129//b3753//b3405//b2484//b2991//b2993//b3242//b2096//b1810//b1337//b1111//b3906//b4187//b4173//b3169//b4406//b2994//b1474//b4198//b3961//b0907//b3135//b1516//b0343//
ArgR-L-arginine_pos	b1379//b2489//b3123//b3413//b1276//
AtoC-phosphorylated_pos	b1546//b4168//b1900//b0398//
BaeR-Phosphorylated_pos	b3907//b0726//b2483//b1189//b0403//b1706//b0886//b3166//
BirA-bio-5-AMP_neg	b4309//b2866//b4316//b4209//b3968//
