#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b2607//b0341//
Ada-Methylated_pos	b0346//b3241//b1227//b3608//
AlaS-L-alanine_neg	b3543//
AllS-allantoin_pos	b3319//b1970//b0335//
AraC-L-arabinose_neg	b0352//b0411//b3766//b0887//b1796//b2731//b2726//b0778//
AraC-L-arabinose_pos	b1826//b4040//b2990//b3911//b0431//b1712//b0886//b2231//b3971//b2728//
ArcA-Phosphorylated_neg	b0586//b0523//b2276//b0785//b4320//b3460//b0928//b0973//b3565//b0351//b1532//b3114//b3408//b4288//b2560//b2868//b2200//b2912//b3222//b2979//b3091//b2752//b2721//b3393//b2092//b0349//b2802//b0587//b0977//b0151//b2905//b0378//b1225//b4506//b2591//b3438//b1810//b2487//b3572//b3431//phnE_2//b2239//b2464//b0819//b0597//b2151//b2708//b2751//b3829//b2341//b1021//b2150//b3164//b2283//b2492//b3363//b3493//b3319//b1393//b0575//b1669//b1297//b2211//b4073//b0675//b1007//b2469//b2660//b3242//b4106//b2416//b4039//b1042//b1226//b3277//b3227//b4698//b4018//yegZ//b3272//b3926//b0931//b4669//b4322//b4096//b0583//b2367//b0764//b3868//b4698//b4160//b4669//b3905//b1546//b3752//b2572//b3115//b0038//b1587//b4291//b0980//b4187//b2980//b4177//b4005//b2195//b4471//b3038//b1781//b0041//b3454//b0573//b0389//b1101//b4016//b0776//b2288//b2489//b3829//b3057//b2979//b2838//b4476//b4698//b1512//b4152//b3324//
ArcA-Phosphorylated_pos	b0678//b3243//b1256//b0113//b4104//b4293//b0154//b0574//b4004//b2407//b2281//b4441//b4315//b4035//b1513//b1492//b4119//b3356//b4106//b3169//b1609//b3356//b2600//b4175//b0721//b2234//b3940//b4004//b1407//b4292//b0764//yegZ//b0398//b4120//b0977//b4198//b2407//b2365//b1160//b2307//b1011//b3092//b4382//b2393//b3091//b3072//b2422//b2800//b1512//b4093//b3393//b2996//b4172//b3225//b0296//b4319//b3960//b2171//
ArgP-L-arginine_neg	b2755//
ArgP-L-arginine_pos	b2465//b0191//b2416//b2196//b4000//b3313//b0724//b1015//b3416//b3437//b0727//b0034//b3008//b4264//b2715//
ArgR-L-arginine_neg	b2571//b1275//b0166//b2704//b4014//b1512//b2730//b1322//b2421//b1548//b4187//b1655//b0618//b3424//b0764//b1011//b4006//b1389//b3617//b0180//b3970//b2997//b1521//b4417//b0191//b2241//b3222//b1022//b3566//b0733//b3367//b3076//b0515//b0152//
ArgR-L-arginine_pos	b3394//b3457//b2631//b4037//b3700//
AtoC-phosphorylated_pos	b2296//b4471//b2143//b3312//
BaeR-Phosphorylated_pos	b2091//b1387//b3748//b4138//b4159//b4476//b3771//b4268//
BirA-bio-5-AMP_neg	b0366//b0118//b0431//b3749//b0973//
CRP-cAMP_neg	b2208//b1782//b3441//b3230//b4309//b0684//b2721//b1247//b1704//b0353//b2708//b2702//b4015//b0107//b2728//b1038//b1160//b0441//b0178//b2990//b0616//b3846//b1221//b2197//b0889//b1389//b3327//b3008//b3960//b2710//b0156//b2661//b3903//b4322//b3870//b0575//b0591//b3958//b3227//b3476//b4016//b3329//b0517//b1036//b1846//b3959//b2415//b2570//b2529//b1615//b2725//b2617//b3667//b2239//b0783//b1737//b4311//b3480//b4139//b3774//b3939//b2676//b2196//b1252//b2669//b0564//b3700//b0895//b1852//b1528//b1261//b1429//b1670//b2606//b0764//b3726//b0031//b3316//b0333//b3493//b4201//b0061//b1245//b2222//b3510//b1970//b2491//b3316//b3240//b4266//b3572//b0342//b1590//b2222//b0959//b0953//b3092//b4399//b0151//b3455//b3971//b0114//b3135//b3748//b0201//b0907//b1391//b3366//b0207//b4398//b3222//b1887//b2239//b3571//b4005//b3395//b1211//b1761//b0432//b1040//b2485//b0619//b1390//b1641//b4000//b2756//b2372//b2976//b2801//b2148//b4265//b2980//b2239//
