#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b2211//b3766//
Ada-Methylated_pos	b1394//b3332//b0566//b0522//
AlaS-L-alanine_neg	b1597//
AllS-allantoin_pos	b2498//b0782//b3332//
AraC-L-arabinose_neg	b2284//b4506//b1781//b4072//b2716//b4094//b0183//b1738//
AraC-L-arabinose_pos	b2557//b2942//b3356//b4003//b0973//b0814//b0621//b4024//b3049//b1681//
ArcA-Phosphorylated_neg	b0450//b1732//b4592//b3114//b4326//b1475//b1262//b2171//b0032//b2727//b2980//b0928//b3773//b4034//b3511//b1620//b1735//b4201//b3452//b4101//b2197//b0201//b3237//b3320//b2904//b3688//b0035//b0728//b4426//b0151//b1024//b3615//b0064//b4010//b0115//b0331//b1528//b1922//b2800//b3617//b2308//b0590//b3072//b0724//b3831//b4123//b2425//b2579//b2760//b1679//b0896//b2707//b0338//b1020//b3769//b0864//b1132//b1901//b3393//b0339//b1227//b3863//b3070//b0038//b2422//b1499//b0428//b2085//b0241//b0123//b2720//b1738//b2990//b4040//b3911//b1101//b4006//b2662//b4018//b0975//b3460//b4311//b2702//b0365//b0978//b1221//b3126//b4315//b3241//b3311//b4241//b0192//b1617//b3393//b3870//b4367//b4115//b3038//b3938//b1674//b3544//b1020//b1394//b4314//b4392//b1322//b4406//b3531//b0352//b4000//b3750//b3750//b3605//b3511//b0180//b0873//b3728//b1272//b1587//b4416//b3243//b2710//b2709//b2904//b3669//b1782//b1656//
ArcA-Phosphorylated_pos	b0864//b3172//b4075//b0330//b3241//b1889//b2085//b0064//b0035//b4019//b1887//b0397//b2704//b2530//b3227//b2553//b2718//b0039//b2707//b2589//b0997//b2424//b3431//b3425//b0782//b0462//b3313//b2606//b0048//b2215//b0564//b1022//b4399//b3721//b0461//b0192//b2852//b4096//b4450//b2916//b1782//b1513//b0182//b0033//b0388//b2554//b1734//b2661//b2717//b4401//b0976//b4324//b3318//b0997//b0378//b2838//b0110//b3317//
ArgP-L-arginine_neg	b2373//
ArgP-L-arginine_pos	b3957//b0675//b1587//b3566//b2198//b4316//b4120//b1109//b1846//b2422//b0431//b1641//b3278//b2487//b0995//
ArgR-L-arginine_neg	b4059//b1988//b0591//b2529//b3415//b2996//b3851//b0887//b3721//b4318//b2151//b2805//b0589//b4171//b2155//b0333//b4072//b0819//b2730//b0945//b3532//b4187//b1335//b3357//b3521//b4266//b1514//b1988//b0204//sroD//b1590//b3588//b2491//b3242//
ArgR-L-arginine_pos	b0331//b2591//b3037//b4133//b3722//
AtoC-phosphorylated_pos	b0191//b4315//b3417//b0450//
BaeR-Phosphorylated_pos	b3566//b3366//b0204//b1517//b0587//b0313//b2729//b4213//
BirA-bio-5-AMP_neg	b0342//b3449//b2571//b2464//b1920//
CRP-cAMP_neg	b0584//yegZ//b2800//b0571//b0077//b3564//b3828//b1390//b2311//b2996//b3005//b0333//b2278//b4119//b1521//b2148//b0167//b2560//b4132//b1517//b1205//b2499//b3392//b2286//b0777//b3330//b1761//b1593//b3057//b1656//b3868//b1735//b0389//b1745//b3273//b3688//b1608//b2313//b3167//b0039//b4460//b1901//b2763//b3392//b1654//b1514//b1227//b2500//b3853//b2486//b2091//b1715//b1252//b2500//b3518//b0933//b2707//b1591//b0432//b3123//b1902//b0872//b1223//b3723//b3038//b2509//b1743//b0598//b3425//b0431//b2148//b2486//b2342//b0619//b1337//b3277//b0341//b0861//b3528//b0345//b2838//b3758//b2728//b3363//b1672//b3531//b1814//b4289//b3509//b3758//b4382//b3416//b2730//b3828//b2803//b3571//b2155//b1608//b0201//b2802//b2297//b2987//b3431//b3701//b2146//b3773//b1131//b3855//b1102//b3077//b3960//b1858//b4177//b2306//b0110//b3260//b2994//b0337//b1921//b3278//b0575//b4123//b2590//b4439//b3846//b1227//b2719//b4063//b2720//b3167//b0617//b4699//b3568//
