#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b2279//b2241//
Ada-Methylated_pos	b4397//b3934//b3025//b2669//
AlaS-L-alanine_neg	b3510//
AllS-allantoin_pos	b1655//b3771//b0863//
AraC-L-arabinose_neg	b2660//b4151//b2552//b3429//b2423//b0366//b2107//b4321//
AraC-L-arabinose_pos	b2975//b2801//b4313//b2852//b3904//b1821//b1904//b2344//b2199//b0764//
ArcA-Phosphorylated_neg	b3207//b3414//b1298//b4160//b0182//b4104//b1212//b4154//b3070//b2589//b0048//b2608//b4187//b2430//b4093//b0819//b3461//b3925//b3117//b3095//b2759//b3272//b1532//b0805//b1706//b0156//b1262//b0411//b3367//b3277//b1252//b0841//b1737//b0365//b0677//b4172//b3451//b2470//b0343//b4187//b3540//b3357//b2905//b1892//b4101//b1546//b0976//b0861//b0109//b2571//b0041//b3071//b2148//b4268//b1024//b4151//b2283//b2195//b2719//b1540//b0156//b4092//b2904//b3828//b2196//b2284//b4174//b1261//b4122//b2213//b2470//b3908//b2197//b1882//b2202//b3853//b4072//b4063//b3855//b3026//b0080//b2151//b4326//b3702//b2374//b3334//b3437//b4032//b3332//b1851//b1002//b2591//b2488//b1039//b1706//b0622//b3611//b2503//b2288//b1222//b3230//b0460//b1673//b2092//b3903//b0111//b2308//b4172//b1112//b0109//b2308//b4319//b4171//b4670//b1609//b2713//b4122//b2957//b1513//b2758//b4175//b2195//b1337//b3430//b1547//b2600//b1130//
ArcA-Phosphorylated_pos	b0411//b3096//b2290//b2712//b2213//b3571//b1398//b2923//b3325//b0150//b4062//b2551//b1245//b3564//b2716//b1737//b3133//b1222//b3615//b2491//b3425//b0078//b0111//b3212//b1010//b1298//b1011//b2107//b4030//b1002//b4264//b0895//b0389//b3076//b0595//b1654//b4198//b0684//b1546//b1857//b0886//b2240//b3480//b1391//b0517//b4016//b4072//b1588//b1846//b0384//b4070//b2344//b1131//b0588//b3356//b3275//b4033//b2094//
ArgP-L-arginine_neg	b2669//
ArgP-L-arginine_pos	b0462//b1037//b0428//b0615//b0720//b2750//b4071//b3076//b1547//b3357//b0896//b0116//b3770//b3223//b2662//
ArgR-L-arginine_neg	b0313//b0778//b3327//b1519//b3091//b2416//b3670//b0598//b2572//b1037//b3072//b0620//b0590//b2497//b1500//b2201//b2925//b3566//b2152//b0860//b4213//b0036//b0451//b1540//b0311//b3869//b2588//b3726//b3125//b0460//b1011//b4119//b0198//b4062//
