#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b2211//b2659//
Ada-Methylated_pos	b2762//b4316//b0462//b4290//
AlaS-L-alanine_neg	b0037//
AllS-allantoin_pos	b1498//b2720//b1516//
AraC-L-arabinose_neg	b2482//b4426//b2975//b3566//b2288//b1613//b0606//b4200//
AraC-L-arabinose_pos	b4698//b1247//b0998//b0199//b1392//b4132//b1264//ilvG_2//b0957//b0349//
ArcA-Phosphorylated_neg	b0587//b2074//b0977//b1881//b0342//b0873//b1547//b1779//b4324//b3542//b2799//b3081//b1859//b3666//b0860//b4322//b2171//b1396//b0588//b2482//b1656//b3667//b1810//b1611//b3431//b0338//b0451//b2589//b0182//b0111//b3510//b2171//b3171//b1492//b3117//b2106//b1798//b2617//b2242//b0461//b4309//b0928//b0107//b3417//b3368//b2374//b2241//b1885//b0109//b1779//b3518//b0970//b0861//b0166//b2365//b0116//b1390//b1211//b0860//b2296//b0396//b0107//b0523//b1718//b0616//b0721//b2965//b0312//b3829//b1113//b0734//b3860//b0975//b3748//b3708//b0397//b2009//b3753//b2671//b0113//b1814//b3957//b1593//b0596//b2341//b3927//b2414//b2554//b2727//b2507//b1421//b2285//b3314//b1781//b3543//b2993//b2232//b2802//b4393//b4476//b0040//b1263//b4289//b3543//b4172//b1797//b2291//b0729//b2904//b0184//b3317//b1321//b0124//b0333//b2096//b1537//b2991//b3168//b0166//b1907//b3481//b1130//b2490//b0594//b3315//b4316//b3359//
ArcA-Phosphorylated_pos	b3757//b2721//b0889//b2755//b2663//b3753//b3092//b3769//b4039//b3417//b1421//b3240//b1512//b0199//b0189//b3781//b3457//b1287//b3610//b3830//b3599//b3277//b0805//b2224//b3600//b4094//b1388//b2729//b3166//b3828//b4567//b1738//b3611//b2992//b3431//b1212//b1922//b2607//b0156//b0205//b3392//b3240//b1393//b3325//b2203//b1761//b1008//b1814//b2614//b3334//b3458//b4094//b3170//b3707//b2600//b4002//b4198//b1521//
ArgP-L-arginine_neg	b0585//
ArgP-L-arginine_pos	b3405//b2728//b2913//b2729//b0241//b0516//b0970//b1205//b2554//b2213//b0168//b0399//b2606//b0179//b0723//
ArgR-L-arginine_neg	b1719//b1226//b3242//b2718//b1012//b3327//b0553//b0114//b2997//b1748//b1712//b1901//b1588//b3461//b3752//b4671//b2980//b1714//b2079//b2492//b1225//b0995//b2718//b0574//b1210//b1040//b1761//b2092//b2309//b3669//b0684//b3912//b4637//b2838//
ArgR-L-arginine_pos	b1521//b4015//b2805//b0995//b1535//
AtoC-phosphorylated_pos	b3958//b1482//b4318//b2841//
BaeR-Phosphorylated_pos	b0202//b4036//b4399//b2725//b0970//b0593//b0221//b2487//
BirA-bio-5-AMP_neg	b3568//b4054//b1718//b2407//b0754//
