#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b2280//b3093//
Ada-Methylated_pos	b0863//b3772//b3904//b3752//
AlaS-L-alanine_neg	b3476//
AllS-allantoin_pos	b2741//b1211//b2469//
AraC-L-arabinose_neg	b3939//b3701//b2716//b0975//b3469//phnE_2//b3452//b2297//
AraC-L-arabinose_pos	b3423//b2980//b2552//b3781//b3169//b2393//b1225//b0338//b3357//b3666//
ArcA-Phosphorylated_neg	b2799//b4008//b2371//b4125//b3528//b0177//b0974//b3846//b0570//b0344//b4133//sroD//b3971//b4382//b4309//b0190//b0622//b0461//efeU_2//b2143//b4168//b3096//b2716//b4006//b1039//b2155//b3667//b3325//b2282//b1540//b3960//b0978//b3365//b2235//b4076//b2741//b4030//b2492//b0342//b1548//b1429//b4067//b2079//b2240//b2490//b0934//b2206//b2630//b2407//b2938//b2591//b0564//b2531//b4476//b3170//b3700//b2416//b3332//b0826//b1779//b3324//b2484//b1407//b0078//b0907//b3314//b2713//b0431//b0240//b0038//b1398//b4637//b4326//b1515//b0758//b2163//b1852//b1736//b2579//b3601//b2287//b2553//b2702//b2601//b2838//b3278//b1022//b3925//b0679//b2975//b1338//b3223//b0826//b2976//b1655//b3316//b1396//b2712//b4196//b3430//b0431//b2342//b1500//b4267//b3845//b2287//b3600//b4318//b4171//b1883//b2063//b1612//b3566//b0037//b0622//b1682//b2705//b1276//b2312//b4467//b1743//b3605//b3326//b3758//b3118//b0062//b3222//
ArcA-Phosphorylated_pos	b1397//b1211//b2212//b3424//b2241//b0035//b0166//b3395//b2913//b2529//b0678//b3451//b2280//b3091//b0677//b3225//b4698//b4154//b2730//b3567//b4124//b4398//b2676//b0861//b1712//b1012//b4367//b1260//b2818//b2207//b0461//b4071//b2235//b2499//b0678//b4040//b0034//b1430//b3852//b4313//b0937//b4319//b3428//b2232//b4203//b2231//b2171//b1517//b3860//b4069//b0207//b4384//b0623//b2078//b3753//b4019//b3926//b2286//
ArgP-L-arginine_neg	b3328//
ArgP-L-arginine_pos	b1260//b2481//b2588//b4095//ilvG_1//b0827//b4008//b0872//b1904//b1130//b2669//b3426//b3359//b0904//b1210//
ArgR-L-arginine_neg	b2758//b0429//b0110//b3971//b3970//b1205//b2553//sroD//b1738//b4159//b1263//b3278//b2675//b4202//b3317//b4318//b3274//b1043//b2597//b1528//b0114//b4122//b3236//b0873//b4240//b3480//b0314//b3413//b3748//b2487//b4406//b2750//b3508//b1245//
ArgR-L-arginine_pos	b0614//b2964//b4511//b2491//b1022//
AtoC-phosphorylated_pos	b4002//b3114//b2241//b4314//
BaeR-Phosphorylated_pos	b1394//b1244//b2205//b3368//b1513//b0805//b3418//b3169//
BirA-bio-5-AMP_neg	b1589//b3091//b4194//b2296//b2085//
CRP-cAMP_neg	b1037//b0814//b1497//b4115//b3854//b4233//b2286//b3237//b1590//b3319//b0189//b0759//b4637//b0190//b1482//b4194//b0349//b0757//b3572//b4194//b4098//b0077//b4106//b0207//b4123//b3272//b4160//b2669//b1324//b0903//b2509//b2286//b3428//b3091//b2557//b2068//b2719//b2868//b4015//b2429//b3424//b0349//b1888//b0588//b0399//b2489//b0312//b4069//b2095//b1780//b2366//b3243//b2428//b4316//b3363//b0864//b2079//b1826//b3709//b3806//b0273//b3070//b2492//b1020//b3077//b0461//b3724//b4037//b0586//b1010//b3969//b3859//b1593//b3311//b2423//b4033//b2987//b3510//b2724//b1671//b2926//b1905//b2421//b4406//b1892//b0623//b2728//sroD//b1323//b3134//b4197//b4401//b2669//b0614//b0557//b1857//b0411//b0903//b2925//b0168//b1528//b4287//b2309//b3543//b3781//b0384//b3926//b0337//b0616//b3970//b3753//b3095//b4058//b0182//b0722//b1500//b0757//b3870//b4311//b3231//b3759//b3214//b3753//b4242//b2559//b3934//b1594//b3230//b2942//b3564//b4313//b3511//b2708//
