#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b3240//b1006//
Ada-Methylated_pos	b2470//b2029//b2997//b4381//
AlaS-L-alanine_neg	b0727//
AllS-allantoin_pos	b3278//b2803//b2531//
AraC-L-arabinose_neg	b0683//b3329//b3394//b0346//b1020//b4170//b3667//b0153//
AraC-L-arabinose_pos	b3261//b0113//b2095//b4384//b3605//b0204//b1024//b3364//b1062//b0048//
ArcA-Phosphorylated_neg	b3600//b1593//b1851//b2369//b4203//b1244//b3161//b1889//b0034//b4471//b2964//b3969//b0574//b0937//b3860//b1881//b2194//b3334//b2393//b4172//b0182//b1780//b2483//b2904//efeU_2//b4268//b0191//b3134//b0886//b3170//b0934//b2281//b0063//b4393//b0683//b1805//b2799//b2750//b2630//b3957//b4506//b2194//b2904//b3449//b1744//b2483//b3415//b2291//b4476//b4040//b4194//b0179//b3237//b2724//b0198//b3476//b2703//b3423//b0197//b1043//b2671//b1190//b0203//b1225//b4005//b3934//b1296//b0959//b4040//b2676//b0593//b0182//b0763//b3423//b1010//b1379//b2752//b2607//b0450//b1517//b0349//b2911//b0396//b1391//b3243//b3968//b1022//b1732//b1324//b1475//b1023//b3076//b1299//b0108//b0978//b1243//b3430//b0336//b3806//b2840//b0398//b4467//b2206//b2085//b2147//b2469//b2573//b2750//b2204//b1905//b0620//b2074//b4034//b0114//b0894//b3666//b4015//b4013//b1591//b3072//b2212//b3668//b2552//b2752//b4098//b0205//b1857//
ArcA-Phosphorylated_pos	b3766//b2489//b0044//b3118//b1748//b4104//b4014//b4383//b0115//b1594//b1398//b1041//b0931//b0862//b2572//b1379//b0617//b1022//b2911//b0895//b4092//b2722//b0241//b1393//b4398//b2481//b4431//b4076//b3092//b3006//b3752//b1227//b2992//b3311//b4115//b2491//b2724//b1102//b2223//b2199//b2224//b4151//b1718//b1890//b0116//b1617//b3904//b2729//b3243//b2307//b2372//b0403//b4138//b2428//b2407//b4194//b0179//b2716//
ArgP-L-arginine_neg	b4203//
ArgP-L-arginine_pos	b3608//b2703//b0192//b0180//b2147//b4194//b3409//b4071//b4099//b1671//b0754//b0583//b1617//b0564//b3277//
ArgR-L-arginine_neg	b1211//b3091//yegZ//b2143//b0515//b0934//b2713//b0864//b0115//b4384//b1301//b2092//b1733//b1287//b3071//b4238//b0618//b0384//b3166//b2923//b1613//b4233//b2485//b1324//b3312//b3395//b2286//b3449//b0614//b4213//b0980//b4438//b2203//b2239//
ArgR-L-arginine_pos	b0115//b3213//b2591//b0344//b2903//
