#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b3035//b3571//
Ada-Methylated_pos	b3134//b3332//b2705//b3828//
AlaS-L-alanine_neg	b3469//
AllS-allantoin_pos	b3610//b3357//b2223//
AraC-L-arabinose_neg	b0756//b3960//b0594//b2429//b0778//b4098//b2341//b3236//
AraC-L-arabinose_pos	b1102//b1826//b1736//b2029//b1656//b1127//b4040//b0757//b2282//b1016//
ArcA-Phosphorylated_neg	b3320//b0039//b2609//b2763//b4320//b4401//b4383//b0151//b3169//b2997//b0564//b1396//b3329//b2207//b3511//b2551//b2212//b4159//b3320//b3240//b0199//b0931//b4039//b3273//b3530//b3905//b1548//b3603//b1515//b2312//b0203//b0565//b2925//b3934//b0110//b3418//b1207//b2600//b1597//b0403//b2852//b2344//b3478//b0204//b2224//b1540//b3038//b3806//b3409//b3316//b1519//b3668//b4438//b3722//b1857//b0589//b0344//b1499//b1681//b3458//b3608//b4101//b1744//b3610//b0390//b3958//b2430//b0462//b3359//b2373//b2146//b1922//b3132//b2661//b2296//b1415//b2093//b3728//b4476//b3166//b4006//b2199//b3855//b0203//b3165//b4133//b4120//b3854//b3478//b3408//b0190//b4202//b0575//b4059//b3359//b0152//b0124//b0460//b3276//b0684//b3572//b2483//b3328//b1588//b2666//b0862//b1299//b3942//b0979//b3759//b3510//b2284//b2589//b1160//b4326//b1540//b2800//b1211//b3405//b4068//b1111//b1535//b4129//b1245//b3425//b4125//b4054//
ArcA-Phosphorylated_pos	b3416//b0203//b3025//b4005//b1324//b1265//b0972//b4669//b3430//b3750//b4249//b3968//b3171//b0516//b1761//b1537//b0154//b1334//b3806//b2560//b2805//b4213//b2075//b2570//b2146//b2669//b1547//b2416//b0080//b0345//b0826//b0620//b2096//b2758//yegZ//b2198//b4265//b4097//b4123//b3480//b0861//b2429//b3709//b0034//b0411//b0979//b3669//b4139//b0042//b1020//b0585//b1597//b1062//b2572//b0622//b4266//b0191//b3277//
ArgP-L-arginine_neg	b3403//
ArgP-L-arginine_pos	b3314//b1252//b1886//b3750//b0043//sroD//b4399//b3329//b0177//b2799//b2713//b4125//b1225//b2221//b2489//
ArgR-L-arginine_neg	b0110//b2962//b0450//b4034//b0682//b2151//b0684//b2752//b2200//b1160//b1210//b4036//b0036//b4168//b0729//b0403//b3603//b2288//b0575//b2195//b1683//b2407//b2752//b2503//b2286//b4151//b4699//b4193//b1654//b0574//b2631//b0039//b2147//b1263//
ArgR-L-arginine_pos	b3453//b4397//b3409//b0182//b2197//
AtoC-phosphorylated_pos	b2196//b2713//b1719//b2801//
BaeR-Phosphorylated_pos	b0775//b4193//b1389//b3926//b4131//b1716//b0976//b2980//
BirA-bio-5-AMP_neg	b4016//b1907//b1617//b2722//b2417//
CRP-cAMP_neg	b0572//b3091//b3332//b1732//b3750//b2429//b0118//b3599//b1532//b1608//b2215//b2009//b3260//b2096//b2713//b1817//b2905//b2580//b0684//b3330//b2194//b3327//b2286//b2535//b3781//b0557//b2663//b0461//b2500//b0351//b4321//b1535//b3600//b1797//b1397//b2369//b1857//b0598//b2416//b2369//b4324//b2757//b3313//b3509//b2196//b2417//b1530//b1299//b0896//b2923//b2242//b3831//b0754//b3774//b0784//b2704//b2155//b1182//b0337//b4003//b3756//b1889//b3610//b4292//b0403//b2571//b3774//b4637//b4006//b1530//b2608//b3854//b4203//b3911//b3608//b0973//b0378//b4032//b2591//b3855//b4111//b0205//b3393//b2728//b0805//b3454//b1407//b4040//b1296//b4209//b4069//b3851//b1672//b1884//b3959//b1655//b4079//b3773//b3221//b1591//b1043//b2661//b2975//b4074//b3311//b4175//b3167//b4008//b1272//b4104//b0573//b0397//b0078//b3266//b2559//b2223//b1036//b4321//b3869//b3753//b3416//b2416//b2155//b1987//b0617//b4039//b3769//b1641//b2149//b0587//b3451//b1384//b0616//
