#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:14:41 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/rcomplex_bnum.txt
AccB_FadR	b0086//b1590//
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	b3222//b0093//b2660//
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	b0061//b1226//
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	b4354//b0334//
AcrR_FNR_Fur_SoxR	b3038//
AcrR_FNR_Fur_SoxR_SoxS	b4029//
AcrR_H-NS_HU_IHF_Lrp_MarA_OmpR_Rob_SoxS	b2194//
Ada_AidB_Lrp	b2425//
AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR	b1921//
AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR	b1299//
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	b3870//b2470//b3359//
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	b2481//b2840//
AdiY_H-NS_IHF	b0035//
AgaR_CRP	b3113//b2151//b4396//b3417//
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	b0367//b2579//b3266//b3700//b1398//b3225//
AppY_ArcA_YdeO	b1805//b4005//b1299//b4511//
AraC_CRP	b0088//b0826//b2428//b2913//b2368//b3477//b3603//b0036//b4050//
AraC_CRP_XylR	b4073//b0125//b2308//
AraC_NagC	b2976//b1499//
ArcA_BetI_Cra	b0894//b2366//b0976//b0315//
ArcA_CRP_CaiF_FNR_H-NS	b3332//b0198//b3934//b1672//b0112//b1299//
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	b2573//b2841//b0330//b3934//b4014//
ArcA_CRP_Cra_FNR_Fis_Fur_PdhR	b1071//
ArcA_CRP_Cra_FNR_MarA_Rob_SoxS	b4151//
ArcA_CRP_Cra_FNR_NsrR_PdhR	b3256//b3223//
ArcA_CRP_Cra_Fis	b1062//
ArcA_CRP_Cra_IHF_IclR	b2155//b0623//b2150//
ArcA_CRP_DcuR	b3854//
ArcA_CRP_DcuR_DpiA_FNR_NarL	b0161//b2754//
ArcA_CRP_DcuR_FNR_Fis_Fur_NarL	b2341//
ArcA_CRP_DnaA_FNR	b0197//
ArcA_CRP_DpiA_FNR_NarL	b3571//b3515//b2206//b3971//b2763//b1921//
ArcA_CRP_DpiA_FlhDC	b2990//
ArcA_CRP_EvgA_FliZ_GadE_GadW_GadX_H-NS_PhoP_YdeO	b2197//b1511//
ArcA_CRP_FNR	b4003//
ArcA_CRP_FNR_Fis_FlhDC_GlpR	b1393//b4669//b3421//
ArcA_CRP_FNR_Fis_Fur_PdhR	b1258//
ArcA_CRP_FNR_Fis_IHF_NarL	b0620//
ArcA_CRP_FNR_Fur	b0826//b2762//b2243//b3542//
ArcA_CRP_FNR_Fur_IHF	b0723//b2364//b3851//b2591//
ArcA_CRP_FNR_Fur_IHF_MarA_Rob_SoxS	b1398//
ArcA_CRP_FNR_Fur_MarA_Rob_SoxR_SoxS	b3224//
ArcA_CRP_FNR_IHF_NarL	b2713//
ArcA_CRP_FNR_NarL	b2702//
ArcA_CRP_FadR	b4018//b2415//
ArcA_CRP_FadR_HipB	b2993//
ArcA_CRP_FadR_OmpR_PhoP	b1398//
ArcA_CRP_Fis_Mlc_SoxS	b3742//
ArcA_CRP_Fis_XylR	b3868//
ArcA_CRP_Fur_GadX_MqsA	b2756//
ArcA_CRP_GatR	b4010//b2781//b0366//b2661//b1735//b0623//
ArcA_CRP_GlpR	b1739//
ArcA_CRP_IHF	b2284//
ArcA_CRP_PuuR	b3123//b3082//b1392//b0092//b2571//
ArcA_CRP_RhaS	b2709//
ArcA_CRP_TreR	b3518//b2309//
ArcA_CadC_GadE-RcsB_GadX_H-NS_Lrp	b1796//b0349//
ArcA_Cra	b0974//
ArcA_Cra_FNR_H-NS_HypT	b3256//b2106//
ArcA_CysB_FNR	b0198//
ArcA_FNR	b4111//b3599//b0199//b3934//b2677//b3430//b1498//b1237//b1516//b0389//b2993//b2198//b2979//b2725//
ArcA_FNR_Fis_Fur_IHF_NsrR_PdhR	b2223//
ArcA_FNR_Fis_IHF_NarL	b1987//b2759//b3599//b3507//b0826//b2424//b4376//b4324//b1334//b1517//b0614//b3071//b4026//
ArcA_FNR_Fur_IHF	b2499//
ArcA_FNR_IHF	b3328//b1779//b3223//
ArcA_FNR_IHF_NarL	b3025//b3770//
ArcA_FNR_NarL	b2800//b2923//b1564//b2307//
ArcA_FNR_PhoP	b3365//
ArcA_FNR_PuuR	b1021//b4289//
ArcA_FadR	b0972//b2904//b2283//
ArcA_FadR_Fis	b2368//b3624//
ArcA_Fur_Lrp_ModE	b1041//b0349//b4438//b1942//b3770//
ArcA_GlcC_IHF_PdhR	b2206//b2801//b1530//b1923//b1011//b2416//
ArcA_LexA	b1743//b3728//
ArcA_LldR	b0594//b3212//b3415//
ArcA_NarL	b3666//b2720//b0975//b3161//b4132//b2236//b0781//b2590//
ArcA_NtrC_PhoP_RutR	b2369//b3615//b2677//b1535//b2718//b3709//b1532//
ArgP_CRP_DnaA_Fis_H-NS_NrdR	b1851//b1973//b3831//
ArgP_CRP_FNR_Fur_Nac	b2364//
ArgP_DnaA	b0880//b4323//b4119//
ArgP_Lrp	b1498//b0614//
ArgP_LysR	b1182//
ArgP_PhoB	b2975//
ArgR_CRP	b0081//
ArgR_CRP_Fis	b0435//b1334//b3605//b4314//b4003//b1745//b2285//b2237//
ArgR_Fis_IHF_PepA_PurR_RutR	b1222//molR_1//
ArgR_H-NS_NtrC	b0124//b4264//b2705//b4637//
ArgR_NtrC	b0076//b2224//b2662//b3256//b1715//
ArgR_PhoP	b1007//
AscG_CRP	b2490//b4577//b1591//
AscG_CRP_PhoB_PrpR	b3331//
AsnC_MraZ_Nac	b4119//
AsnC_Nac	b1658//b1622//
AtoC_IHF	b3166//b2208//b3224//b0450//
BaeR_CpxR	b3771//b4115//b4238//b1480//b3722//b3366//b0764//
BaeR_CpxR_EvgA	b0851//
BasR_CRP_CpxR_Cra_CsgD_FliZ_IHF_MlrA_MqsA_OmpR_RcdA_RcsAB_RstA	b0908//b2095//b0810//b2078//
BasR_CpxR_PdhR	b2715//b4068//
BasR_Fis	b3509//
BasR_H-NS_IHF_NagC_NanR	b1892//
BasR_MarA_PutA	b2913//
BasR_PhoP	b2428//
BasR_QseB	b3757//b0201//
CRP_CaiF_FNR	b1501//b0593//b1921//b0728//
CRP_ChbR_NagC	b4015//b4035//b3566//b4007//b1043//b4318//
CRP_ComR	b3828//
CRP_CpxR	b2283//
CRP_CpxR_CytR	b1499//
CRP_CpxR_CytR_DnaA_IHF	b0396//
CRP_CpxR_EnvY_Fur_IHF_OmpR_PhoB_RstA	b1519//
CRP_CpxR_GlrR_IHF_NtrC_RcsB	b1040//b1673//b0084//b0933//
CRP_Cra	b2481//b3517//b2572//b1224//b4005//b3743//
CRP_Cra_FNR_Fis_H-NS_IHF_NarL_NarP	b0951//b4118//b3567//b3167//
CRP_Cra_FNR_PdhR	b0462//
CRP_Cra_Fis	b0450//
CRP_Cra_Fis_GlcC	b1041//
CRP_Cra_Fis_MtlR	b2202//b2306//b4027//
CRP_Cra_Mlc_NagC	b0337//b1921//b1304//b1237//b3709//b3212//
CRP_Cra_PrpR	b2241//b4059//b0312//b0887//
CRP_CreB_Fis_MalT	b3588//b0676//b3071//
CRP_CsiR_H-NS_Lrp	b2486//b0894//
CRP_CsiR_H-NS_Lrp_Nac	b2535//b3831//b0203//
CRP_CspA_Fis	b2707//
CRP_CytR	b2724//b1651//b4431//
CRP_CytR_DeoR	b2306//b2202//
CRP_CytR_DeoR_Fis_ModE	b0574//b3970//b3567//b1243//
CRP_CytR_Nac	b3515//
CRP_CytR_NsrR	b0044//
CRP_DcuR_FNR_NarL	b3275//
CRP_DinJ-YafQ	b0347//
CRP_DnaA_Fis_PurR	b0977//b4068//
CRP_DpiA_ExuR	b3971//
CRP_DsdC	b2702//b4187//
CRP_EbgR	b2709//b2762//
CRP_EvgA_FliZ_GadE_GadW_GadX_H-NS_YdeO	b3510//b3408//
CRP_ExuR	b1396//
CRP_ExuR_FNR	b1210//b0973//
CRP_ExuR_OxyR_UxuR	b2841//b4471//
CRP_ExuR_UxuR	b1737//
CRP_FNR	b0980//
CRP_FNR_FhlA_HyfR	b0334//b3319//b0683//b0958//b2208//b0853//b3666//b1738//b3365//b3514//b4357//b2481//
CRP_FNR_Fis	b1736//b2017//b1257//
CRP_FNR_Fis_GlpR_IHF	b1501//b2200//
CRP_FNR_Fis_H-NS_SlyA	b4366//
CRP_FNR_GcvA_Lrp_PurR	b3316//b3225//b3480//
CRP_FNR_H-NS_NarL	b3903//
CRP_FNR_IHF_TdcA_TdcR	b1745//b2288//b4324//b3113//b3600//b2423//b3276//
CRP_FNR_NarL	b3582//b0827//b1907//
CRP_FeaR_NsrR	b1241//
CRP_Fis	b4138//b1211//b4511//b1182//b3528//
CRP_Fis_FlhDC_GalR_GalS	b1182//b0314//
CRP_Fis_FliZ_IHF_Lrp	b3759//
CRP_Fis_H-NS_HipAB_HipB_MazE_MazE-MazF	b0574//b2722//
CRP_Fis_H-NS_LeuO_RcsB-BglJ_StpA	b2570//b0578//b0880//
CRP_Fis_IHF	b1532//b1901//b2717//b3575//b2370//
CRP_Fis_NanR	b4068//b2713//b3752//b1037//b2284//
CRP_Fis_NtrC	b2240//b1182//b2841//
CRP_Fis_XylR	b2091//b3276//b0596//
CRP_FlhDC_GalR_GalS	b2552//
CRP_FucR	b2074//b4036//b4062//b3231//b3722//b2727//b3829//
