#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:14:41 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/rcomplex_bnum.txt
AccB_FadR	b3114//b3094//
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	b1223//b3025//b3476//
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	b2196//b4014//
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	b3036//b2201//
AcrR_FNR_Fur_SoxR	b0082//
AcrR_FNR_Fur_SoxR_SoxS	b3752//
AcrR_H-NS_HU_IHF_Lrp_MarA_OmpR_Rob_SoxS	b4079//
Ada_AidB_Lrp	b2840//
AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR	b3748//
AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR	b4058//
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	b0450//b2278//b0044//
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	b1212//b1552//
AdiY_H-NS_IHF	b0432//
AgaR_CRP	b4193//b4050//b2278//b1650//
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	b4288//b2662//b3518//b4237//b1129//b0934//
AppY_ArcA_YdeO	b1421//b3437//b1651//b4152//
AraC_CRP	b1743//b2754//b0033//b2799//b1593//b3124//b4468//b2281//b3417//
AraC_CRP_XylR	b1387//b0811//b4016//
AraC_NagC	sroD//b0887//
ArcA_BetI_Cra	b1670//b3316//b3367//b1210//
ArcA_CRP_CaiF_FNR_H-NS	b1040//b0783//b1010//b1736//b0088//b3357//
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	b2155//b3605//b2588//b4177//b4069//
ArcA_CRP_Cra_FNR_Fis_Fur_PdhR	b3566//
ArcA_CRP_Cra_FNR_MarA_Rob_SoxS	b1024//
ArcA_CRP_Cra_FNR_NsrR_PdhR	b3409//b3326//
ArcA_CRP_Cra_Fis	b4039//
ArcA_CRP_Cra_IHF_IclR	b3541//b2367//b2903//
ArcA_CRP_DcuR	b1512//
ArcA_CRP_DcuR_DpiA_FNR_NarL	b4015//b3273//
ArcA_CRP_DcuR_FNR_Fis_Fur_NarL	b0587//
ArcA_CRP_DnaA_FNR	b3329//
ArcA_CRP_DpiA_FNR_NarL	b0950//b4311//b3126//b2838//b1590//b3853//
ArcA_CRP_DpiA_FlhDC	b3260//
ArcA_CRP_EvgA_FliZ_GadE_GadW_GadX_H-NS_PhoP_YdeO	b1421//b3319//
ArcA_CRP_FNR	b2570//
ArcA_CRP_FNR_Fis_FlhDC_GlpR	b0350//b3094//b1297//
ArcA_CRP_FNR_Fis_Fur_PdhR	b1221//
ArcA_CRP_FNR_Fis_IHF_NarL	b3756//
ArcA_CRP_FNR_Fur	b0432//b1651//b3743//b3169//
ArcA_CRP_FNR_Fur_IHF	b2717//b2490//b0431//b1673//
ArcA_CRP_FNR_Fur_IHF_MarA_Rob_SoxS	b2280//
