#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:14:41 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/rcomplex_bnum.txt
AccB_FadR	b1987//b4195//
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	b4396//b2307//b0225//
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	b2926//b1805//
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	b2840//b2916//
AcrR_FNR_Fur_SoxR	b2017//
AcrR_FNR_Fur_SoxR_SoxS	b0852//
AcrR_H-NS_HU_IHF_Lrp_MarA_OmpR_Rob_SoxS	b4010//
Ada_AidB_Lrp	b4123//
AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR	b0587//
AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR	b3771//
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	b2741//b0889//b3410//
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	b4037//b0077//
AdiY_H-NS_IHF	b0062//
AgaR_CRP	b1674//b3408//b2723//b2277//
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	b2717//b0450//b3326//b2579//b0820//b4577//
AppY_ArcA_YdeO	b1243//b0034//b3481//b1012//
AraC_CRP	b0087//b2579//b3171//b0178//b2077//b2705//b2470//b4070//b3565//
AraC_CRP_XylR	b1649//b1258//b0954//
AraC_NagC	b2675//b2756//
ArcA_BetI_Cra	b3851//b4139//b1737//b3325//
ArcA_CRP_CaiF_FNR_H-NS	b1475//b2224//b1987//b1590//b3134//b4050//
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	b1062//b2617//b2231//b4376//b2425//
ArcA_CRP_Cra_FNR_Fis_Fur_PdhR	b1951//
ArcA_CRP_Cra_FNR_MarA_Rob_SoxS	b2702//
ArcA_CRP_Cra_FNR_NsrR_PdhR	b1904//b2416//
ArcA_CRP_Cra_Fis	b3277//
ArcA_CRP_Cra_IHF_IclR	b2713//b3927//b2677//
ArcA_CRP_DcuR	b2990//
ArcA_CRP_DcuR_DpiA_FNR_NarL	b0564//b3741//
ArcA_CRP_DcuR_FNR_Fis_Fur_NarL	b3939//
ArcA_CRP_DnaA_FNR	b1745//
ArcA_CRP_DpiA_FNR_NarL	b3316//b1493//b4511//b2092//b2997//b4009//
ArcA_CRP_DpiA_FlhDC	b3528//
ArcA_CRP_EvgA_FliZ_GadE_GadW_GadX_H-NS_PhoP_YdeO	b2669//b4290//
ArcA_CRP_FNR	b1779//
ArcA_CRP_FNR_Fis_FlhDC_GlpR	b1008//b0335//b1024//
ArcA_CRP_FNR_Fis_Fur_PdhR	b3461//
ArcA_CRP_FNR_Fis_IHF_NarL	b0945//
ArcA_CRP_FNR_Fur	b1593//b1658//b0929//b1734//
ArcA_CRP_FNR_Fur_IHF	b3357//b3829//b4311//b0623//
ArcA_CRP_FNR_Fur_IHF_MarA_Rob_SoxS	b1517//
ArcA_CRP_FNR_Fur_MarA_Rob_SoxR_SoxS	b1939//
ArcA_CRP_FNR_IHF_NarL	b2481//
ArcA_CRP_FNR_NarL	b4383//
ArcA_CRP_FadR	b1621//b3870//
ArcA_CRP_FadR_HipB	b1259//
ArcA_CRP_FadR_OmpR_PhoP	b3969//
ArcA_CRP_Fis_Mlc_SoxS	b4357//
ArcA_CRP_Fis_XylR	b1275//
ArcA_CRP_Fur_GadX_MqsA	b1007//
ArcA_CRP_GatR	b2588//b2205//b3752//b1921//b3509//b1022//
ArcA_CRP_GlpR	b0388//
ArcA_CRP_IHF	b1500//
ArcA_CRP_PuuR	b1182//b2707//b3800//b0679//b3452//
ArcA_CRP_RhaS	b3255//
ArcA_CRP_TreR	b0411//b4366//
ArcA_CadC_GadE-RcsB_GadX_H-NS_Lrp	b1247//b4067//
ArcA_Cra	b2287//
ArcA_Cra_FNR_H-NS_HypT	b0820//b2912//
ArcA_CysB_FNR	b0578//
ArcA_FNR	b1112//b3077//b3605//b2589//b0333//b0396//b1387//b2716//b1682//b1023//b2905//b1224//b2284//b0605//
ArcA_FNR_Fis_Fur_IHF_NsrR_PdhR	b4198//
ArcA_FNR_Fis_IHF_NarL	b0606//b3528//b2617//b1562//b3869//b4467//b0619//b1650//b0616//b0337//b2422//b2205//b4289//
ArcA_FNR_Fur_IHF	b3581//
ArcA_FNR_IHF	b3924//b3750//b2783//
ArcA_FNR_IHF_NarL	b1297//b4120//
ArcA_FNR_NarL	b2236//b2429//b1276//b2784//
ArcA_FNR_PhoP	b2784//
ArcA_FNR_PuuR	b2995//b3968//
ArcA_FadR	b2278//b4153//b4452//
ArcA_FadR_Fis	b0396//b3413//
ArcA_Fur_Lrp_ModE	b0784//b2017//b2215//b4310//b3575//
ArcA_GlcC_IHF_PdhR	b4316//b3414//b1307//b3319//b1299//b1987//
ArcA_LexA	b4004//b0036//
ArcA_LldR	b0733//b3514//b1223//
ArcA_NarL	b2758//b3772//b3961//b0333//b1275//b2758//b3314//b4062//
ArcA_NtrC_PhoP_RutR	b1796//b0451//b3540//b4030//b1818//b1552//b2199//
ArgP_CRP_DnaA_Fis_H-NS_NrdR	b3316//b2663//b1024//
ArgP_CRP_FNR_Fur_Nac	b0764//
ArgP_DnaA	b2579//b0331//b0061//
ArgP_Lrp	b4316//b4315//
ArgP_LysR	b0809//
ArgP_PhoB	b2076//
ArgR_CRP	b1907//
ArgR_CRP_Fis	b1022//b1587//b2344//b2840//b3854//b1622//b0090//b0620//
ArgR_Fis_IHF_PepA_PurR_RutR	b3721//b1129//
ArgR_H-NS_NtrC	b3317//b4000//b3318//b3846//
ArgR_NtrC	b3316//b3574//b0617//b4009//b1670//
ArgR_PhoP	b3072//
AscG_CRP	b2728//b1398//b4010//
AscG_CRP_PhoB_PrpR	b2756//
AsnC_MraZ_Nac	b2591//
AsnC_Nac	b2757//b1389//
AtoC_IHF	b4068//b1221//b3514//b2805//
BaeR_CpxR	b2711//b1038//b3118//b3514//b1245//b3125//b1006//
BaeR_CpxR_EvgA	b4177//
BasR_CRP_CpxR_Cra_CsgD_FliZ_IHF_MlrA_MqsA_OmpR_RcdA_RcsAB_RstA	b3515//b3428//b0810//b0083//
BasR_CpxR_PdhR	b2660//b1021//
BasR_Fis	b2980//
BasR_H-NS_IHF_NagC_NanR	b2727//
BasR_MarA_PutA	b3330//
BasR_PhoP	b1938//
BasR_QseB	b2215//b3266//
CRP_CaiF_FNR	b2756//b3583//b0388//b1852//
CRP_ChbR_NagC	b1651//b2784//b1301//b0118//b0758//b3449//
CRP_ComR	b4004//
CRP_CpxR	b0894//
CRP_CpxR_CytR	b2659//
CRP_CpxR_CytR_DnaA_IHF	b0461//
CRP_CpxR_EnvY_Fur_IHF_OmpR_PhoB_RstA	b2572//
CRP_CpxR_GlrR_IHF_NtrC_RcsB	b3118//b0889//b0365//b2838//
CRP_Cra	b2075//b0092//b4637//b0061//b3599//b0620//
CRP_Cra_FNR_Fis_H-NS_IHF_NarL_NarP	b1227//b1109//b1493//b3363//
CRP_Cra_FNR_PdhR	b1900//
CRP_Cra_Fis	b1680//
CRP_Cra_Fis_GlcC	b1735//
