#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:14:41 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/rcomplex_bnum.txt
AccB_FadR	b2715//b0872//
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	b3092//b3868//b3410//
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	b4019//b1941//
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	b3165//b0733//
AcrR_FNR_Fur_SoxR	b3330//
AcrR_FNR_Fur_SoxR_SoxS	b2741//
AcrR_H-NS_HU_IHF_Lrp_MarA_OmpR_Rob_SoxS	b3851//
Ada_AidB_Lrp	b0681//
AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR	b2207//
AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR	b1334//
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	b3508//b0827//b0313//
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	b4441//b3165//
AdiY_H-NS_IHF	b2096//
AgaR_CRP	b0178//b0088//b1951//b2284//
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	b1136//b0161//b0733//b3081//b0809//b3333//
AppY_ArcA_YdeO	b3942//b2980//b4233//b2916//
AraC_CRP	b3924//b0429//b2702//b3414//b2481//b1616//b3543//b3315//b3579//
AraC_CRP_XylR	b4315//b2323//b0347//
AraC_NagC	b0851//b1511//
ArcA_BetI_Cra	b0583//b0758//b3567//b2677//
ArcA_CRP_CaiF_FNR_H-NS	b0676//b1024//b3413//b1943//b2234//b2151//
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	b1514//b1335//b1674//b4177//b2730//
ArcA_CRP_Cra_FNR_Fis_Fur_PdhR	b0605//
ArcA_CRP_Cra_FNR_MarA_Rob_SoxS	b0853//
ArcA_CRP_Cra_FNR_NsrR_PdhR	b3903//b0978//
ArcA_CRP_Cra_Fis	b4539//
ArcA_CRP_Cra_IHF_IclR	b3117//b3417//b2757//
ArcA_CRP_DcuR	b1669//
ArcA_CRP_DcuR_DpiA_FNR_NarL	b3565//b3581//
ArcA_CRP_DcuR_FNR_Fis_Fur_NarL	b0367//
ArcA_CRP_DnaA_FNR	b4027//
ArcA_CRP_DpiA_FNR_NarL	b3118//b2673//b2234//b3907//b2711//b1943//
ArcA_CRP_DpiA_FlhDC	b1564//
ArcA_CRP_EvgA_FliZ_GadE_GadW_GadX_H-NS_PhoP_YdeO	b1738//b2421//
ArcA_CRP_FNR	b0431//
ArcA_CRP_FNR_Fis_FlhDC_GlpR	b0314//b3326//b3212//
ArcA_CRP_FNR_Fis_Fur_PdhR	b3276//
ArcA_CRP_FNR_Fis_IHF_NarL	b0082//
ArcA_CRP_FNR_Fur	b2368//b2342//b2416//b1493//
ArcA_CRP_FNR_Fur_IHF	b4457//b1850//b1324//b0602//
ArcA_CRP_FNR_Fur_IHF_MarA_Rob_SoxS	b0342//
ArcA_CRP_FNR_Fur_MarA_Rob_SoxR_SoxS	b0197//
ArcA_CRP_FNR_IHF_NarL	b0872//
ArcA_CRP_FNR_NarL	b4194//
ArcA_CRP_FadR	b2417//b3940//
ArcA_CRP_FadR_HipB	b4026//
ArcA_CRP_FadR_OmpR_PhoP	b2221//
ArcA_CRP_Fis_Mlc_SoxS	b0037//
ArcA_CRP_Fis_XylR	b4076//
ArcA_CRP_Fur_GadX_MqsA	b0853//
ArcA_CRP_GatR	b2741//b2590//b1516//b3578//b2284//b1739//
ArcA_CRP_GlpR	b2669//
ArcA_CRP_IHF	b2156//
ArcA_CRP_PuuR	b1040//b1039//b4322//b3722//b1227//
ArcA_CRP_RhaS	b1480//
ArcA_CRP_TreR	b3603//b0088//
ArcA_CadC_GadE-RcsB_GadX_H-NS_Lrp	b3581//b0586//
ArcA_Cra	b2804//
ArcA_Cra_FNR_H-NS_HypT	b1222//b3506//
