#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:14:41 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/rcomplex_bnum.txt
AccB_FadR	b2802//b4319//
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	b3437//b0125//b2367//
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	b1323//b0950//
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	b0907//b3077//
AcrR_FNR_Fur_SoxR	b1384//
AcrR_FNR_Fur_SoxR_SoxS	b3751//
AcrR_H-NS_HU_IHF_Lrp_MarA_OmpR_Rob_SoxS	b1101//
Ada_AidB_Lrp	b4384//
AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR	b2669//
AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR	b0810//
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	b1129//b4381//b3577//
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	b3333//b4366//
AdiY_H-NS_IHF	b4322//
AgaR_CRP	b0784//b1497//b3831//b3265//
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	b2231//b4266//b2203//b4383//b4323//b3477//
AppY_ArcA_YdeO	b0886//b4125//b2488//b0038//
AraC_CRP	b1563//b4117//b3516//b2288//b0368//b2421//b3540//b0873//b0721//
AraC_CRP_XylR	b2980//b2151//b4027//
AraC_NagC	b0887//b2342//
ArcA_BetI_Cra	b3317//b1745//b1649//b0396//
ArcA_CRP_CaiF_FNR_H-NS	b3429//b3327//b4511//b1499//b2029//b1650//
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	b0084//b3580//b3070//b4467//b4324//
ArcA_CRP_Cra_FNR_Fis_Fur_PdhR	b0954//
ArcA_CRP_Cra_FNR_MarA_Rob_SoxS	b3605//
ArcA_CRP_Cra_FNR_NsrR_PdhR	b0950//b4441//
ArcA_CRP_Cra_Fis	b3367//
ArcA_CRP_Cra_IHF_IclR	b1593//b0722//b2369//
ArcA_CRP_DcuR	b4006//
ArcA_CRP_DcuR_DpiA_FNR_NarL	b0388//b2724//
ArcA_CRP_DcuR_FNR_Fis_Fur_NarL	b2662//
ArcA_CRP_DnaA_FNR	b1588//
ArcA_CRP_DpiA_FNR_NarL	b3566//b4291//b0083//b3312//b3828//b0977//
ArcA_CRP_DpiA_FlhDC	b3476//
ArcA_CRP_EvgA_FliZ_GadE_GadW_GadX_H-NS_PhoP_YdeO	b3556//b2222//
ArcA_CRP_FNR	b2679//
ArcA_CRP_FNR_Fis_FlhDC_GlpR	b1617//b4239//b0070//
ArcA_CRP_FNR_Fis_Fur_PdhR	b0390//
ArcA_CRP_FNR_Fis_IHF_NarL	b0020//
ArcA_CRP_FNR_Fur	b1562//b1738//b1182//b2215//
ArcA_CRP_FNR_Fur_IHF	b0606//b1712//b1257//b3926//
ArcA_CRP_FNR_Fur_IHF_MarA_Rob_SoxS	b3117//
ArcA_CRP_FNR_Fur_MarA_Rob_SoxR_SoxS	b2911//
ArcA_CRP_FNR_IHF_NarL	b2392//
ArcA_CRP_FNR_NarL	b1301//
ArcA_CRP_FadR	b4239//b1674//
ArcA_CRP_FadR_HipB	b0852//
ArcA_CRP_FadR_OmpR_PhoP	b2095//
ArcA_CRP_Fis_Mlc_SoxS	b2591//
ArcA_CRP_Fis_XylR	b3544//
ArcA_CRP_Fur_GadX_MqsA	b4382//
ArcA_CRP_GatR	b3772//b2424//b3037//b0313//b3313//b2365//
ArcA_CRP_GlpR	b1922//
ArcA_CRP_IHF	b3093//
ArcA_CRP_PuuR	b0972//b2280//b2234//b1530//b2572//
ArcA_CRP_RhaS	b0929//
ArcA_CRP_TreR	b3575//b1852//
ArcA_CadC_GadE-RcsB_GadX_H-NS_Lrp	b0333//b1071//
ArcA_Cra	b2591//
ArcA_Cra_FNR_H-NS_HypT	b2195//b4131//
ArcA_CysB_FNR	b2757//
ArcA_FNR	b0390//b2369//b1970//b3769//b2286//b3828//b3934//b3076//b2976//b0462//b3081//b2194//b1395//b0819//
ArcA_FNR_Fis_Fur_IHF_NsrR_PdhR	b1225//
ArcA_FNR_Fis_IHF_NarL	b0078//b3542//b0330//b2237//b3449//b4357//b3903//b1679//b1923//b0181//b0451//b4010//b3540//
ArcA_FNR_Fur_IHF	b1210//
ArcA_FNR_IHF	b1656//b2369//b1617//
ArcA_FNR_IHF_NarL	b1593//b3133//
ArcA_FNR_NarL	b1243//b3414//b1212//b4475//
ArcA_FNR_PhoP	b0805//
ArcA_FNR_PuuR	b3081//b3829//
ArcA_FadR	b3072//b1222//b2199//
ArcA_FadR_Fis	b1620//b0976//
ArcA_Fur_Lrp_ModE	b4014//b2323//b0720//b1474//b0451//
ArcA_GlcC_IHF_PdhR	b3335//b2710//b2194//b2285//b3476//b3925//
ArcA_LexA	b2552//b0586//
ArcA_LldR	b2500//b3255//b2143//
