#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:14:41 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/rcomplex_bnum.txt
AccB_FadR	b2487//b2702//
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	b1246//b2762//b0113//
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	b0592//b1535//
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	b2720//b4123//
AcrR_FNR_Fur_SoxR	b3772//
AcrR_FNR_Fur_SoxR_SoxS	b3260//
AcrR_H-NS_HU_IHF_Lrp_MarA_OmpR_Rob_SoxS	b4662//
Ada_AidB_Lrp	b3230//
AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR	b1987//
AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR	b0096//
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	b0585//b0727//b0783//
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	b3213//b3037//
AdiY_H-NS_IHF	b0979//
AgaR_CRP	b2200//b3076//b2369//b3769//
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	b3277//b2980//b1738//b0096//b2717//b4026//
AppY_ArcA_YdeO	b2364//b0811//b2076//b1190//
AraC_CRP	b0950//b2075//b0895//b3495//b2764//b3359//b4039//b0202//b0726//
AraC_CRP_XylR	b2741//b2342//b4238//
AraC_NagC	b2198//b4365//
ArcA_BetI_Cra	b4471//b1480//b2508//b4441//
ArcA_CRP_CaiF_FNR_H-NS	b2571//b3076//b2499//b2801//b3227//b4193//
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	b2344//b1247//b3124//b3265//b0785//
ArcA_CRP_Cra_FNR_Fis_Fur_PdhR	b4072//
ArcA_CRP_Cra_FNR_MarA_Rob_SoxS	b2156//
ArcA_CRP_Cra_FNR_NsrR_PdhR	b0411//b3576//
ArcA_CRP_Cra_Fis	b3169//
ArcA_CRP_Cra_IHF_IclR	b3507//b0980//b2802//
ArcA_CRP_DcuR	b0720//
ArcA_CRP_DcuR_DpiA_FNR_NarL	b4009//b3124//
ArcA_CRP_DcuR_FNR_Fis_Fur_NarL	b3368//
ArcA_CRP_DnaA_FNR	b2756//
ArcA_CRP_DpiA_FNR_NarL	b2196//b0759//b4131//b0124//b3800//b4310//
ArcA_CRP_DpiA_FlhDC	b0678//
ArcA_CRP_EvgA_FliZ_GadE_GadW_GadX_H-NS_PhoP_YdeO	b2280//b4457//
ArcA_CRP_FNR	b3580//
ArcA_CRP_FNR_Fis_FlhDC_GlpR	b0977//b0095//b0090//
ArcA_CRP_FNR_Fis_Fur_PdhR	b1987//
ArcA_CRP_FNR_Fis_IHF_NarL	b0954//
ArcA_CRP_FNR_Fur	b0313//b0570//b3265//b1564//
ArcA_CRP_FNR_Fur_IHF	b4004//b4233//b2308//b4005//
ArcA_CRP_FNR_Fur_IHF_MarA_Rob_SoxS	b0154//
ArcA_CRP_FNR_Fur_MarA_Rob_SoxR_SoxS	b1748//
ArcA_CRP_FNR_IHF_NarL	b2706//
ArcA_CRP_FNR_NarL	b0199//
ArcA_CRP_FadR	b2923//b1507//
ArcA_CRP_FadR_HipB	b1732//
ArcA_CRP_FadR_OmpR_PhoP	b3125//
ArcA_CRP_Fis_Mlc_SoxS	b0334//
ArcA_CRP_Fis_XylR	b1476//
ArcA_CRP_Fur_GadX_MqsA	b3357//
ArcA_CRP_GatR	b1007//b0061//b4027//b2424//b0931//b3940//
ArcA_CRP_GlpR	b0976//
ArcA_CRP_IHF	b4132//
ArcA_CRP_PuuR	b0896//b1475//b2678//b1850//b4193//
ArcA_CRP_RhaS	b4324//
ArcA_CRP_TreR	b3828//b3083//
ArcA_CadC_GadE-RcsB_GadX_H-NS_Lrp	b1658//b2421//
ArcA_Cra	b1299//
ArcA_Cra_FNR_H-NS_HypT	b2202//b1658//
ArcA_CysB_FNR	b4267//
ArcA_FNR	b3725//b2487//b2203//b3335//b1650//b4062//b1323//b1519//b0587//b1299//b2323//b3214//b3070//b2980//
ArcA_FNR_Fis_Fur_IHF_NsrR_PdhR	b2017//
ArcA_FNR_Fis_IHF_NarL	b2365//b2904//b4311//b1973//b1970//b4662//b0431//b2234//b3904//b1006//b0570//b2428//b0620//
ArcA_FNR_Fur_IHF	b3168//
ArcA_FNR_IHF	b0602//b4460//b3772//
ArcA_FNR_IHF_NarL	b1223//b2841//
ArcA_FNR_NarL	b2728//b1307//b1941//b1062//
ArcA_FNR_PhoP	b0019//
ArcA_FNR_PuuR	b2307//b3329//
ArcA_FadR	b4240//b4471//b1398//
ArcA_FadR_Fis	b1563//b1038//
ArcA_Fur_Lrp_ModE	b0759//b3429//b3325//b0613//b0202//
ArcA_GlcC_IHF_PdhR	b4238//b1474//b0064//b0036//b2760//b3770//
ArcA_LexA	b1022//b3312//
ArcA_LldR	b0726//b1564//b3902//
ArcA_NarL	b2280//b1587//b1736//b0785//b0908//b3070//b4376//b2093//
ArcA_NtrC_PhoP_RutR	b1482//b3223//b3491//b2804//b0205//b1308//b2421//
ArgP_CRP_DnaA_Fis_H-NS_NrdR	b1384//b1304//b4018//
ArgP_CRP_FNR_Fur_Nac	b0594//
ArgP_DnaA	b0087//ilvG_1//b2194//
ArgP_Lrp	b0203//ilvG_2//
ArgP_LysR	b0343//
ArgP_PhoB	b1951//
ArgR_CRP	b2283//
ArgR_CRP_Fis	b1674//b1475//b0933//b0450//b2674//b2800//b2674//b3926//
ArgR_Fis_IHF_PepA_PurR_RutR	b3574//b2997//
ArgR_H-NS_NtrC	b2201//b3766//b3461//b1973//
ArgR_NtrC	b0349//b1674//b0977//b4014//b0937//
ArgR_PhoP	b1101//
AscG_CRP	b2222//b2805//b3757//
AscG_CRP_PhoB_PrpR	b2074//
AsnC_MraZ_Nac	b2364//
AsnC_Nac	b3556//b4003//
AtoC_IHF	b1334//b2287//b0092//b4117//
BaeR_CpxR	b3449//b2617//b4317//b0616//b1015//b1038//b2927//
BaeR_CpxR_EvgA	b0873//
BasR_CRP_CpxR_Cra_CsgD_FliZ_IHF_MlrA_MqsA_OmpR_RcdA_RcsAB_RstA	b3260//b4076//b1733//b0728//
BasR_CpxR_PdhR	b2243//b3516//
BasR_Fis	b4133//
BasR_H-NS_IHF_NagC_NanR	b3666//
BasR_MarA_PutA	b4014//
BasR_PhoP	b3758//
BasR_QseB	b1904//b1674//
CRP_CaiF_FNR	b3330//b3072//b2729//b3571//
CRP_ChbR_NagC	b2757//b0180//b3495//b0367//b4000//b0871//
CRP_ComR	b1393//
CRP_CpxR	b4265//
CRP_CpxR_CytR	b0681//
CRP_CpxR_CytR_DnaA_IHF	b1136//
CRP_CpxR_EnvY_Fur_IHF_OmpR_PhoB_RstA	b0570//
CRP_CpxR_GlrR_IHF_NtrC_RcsB	b4357//b3766//b1395//b3072//
CRP_Cra	b1732//b3725//b3363//b4384//b2204//b1006//
CRP_Cra_FNR_Fis_H-NS_IHF_NarL_NarP	b4441//b3266//b4187//b2278//
CRP_Cra_FNR_PdhR	b0623//
CRP_Cra_Fis	b4036//
CRP_Cra_Fis_GlcC	b0997//
CRP_Cra_Fis_MtlR	b0020//b1516//b4009//
CRP_Cra_Mlc_NagC	b2074//b0462//b2078//b2240//b0978//b0928//
CRP_Cra_PrpR	b0908//b3540//b0929//b3165//
CRP_CreB_Fis_MalT	b1535//b3430//b0720//
CRP_CsiR_H-NS_Lrp	b3968//b3230//
CRP_CsiR_H-NS_Lrp_Nac	b3934//b1612//b2757//
CRP_CspA_Fis	b1716//
CRP_CytR	b0595//b2222//b0461//
CRP_CytR_DeoR	b2617//b1923//
CRP_CytR_DeoR_Fis_ModE	b3924//b2155//b0887//b2994//
CRP_CytR_Nac	b2078//
CRP_CytR_NsrR	b3600//
CRP_DcuR_FNR_NarL	b3082//
CRP_DinJ-YafQ	b1298//
CRP_DnaA_Fis_PurR	b3331//b3480//
CRP_DpiA_ExuR	b4323//
CRP_DsdC	b3275//b4384//
CRP_EbgR	b3113//b3543//
CRP_EvgA_FliZ_GadE_GadW_GadX_H-NS_YdeO	b1671//b0978//
CRP_ExuR	b3114//
CRP_ExuR_FNR	b2223//b1039//
CRP_ExuR_OxyR_UxuR	b0116//b1480//
CRP_ExuR_UxuR	b0595//
CRP_FNR	b4197//
CRP_FNR_FhlA_HyfR	b2712//b0679//b0724//b0998//b1042//b2224//b2323//b1681//b1501//b2365//b0112//b0826//
CRP_FNR_Fis	b2194//b3333//b1038//
CRP_FNR_Fis_GlpR_IHF	b2490//b4354//
CRP_FNR_Fis_H-NS_SlyA	b2151//
CRP_FNR_GcvA_Lrp_PurR	b2957//b3073//b3701//
CRP_FNR_H-NS_NarL	b3452//
CRP_FNR_IHF_TdcA_TdcR	b2507//b3161//b4192//b1335//b3126//ilvG_1//b0805//
CRP_FNR_NarL	b3748//b4452//b4014//
CRP_FeaR_NsrR	b3225//
CRP_Fis	b2224//b0812//b3230//b2943//b2423//
CRP_Fis_FlhDC_GalR_GalS	b0116//b3357//
CRP_Fis_FliZ_IHF_Lrp	b1681//
CRP_Fis_H-NS_HipAB_HipB_MazE_MazE-MazF	b2979//b4197//
CRP_Fis_H-NS_LeuO_RcsB-BglJ_StpA	b0973//b0724//b1761//
CRP_Fis_IHF	b0077//b3766//b1301//b0333//b0933//
CRP_Fis_NanR	b3542//b0623//b0315//b3571//b0811//
CRP_Fis_NtrC	b0036//b1482//b0460//
CRP_Fis_XylR	b3725//b1797//b2306//
CRP_FlhDC_GalR_GalS	b0679//
CRP_FucR	b3961//b2486//b1070//b3723//b2296//b4312//b2783//
CRP_Fur	b1587//b1036//b2095//b0784//b1222//b1258//b3025//b3515//b3082//
CRP_Fur_HypT_PdhR	b3331//b3171//b4237//b0781//b3855//
CRP_Fur_OxyR_SoxS	b4030//
CRP_GalR_GalS	b2243//
CRP_GalR_GalS_H-NS_HU	b2762//b1015//b4192//b3333//
CRP_GalR_GalS_NagC	b4452//
CRP_GlpR	b3518//b2278//b0978//
CRP_GntR	b4323//b3113//
CRP_GntR_IdnR	b3829//b0720//b0461//b4539//b3094//b0198//b0573//
CRP_GntR_IscR	b3165//
CRP_GutM_GutR_H-NS	b3313//b1160//b3934//b1109//b1301//b0088//b0734//
CRP_H-NS	b3426//
CRP_H-NS_HipAB_HipB_NtrC	b2573//
CRP_H-NS_LacI	b2202//b2754//b2993//
CRP_H-NS_LeuO	b4313//b2802//b1492//b1651//b3272//b4154//b1222//
CRP_H-NS_MqsA	b3969//
CRP_IHF	b4005//b3565//b2708//b0933//
CRP_IHF_MprA_OmpR	b1745//
CRP_IHF_NsrR	b1904//
CRP_IHF_PaaX	b0089//b4195//b2156//b3115//b1298//b1593//b3583//b0851//b2717//b0929//b2150//b2760//
CRP_IHF_UlaR	b4289//b1907//b3416//b3172//b1921//b0764//
CRP_IHF_YiaJ	b3126//b0430//b1649//b2368//b3230//b3508//b3114//b3133//b3410//b3511//
CRP_LexA	b2710//
CRP_Lrp	b0096//b3934//b1307//b4313//
CRP_Lrp_Mlc	b0850//
CRP_Lrp_Nac	b3566//
CRP_LsrR	b0389//b1616//b1683//b2730//b1101//b2722//b3870//b1300//b3580//
CRP_MalI	b3509//b1334//b1593//
CRP_MalT	b1395//b4068//b3724//
CRP_MalT_PhoP	b0575//
CRP_MelR	b1394//b2758//b1247//
