#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:14:41 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/rcomplex_bnum.txt
AccB_FadR	b2709//b4322//
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	b3491//b2781//b3230//
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	b3569//b4115//
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	b4311//b0460//
AcrR_FNR_Fur_SoxR	b3367//
AcrR_FNR_Fur_SoxR_SoxS	b0785//
AcrR_H-NS_HU_IHF_Lrp_MarA_OmpR_Rob_SoxS	b1007//
Ada_AidB_Lrp	b0676//
AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR	b4291//
AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR	b0124//
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	b0908//b1674//b0594//
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	b2235//b3556//
AdiY_H-NS_IHF	b0429//
AgaR_CRP	b2570//b0623//b0367//b1715//
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	b4239//b3758//b1298//b2215//b4198//b3728//
AppY_ArcA_YdeO	b2726//b3479//b2718//b0682//
AraC_CRP	b3278//b1021//b2096//b3073//b3605//b3335//b3329//b0348//b0368//
AraC_CRP_XylR	b2760//b1588//b0781//
AraC_NagC	b2716//b1805//
ArcA_BetI_Cra	b1891//b0980//b2837//b4400//
ArcA_CRP_CaiF_FNR_H-NS	b1021//b3367//b3870//b3828//b1674//b2425//
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	b0085//b1779//b0871//b3568//b3325//
ArcA_CRP_Cra_FNR_Fis_Fur_PdhR	b3255//
ArcA_CRP_Cra_FNR_MarA_Rob_SoxS	b3072//
ArcA_CRP_Cra_FNR_NsrR_PdhR	b0873//b3037//
ArcA_CRP_Cra_Fis	b3564//
ArcA_CRP_Cra_IHF_IclR	b1530//b4267//b4265//
ArcA_CRP_DcuR	b0344//
ArcA_CRP_DcuR_DpiA_FNR_NarL	b2732//b1850//
ArcA_CRP_DcuR_FNR_Fis_Fur_NarL	b2943//
ArcA_CRP_DnaA_FNR	b3428//
ArcA_CRP_DpiA_FNR_NarL	b1748//b0197//b2281//b0124//b2491//b1061//
ArcA_CRP_DpiA_FlhDC	b2094//
ArcA_CRP_EvgA_FliZ_GadE_GadW_GadX_H-NS_PhoP_YdeO	b2285//b2803//
ArcA_CRP_FNR	b4383//
ArcA_CRP_FNR_Fis_FlhDC_GlpR	b4033//b3091//b1226//
ArcA_CRP_FNR_Fis_Fur_PdhR	b0935//
ArcA_CRP_FNR_Fis_IHF_NarL	b0811//
ArcA_CRP_FNR_Fur	b3927//b2423//b1738//b3132//
ArcA_CRP_FNR_Fur_IHF	b1597//b0116//b2206//b3222//
