#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:14:41 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/rcomplex_bnum.txt
AccB_FadR	b0880//b3125//
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	b0460//b3070//b2763//
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	b0606//b1258//
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	b1922//b0677//
AcrR_FNR_Fur_SoxR	b2674//
AcrR_FNR_Fur_SoxR_SoxS	b2223//
AcrR_H-NS_HU_IHF_Lrp_MarA_OmpR_Rob_SoxS	b2591//
Ada_AidB_Lrp	b0078//
AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR	b0450//
AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR	b3580//
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	b1500//b4239//b4139//
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	b0578//b3332//
AdiY_H-NS_IHF	b0564//
AgaR_CRP	b2591//b1041//b3580//b3759//
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	b3453//b1594//b1300//b0020//b3903//b1101//
AppY_ArcA_YdeO	b1226//b4383//b4320//b4309//
AraC_CRP	b3579//b3260//b4318//b4266//b3166//b2994//b3408//b0086//b1679//
AraC_CRP_XylR	b0033//b3273//b1745//
AraC_NagC	b3506//b0720//
ArcA_BetI_Cra	b1212//b3135//b2837//b4010//
ArcA_CRP_CaiF_FNR_H-NS	b3334//b2508//b3321//b0595//b1939//b1129//
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	b4040//b2728//b2702//b0810//b1734//
ArcA_CRP_Cra_FNR_Fis_Fur_PdhR	b3331//
ArcA_CRP_Cra_FNR_MarA_Rob_SoxS	b0312//
ArcA_CRP_Cra_FNR_NsrR_PdhR	b4029//b1480//
ArcA_CRP_Cra_Fis	b1226//
ArcA_CRP_Cra_IHF_IclR	b0435//b3868//b1334//
ArcA_CRP_DcuR	b1334//
ArcA_CRP_DcuR_DpiA_FNR_NarL	b0199//b1241//
ArcA_CRP_DcuR_FNR_Fis_Fur_NarL	b0181//
ArcA_CRP_DnaA_FNR	b3409//
ArcA_CRP_DpiA_FNR_NarL	b1298//b1562//b0759//b1507//b4289//b1987//
ArcA_CRP_DpiA_FlhDC	b3940//
ArcA_CRP_EvgA_FliZ_GadE_GadW_GadX_H-NS_PhoP_YdeO	b1593//b1243//
ArcA_CRP_FNR	b1732//
ArcA_CRP_FNR_Fis_FlhDC_GlpR	b0348//b0334//b2484//
ArcA_CRP_FNR_Fis_Fur_PdhR	b0733//
ArcA_CRP_FNR_Fis_IHF_NarL	b4123//
ArcA_CRP_FNR_Fur	b4196//b1211//b0315//b1761//
ArcA_CRP_FNR_Fur_IHF	b0997//b2731//b0929//b1620//
ArcA_CRP_FNR_Fur_IHF_MarA_Rob_SoxS	b3113//
ArcA_CRP_FNR_Fur_MarA_Rob_SoxR_SoxS	b2660//
ArcA_CRP_FNR_IHF_NarL	b3588//
ArcA_CRP_FNR_NarL	b4039//
ArcA_CRP_FadR	b1398//b4438//
ArcA_CRP_FadR_HipB	b2911//
ArcA_CRP_FadR_OmpR_PhoP	b1394//
ArcA_CRP_Fis_Mlc_SoxS	b2416//
ArcA_CRP_Fis_XylR	b2491//
ArcA_CRP_Fur_GadX_MqsA	b2364//
ArcA_CRP_GatR	b3753//b0461//b4431//b2095//b4075//b1508//
ArcA_CRP_GlpR	b0313//
ArcA_CRP_IHF	b1391//
ArcA_CRP_PuuR	b0574//b2721//b1241//b2286//b3907//
ArcA_CRP_RhaS	b0975//
ArcA_CRP_TreR	b3113//b4637//
ArcA_CadC_GadE-RcsB_GadX_H-NS_Lrp	b3727//b0342//
ArcA_Cra	b3725//
ArcA_Cra_FNR_H-NS_HypT	b3926//b1136//
ArcA_CysB_FNR	b0850//
ArcA_FNR	b0461//b1901//ilvG_1//b3453//b3073//b3927//b3125//b3113//b1476//b3542//b3207//b3721//b4151//b0762//
ArcA_FNR_Fis_Fur_IHF_NsrR_PdhR	b2994//
ArcA_FNR_Fis_IHF_NarL	b4122//b3261//b3506//b4117//b2159//b3222//b4015//b2673//b0221//b2199//b2196//b3625//b3556//
ArcA_FNR_Fur_IHF	b2675//
ArcA_FNR_IHF	b1221//b1987//b0894//
ArcA_FNR_IHF_NarL	b2159//b1492//
ArcA_FNR_NarL	b2370//b1587//b0762//b2202//
ArcA_FNR_PhoP	b0431//
ArcA_FNR_PuuR	b2916//b4382//
ArcA_FadR	b4289//b3451//b3276//
