#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:14:41 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/rcomplex_bnum.txt
AccB_FadR	b3902//b0093//
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	b1335//b2923//b4030//
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	b3495//b4324//
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	b3846//b3417//
AcrR_FNR_Fur_SoxR	b3540//
AcrR_FNR_Fur_SoxR_SoxS	b4010//
AcrR_H-NS_HU_IHF_Lrp_MarA_OmpR_Rob_SoxS	b2757//
Ada_AidB_Lrp	b3328//
AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR	b2392//
AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR	b4032//
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	b0086//b4194//b2306//
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	b3511//b3404//
AdiY_H-NS_IHF	b1223//
AgaR_CRP	b0757//b4197//b1597//b4266//
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	b4026//b2393//b0062//b0997//b1517//b1797//
AppY_ArcA_YdeO	b3166//b3116//b0907//b2281//
AraC_CRP	b1043//b0594//b0996//b0805//b0078//b4197//b2673//ilvG_2//b3126//
AraC_CRP_XylR	b0314//b4321//b0061//
AraC_NagC	b3405//b3905//
ArcA_BetI_Cra	b2724//b4365//b3073//b3702//
ArcA_CRP_CaiF_FNR_H-NS	b2163//b0976//b0351//b0082//b3625//b4315//
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	b4018//b1939//b0036//b2370//b0675//
ArcA_CRP_Cra_FNR_Fis_Fur_PdhR	b2203//
