#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:14:41 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/rcomplex_bnum.txt
AccB_FadR	b0805//b0116//
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	b0034//b0114//b1305//
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	b3315//b0313//
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	b1597//b2916//
AcrR_FNR_Fur_SoxR	b3904//
AcrR_FNR_Fur_SoxR_SoxS	b0113//
AcrR_H-NS_HU_IHF_Lrp_MarA_OmpR_Rob_SoxS	b2197//
Ada_AidB_Lrp	b2148//
AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR	b3700//
AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR	b3757//
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	b2708//b2674//b0428//
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	ilvG_1//b1904//
AdiY_H-NS_IHF	b4396//
AgaR_CRP	b4123//b0894//b3313//b1680//
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	b2995//b4119//b1611//b0597//b4384//b4321//
AppY_ArcA_YdeO	b2977//b3758//b0976//b2486//
AraC_CRP	b0036//b2913//b0756//b2239//b3869//b2490//b0081//b1674//b1796//
AraC_CRP_XylR	b1298//b3600//b1043//
AraC_NagC	b4039//b3277//
ArcA_BetI_Cra	b4198//b4319//b2197//b0935//
ArcA_CRP_CaiF_FNR_H-NS	b0975//b2943//b2801//b3171//b2424//b0571//
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	b0677//b0039//b2306//b1101//b1747//
ArcA_CRP_Cra_FNR_Fis_Fur_PdhR	b4071//
ArcA_CRP_Cra_FNR_MarA_Rob_SoxS	b1514//
ArcA_CRP_Cra_FNR_NsrR_PdhR	b0574//b3772//
ArcA_CRP_Cra_Fis	b2708//
ArcA_CRP_Cra_IHF_IclR	b2421//b0896//b0344//
ArcA_CRP_DcuR	b4050//
ArcA_CRP_DcuR_DpiA_FNR_NarL	b4313//b2727//
ArcA_CRP_DcuR_FNR_Fis_Fur_NarL	b0178//
ArcA_CRP_DnaA_FNR	b4003//
ArcA_CRP_DpiA_FNR_NarL	b0998//b1014//b1746//ilvG_2//b0431//b3758//
ArcA_CRP_DpiA_FlhDC	b0765//
ArcA_CRP_EvgA_FliZ_GadE_GadW_GadX_H-NS_PhoP_YdeO	b2679//b1562//
ArcA_CRP_FNR	b1671//
ArcA_CRP_FNR_Fis_FlhDC_GlpR	b1716//b1501//b4028//
ArcA_CRP_FNR_Fis_Fur_PdhR	b2964//
ArcA_CRP_FNR_Fis_IHF_NarL	b0311//
ArcA_CRP_FNR_Fur	b1388//b3925//b0724//b3926//
ArcA_CRP_FNR_Fur_IHF	b4317//b2732//b1493//b4030//
ArcA_CRP_FNR_Fur_IHF_MarA_Rob_SoxS	b1385//
ArcA_CRP_FNR_Fur_MarA_Rob_SoxR_SoxS	b2203//
ArcA_CRP_FNR_IHF_NarL	b4120//
ArcA_CRP_FNR_NarL	b4111//
ArcA_CRP_FadR	b3726//b1563//
ArcA_CRP_FadR_HipB	b3905//
ArcA_CRP_FadR_OmpR_PhoP	b0347//
ArcA_CRP_Fis_Mlc_SoxS	b1190//
ArcA_CRP_Fis_XylR	b1513//
ArcA_CRP_Fur_GadX_MqsA	b2720//
ArcA_CRP_GatR	b2076//b0729//b1615//b1942//b1225//b1008//
ArcA_CRP_GlpR	b4068//
ArcA_CRP_IHF	b0082//
ArcA_CRP_PuuR	b0201//b2903//b2840//b0596//b3092//
ArcA_CRP_RhaS	b3429//
ArcA_CRP_TreR	b0979//b1531//
ArcA_CadC_GadE-RcsB_GadX_H-NS_Lrp	b3025//b2840//
ArcA_Cra	b3213//
ArcA_Cra_FNR_H-NS_HypT	b3450//b1514//
ArcA_CysB_FNR	b3038//
ArcA_FNR	b4003//b3902//b1821//b1237//b3726//b4132//b1015//b3772//b0728//b3335//b2490//b0396//b2368//b3569//
ArcA_FNR_Fis_Fur_IHF_NsrR_PdhR	b2838//
ArcA_FNR_Fis_IHF_NarL	b2711//b3265//b0586//b0683//b1748//b0733//b3829//b1620//b1190//b1395//b4132//b2286//b0366//
ArcA_FNR_Fur_IHF	b2552//
ArcA_FNR_IHF	b3845//b0205//b1745//
ArcA_FNR_IHF_NarL	b0617//b4460//
ArcA_FNR_NarL	b3568//b2278//b4073//b2923//
ArcA_FNR_PhoP	b2997//
ArcA_FNR_PuuR	b0197//b3752//
ArcA_FadR	b0765//b2754//b4039//
ArcA_FadR_Fis	b3035//b0390//
ArcA_Fur_Lrp_ModE	b2364//b2904//b1245//b0976//b1237//
ArcA_GlcC_IHF_PdhR	b1658//b2342//b1507//b0886//b1817//b0979//
ArcA_LexA	b3405//b4384//
ArcA_LldR	b4111//b1296//b1732//
ArcA_NarL	b1733//b0161//b3135//b1225//b3169//b4324//b2095//b0225//
ArcA_NtrC_PhoP_RutR	b3275//b1500//b0087//b1222//b4040//b1748//b1480//
ArgP_CRP_DnaA_Fis_H-NS_NrdR	b3366//b3907//b1531//
ArgP_CRP_FNR_Fur_Nac	b0350//
ArgP_DnaA	b3026//b3315//b0572//
ArgP_Lrp	b2997//b0728//
ArgP_LysR	b2094//
ArgP_PhoB	b1564//
