#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:14:41 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/rcomplex_bnum.txt
AccB_FadR	b1493//b0337//
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	b0089//b4009//b3328//
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	b3126//b1385//
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	b2201//b4123//
AcrR_FNR_Fur_SoxR	b1733//
AcrR_FNR_Fur_SoxR_SoxS	b2296//
AcrR_H-NS_HU_IHF_Lrp_MarA_OmpR_Rob_SoxS	b0682//
Ada_AidB_Lrp	b0675//
AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR	b0462//
AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR	b0118//
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	b1747//b0595//b0578//
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	b4383//b3133//
AdiY_H-NS_IHF	b1241//
AgaR_CRP	b2713//b0337//b2804//b2990//
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	b0093//b4074//b3759//b1748//b0198//b4050//
AppY_ArcA_YdeO	b2204//molR_1//b2156//b1747//
AraC_CRP	b0089//b4040//b2240//b1385//b4028//b2196//b0578//b3124//b4058//
AraC_CRP_XylR	b1061//b2723//b3600//
AraC_NagC	b2029//b3256//
ArcA_BetI_Cra	b3576//b1670//b1736//b1387//
ArcA_CRP_CaiF_FNR_H-NS	b0203//b0754//b1732//b3265//b4050//b0062//
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	b4321//b4265//b4118//b3604//b1227//
ArcA_CRP_Cra_FNR_Fis_Fur_PdhR	b3255//
ArcA_CRP_Cra_FNR_MarA_Rob_SoxS	b4365//
ArcA_CRP_Cra_FNR_NsrR_PdhR	b0178//b2095//
ArcA_CRP_Cra_Fis	b4577//
ArcA_CRP_Cra_IHF_IclR	b3278//b2911//b3428//
ArcA_CRP_DcuR	b0933//
ArcA_CRP_DcuR_DpiA_FNR_NarL	b4452//b4034//
ArcA_CRP_DcuR_FNR_Fis_Fur_NarL	b0199//
ArcA_CRP_DnaA_FNR	b1182//
ArcA_CRP_DpiA_FNR_NarL	b0086//b0764//b0036//b1738//b0037//b1733//
ArcA_CRP_DpiA_FlhDC	b1257//
ArcA_CRP_EvgA_FliZ_GadE_GadW_GadX_H-NS_PhoP_YdeO	b3416//b1387//
ArcA_CRP_FNR	b3542//
ArcA_CRP_FNR_Fis_FlhDC_GlpR	b3942//b2159//b2306//
ArcA_CRP_FNR_Fis_Fur_PdhR	b2979//
ArcA_CRP_FNR_Fis_IHF_NarL	b3828//
ArcA_CRP_FNR_Fur	b4197//b0958//b3449//b3170//
ArcA_CRP_FNR_Fur_IHF	b0826//b1517//b3036//b3409//
ArcA_CRP_FNR_Fur_IHF_MarA_Rob_SoxS	b2079//
ArcA_CRP_FNR_Fur_MarA_Rob_SoxR_SoxS	b0315//
ArcA_CRP_FNR_IHF_NarL	b2719//
ArcA_CRP_FNR_NarL	b2923//
ArcA_CRP_FadR	b0724//b4069//
ArcA_CRP_FadR_HipB	b2204//
ArcA_CRP_FadR_OmpR_PhoP	b3578//
ArcA_CRP_Fis_Mlc_SoxS	b3829//
ArcA_CRP_Fis_XylR	b3325//
ArcA_CRP_Fur_GadX_MqsA	b0683//
ArcA_CRP_GatR	b1508//b3260//b3037//b3580//b2573//b3750//
ArcA_CRP_GlpR	b4431//
ArcA_CRP_IHF	b0044//
ArcA_CRP_PuuR	b0805//b0958//b3081//b2801//b4268//
ArcA_CRP_RhaS	b0934//
ArcA_CRP_TreR	b0936//b3514//
ArcA_CadC_GadE-RcsB_GadX_H-NS_Lrp	b3272//b3855//
ArcA_Cra	b2719//
ArcA_Cra_FNR_H-NS_HypT	b0430//b3311//
ArcA_CysB_FNR	b2074//
ArcA_FNR	b1041//b1656//b1189//b3971//b2429//b3076//b0827//b0683//b3134//b1109//b1136//b3588//b4118//b4266//
ArcA_FNR_Fis_Fur_IHF_NsrR_PdhR	b0154//
ArcA_FNR_Fis_IHF_NarL	b2237//b2975//b4383//b1160//ilvG_2//b0199//b1532//b0615//b3072//b4028//b4198//b4177//b2197//
ArcA_FNR_Fur_IHF	b4366//
ArcA_FNR_IHF	b0586//b3124//b1850//
ArcA_FNR_IHF_NarL	b2996//b3512//
ArcA_FNR_NarL	b4059//b1680//b2500//b1302//
ArcA_FNR_PhoP	b2222//
ArcA_FNR_PuuR	b2589//b1246//
ArcA_FadR	b4289//b0851//b3430//
ArcA_FadR_Fis	ilvG_1//b2149//
ArcA_Fur_Lrp_ModE	b1038//b0221//b2279//b0366//b0311//
ArcA_GlcC_IHF_PdhR	b1938//b2702//b1014//b1796//b1022//b0061//
ArcA_LexA	b0572//b2199//
ArcA_LldR	b0784//b1040//b2764//
ArcA_NarL	b1500//b0435//b3908//b2508//b1716//b3870//b1398//b0758//
ArcA_NtrC_PhoP_RutR	b0460//b0974//b2223//b0088//b2490//b1307//b1396//
ArgP_CRP_DnaA_Fis_H-NS_NrdR	b3276//b2074//b0782//
ArgP_CRP_FNR_Fur_Nac	b2975//
ArgP_DnaA	b4027//b3971//b0998//
ArgP_Lrp	b3725//b1617//
ArgP_LysR	b2675//
ArgP_PhoB	b0613//
ArgR_CRP	b2393//
ArgR_CRP_Fis	b1008//b2730//b4366//b1112//b2074//b0722//b3624//b0352//
ArgR_Fis_IHF_PepA_PurR_RutR	b3365//b4119//
ArgR_H-NS_NtrC	b3082//b0226//b0081//b1588//
ArgR_NtrC	molR_1//b2199//b4310//b1243//b2741//
ArgR_PhoP	b3273//
AscG_CRP	b3255//b4063//b2365//
AscG_CRP_PhoB_PrpR	b1285//
AsnC_MraZ_Nac	b4309//
AsnC_Nac	b0592//b2728//
AtoC_IHF	b0090//b2194//b1938//b3083//
BaeR_CpxR	b1715//b0681//b4040//b4069//b2490//b3038//b1797//
BaeR_CpxR_EvgA	b0034//
BasR_CRP_CpxR_Cra_CsgD_FliZ_IHF_MlrA_MqsA_OmpR_RcdA_RcsAB_RstA	b2278//b2149//b2491//b2570//
BasR_CpxR_PdhR	b1037//gadF//
BasR_Fis	b2912//
BasR_H-NS_IHF_NagC_NanR	b3164//
BasR_MarA_PutA	b3751//
BasR_PhoP	b3231//
BasR_QseB	b0595//b2669//
CRP_CaiF_FNR	b4315//b1392//b3214//b3565//
CRP_ChbR_NagC	b4669//b0225//b3224//b4310//b2076//b2716//
CRP_ComR	b2943//
CRP_CpxR	b3172//
CRP_CpxR_CytR	b2957//
CRP_CpxR_CytR_DnaA_IHF	b4288//
CRP_CpxR_EnvY_Fur_IHF_OmpR_PhoB_RstA	b1014//
CRP_CpxR_GlrR_IHF_NtrC_RcsB	b2926//b1891//b0578//b0675//
CRP_Cra	b0167//b3624//b4125//b1821//b1562//b1474//
CRP_Cra_FNR_Fis_H-NS_IHF_NarL_NarP	b0587//b0396//b2093//b4637//
CRP_Cra_FNR_PdhR	b0904//
CRP_Cra_Fis	b1748//
CRP_Cra_Fis_GlcC	b3772//
CRP_Cra_Fis_MtlR	b3318//b4314//b3421//
CRP_Cra_Mlc_NagC	b1275//b2487//b4019//b3615//b4009//b3544//
CRP_Cra_PrpR	b2721//b3528//b2195//b3365//
CRP_CreB_Fis_MalT	b2279//b1852//b0032//
CRP_CsiR_H-NS_Lrp	b3571//b3321//
CRP_CsiR_H-NS_Lrp_Nac	b4071//b0734//b2196//
CRP_CspA_Fis	b3265//
CRP_CytR	b2428//b2500//b0411//
CRP_CytR_DeoR	b3528//b1682//
CRP_CytR_DeoR_Fis_ModE	b0081//b2710//b2551//b1733//
CRP_CytR_Nac	b1530//
CRP_CytR_NsrR	b1008//
CRP_DcuR_FNR_NarL	b3330//
CRP_DinJ-YafQ	b2588//
CRP_DnaA_Fis_PurR	b3575//b4111//
CRP_DpiA_ExuR	b4187//
CRP_DsdC	b3852//b4071//
CRP_EbgR	b2994//b3970//
CRP_EvgA_FliZ_GadE_GadW_GadX_H-NS_YdeO	b0348//b2095//
CRP_ExuR	b0575//
CRP_ExuR_FNR	b4319//b1182//
CRP_ExuR_OxyR_UxuR	b1621//b2424//
CRP_ExuR_UxuR	b1743//
CRP_FNR	b3723//
CRP_FNR_FhlA_HyfR	b0596//b1656//b3845//b3081//b1923//b1921//b3624//b1246//b0178//b2916//b1021//b0617//
CRP_FNR_Fis	b2280//b4400//b3556//
CRP_FNR_Fis_GlpR_IHF	b0681//b3172//
CRP_FNR_Fis_H-NS_SlyA	b2284//
CRP_FNR_GcvA_Lrp_PurR	b3491//b0936//b1136//
CRP_FNR_H-NS_NarL	b0090//
CRP_FNR_IHF_TdcA_TdcR	b0593//b3331//b2799//b2279//b0179//b0575//b0093//
CRP_FNR_NarL	b4511//b2904//b2093//
CRP_FeaR_NsrR	b2490//
