#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:14:41 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/rcomplex_bnum.txt
AccB_FadR	b1390//b1012//
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	b1071//b3332//b2159//
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	b1683//b3708//
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	b0205//b3491//
AcrR_FNR_Fur_SoxR	b1891//
AcrR_FNR_Fur_SoxR_SoxS	b2784//
AcrR_H-NS_HU_IHF_Lrp_MarA_OmpR_Rob_SoxS	b2366//
Ada_AidB_Lrp	b3727//
AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR	b0724//
AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR	b4265//
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	b2754//b2163//b3749//
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	b0811//b3135//
AdiY_H-NS_IHF	b3161//
AgaR_CRP	b2591//ilvG_2//b4312//b2715//
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	b4124//b1221//b3409//b0198//b4194//b1745//
AppY_ArcA_YdeO	b2078//b1498//b0935//b0352//
AraC_CRP	b1900//b1922//b3123//b3117//b4467//b4460//b2364//b1508//b0092//
AraC_CRP_XylR	b3904//b4132//b0933//
AraC_NagC	b1923//b4197//
ArcA_BetI_Cra	b0428//b1308//b1951//b4003//
ArcA_CRP_CaiF_FNR_H-NS	b3971//b1259//b3328//b1746//b2156//b1302//
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	b1212//b0344//b0683//b1892//b0041//
ArcA_CRP_Cra_FNR_Fis_Fur_PdhR	b0850//
ArcA_CRP_Cra_FNR_MarA_Rob_SoxS	b4316//
ArcA_CRP_Cra_FNR_NsrR_PdhR	b0886//b2369//
ArcA_CRP_Cra_Fis	b3758//
ArcA_CRP_Cra_IHF_IclR	b0754//b3325//b2673//
ArcA_CRP_DcuR	b3742//
ArcA_CRP_DcuR_DpiA_FNR_NarL	b3511//b1650//
ArcA_CRP_DcuR_FNR_Fis_Fur_NarL	b2911//
ArcA_CRP_DnaA_FNR	b2990//
ArcA_CRP_DpiA_FNR_NarL	b1611//b4382//b3025//b2202//b0335//b4317//
ArcA_CRP_DpiA_FlhDC	b4152//
ArcA_CRP_EvgA_FliZ_GadE_GadW_GadX_H-NS_PhoP_YdeO	b2784//b1943//
ArcA_CRP_FNR	b2912//
ArcA_CRP_FNR_Fis_FlhDC_GlpR	b1302//b3480//b0934//
ArcA_CRP_FNR_Fis_Fur_PdhR	b0595//
ArcA_CRP_FNR_Fis_IHF_NarL	b3330//
ArcA_CRP_FNR_Fur	b2764//b1224//b0729//b2905//
ArcA_CRP_FNR_Fur_IHF	b2760//b2201//b1743//b1297//
ArcA_CRP_FNR_Fur_IHF_MarA_Rob_SoxS	b0167//
ArcA_CRP_FNR_Fur_MarA_Rob_SoxR_SoxS	b3169//
ArcA_CRP_FNR_IHF_NarL	b1746//
ArcA_CRP_FNR_NarL	b2721//
