#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b0241//
C0299	b4422//
C0362	b0047//
C0465	b0859//
C0614	yjgX_3//
C0664	b3737//
C0719	b3776//
IS128	b1922//
aaeR	b3200//
aaeXAB	b0180//b2611//wbbL_2//
aas-lplT	b1887//b1208//
aat	b1014//
abgABT-ogt	b1692//b0491//b2952//b2091//
abgR	b2833//
abpAB	b0804//b0001//
abrB	b4484//
accA	b1259//
accBC	b4159//b1649//
accD	b1025//
aceBAK	b0657//b0686//b0948//
aceEF	b0123//b4168//
aceK	b2276//
ackA	b4160//
ackA-pta	b1121//b4092//
acnA	b1172//
acnB	b3067//
acpH	b0402//
acpP	b2543//
acpP-fabF	b4430//b3054//
acpT	b1058//
acrAB	b2349//b3976//
acrB	b0768//
acrD	b1794//
acrEF	b0544//b2660//
acrR	b2066//
acrZ	b2183//
acs-yjcH-actP	b3357//b1913//b2377//
actP	b3726//
ada-alkB	b0918//b1039//
add	b0411//
adeD	b3669//
adeP	b0197//
adeQ	b4403//
adhE	b3498//
adhP	b3978//
adiA	b0121//
adiC	b0049//
adiY	b2466//
adk	b2439//
aegA	b0521//
aer	b2578//
aes	b0994//
agaR	b2291//
agaS-kbaY-agaBCDI	b3550//b4145//b3793//b2950//b2959//b4603//
agp	b0132//
agrA	b3512//
agrB	b3055//
ahpCF	b1379//b4548//
ahpF	b4327//
ahr	b2101//
aidB	b1938//
ais	b0383//
alaA	b2389//
alaA-yfbR	b4585//b0085//
alaC	b3445//
alaE	b1500//
alaS	b0776//
alaWX	b1758//b4139//
aldA	b1285//
aldB	b1573//
alkA	b0616//
alkB	b2642//
allA	b3867//
allDCE	qorB//b3448//b1429//
allR	b0025//
allS	b4099//
alpA	b2355//
alr	b3706//
alsBACE	b1148//b2432//b1118//b3569//
alsK	b2536//
alx	b1858//
amiA-hemF	b4296//C0299//
amiC	b3274//
amn	ybfO//
ampC	b4290//
ampDE	b1755//b1438//
ampG	b0597//
ampH	b0161//
amyA	b1039//
anmK	yjgX_1//
ansA-pncA	b1710//b2212//
ansB	b4321//
ansP	b2089//
apaGH	b2254//b1540//
aphA	b3068//
appA	b4375//
appCBXA	b1796//b4217//b2682//b3558//
appY	b2344//
apt	b1867//
aqpZ	b3897//
araBAD	b2925//yegZ//ylbE//
araC	b3932//
araE	b0459//
araE-ygeA	b3323//b0850//
araFGH	b2486//b4318//b2155//
araJ	b2853//
arcA	b3598//
arcB	b1106//
arcZ	b3946//
arfA	b2431//
argA	b1274//
argCBH	b2313//b2118//b0545//
argD	b4367//
argE	b2649//
argF	b0288//
argG	b3536//
argI	b0944//
argO	b3039//
argP	b3597//
argQ	b4334//
argR	b2205//
argS	b3947//
argT-hisJQMP	b2348//b2992//b0567//b0233//b0842//
argU	b0733//
argW	b3802//
argX-hisR-leuT-proM	b2080//b1371//b2881//b4005//
ariR	b0116//
arnBCADTEF	b2468//b0613//b1145//b3922//b4159//b3037//b4146//
aroF-tyrA	b1087//b4704//
aroG	b2056//
aroH	b3212//
aroKB-damX-dam-rpe-gph-trpS	b0824//b4338//b1337//b4391//b3989//b0053//b2754//
aroL-yaiA-aroM	b2765//b1471//b2433//
aroP	b0846//
arpA	b0439//
arpB_1B_2	b2416//b1163//
arrS	b3819//
arsRBC	b4363//b1352//b4390//
artJ	b4218//
artPIQM	b3822//b4259//b2341//b1088//
ascB	b3535//
ascFB	b2595//b2713//
ascG	b1576//
asd	b2720//
aslA	b1607//
aslB	b3385//
asmA	b2012//
asnA	b2841//
asnB	b4188//
asnC	b4193//
asnC-mioC	b1057//b3788//
asnC-mioC-mnmG	b2347//ybfG//b0724//
asnS	b4024//
asnT	b2527//
asnU	b2257//
asnV	b1975//
asnW	b2486//
aspA	b4451//
aspA-dcuA	b1473//b3054//
aspC	b0560//
aspS	b3065//
aspT	b0992//
aspU	b4478//
aspV	b1573//
asr	b2271//
astCADBE	b1555//b2158//b4098//b1356//b3953//
atl	b3611//
atoDAEB	b1621//b0364//b1282//b2094//
atoSC	b2263//b4262//
atpBEFHAGDC	b3528//b3123//b3955//b1422//b4461//b3003//b1134//b4230//
atpIBEFHAGDC	b1326//b1187//b4053//b3482//b1833//yfaS_1//b2964//wbbL_2//b3600//
avtA	b0364//
azoR	b0421//
azuC	b1688//
bacA	b0390//
baeSR	b2906//b4154//
bamA	b3017//
bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE	b1125//b2703//b0359//b2840//b3912//b1501//b1454//b2568//
bamB-der	b3318//b4319//
bamC	b4516//
bamD	b1673//
bamE	b4464//
barA	b3173//
basRS	lafU//b1724//
bax	b1583//
bcp	b1992//
bcr	b3452//
bcsABZC	b0390//b0265//b0854//b4598//
bcsBZ	b4078//b2259//
bcsEFG	b2712//b2127//b3659//
bcsQ	b0977//
bdcA	b1994//
bdcR	b2324//
bdm-sra	b1472//ydbA_2//
bepA-yfgD	b3538//b4217//
betIBA	icdC//b4394//b1403//
betT	b0249//
bfd-bfr	b1206//b1129//
bglA	b3472//
bglG	b1992//
bglGFB	b3725//b4313//b1609//
bglH-yieLK	yjgX_3//b3228//b4524//
bglX	b1627//
bhsA	b1681//
bioA	b1757//
bioBFCD	b1729//b1798//b0172//b1878//
bioH	b3931//
bipA	b0028//
bisC	b1697//
blc	b2012//
blr	b3505//
bluF	b0059//
bluR	b0246//
bolA	b0029//
