#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b3668//
C0299	b1699//
C0362	b0241//
C0465	b2490//
C0614	b4381//
C0664	b2809//
C0719	b1722//
IS128	b4395//
aaeR	b4010//
aaeXAB	b3310//b4058//b2660//
aas-lplT	b3518//b1723//
aat	b2795//
abgABT-ogt	b0157//b3128//b0203//b1948//
abgR	b3883//
abpAB	b0426//b2050//
abrB	b0547//
accA	b2381//
accBC	b1806//b2293//
accD	b2414//
aceBAK	b1744//b2403//b4355//
aceEF	b2426//b3679//
aceK	b1210//
ackA	b3159//
ackA-pta	b3234//b3655//
acnA	b0787//
acnB	b4030//
acpH	insB-7_2//
acpP	b3277//
acpP-fabF	rhsE//b2945//
acpT	b3957//
acrAB	b0876//b3701//
acrB	b0329//
acrD	b1688//
acrEF	b3029//b1245//
acrR	b2694//
acrZ	b1006//
acs-yjcH-actP	b2470//b4203//b4386//
actP	b0662//
ada-alkB	b2043//b1741//
add	b4007//
adeD	b2343//
adeP	b1127//
adeQ	b1493//
adhE	b2818//
adhP	b1658//
adiA	b2963//
adiC	b4259//
adiY	b0605//
adk	b2998//
aegA	b3711//
aer	b2959//
aes	b1073//
agaR	b3659//
agaS-kbaY-agaBCDI	b0918//b0738//b1398//b3795//b4510//b3451//
agp	b0356//
agrA	b2190//
agrB	b4081//
ahpCF	b1197//prfH//
ahpF	b4261//
ahr	b1826//
aidB	b2017//
ais	b4145//
alaA	b3821//
alaA-yfbR	b0406//b0210//
alaC	b1443//
alaE	b3535//
alaS	b1179//
alaWX	b1339//b1813//
aldA	b4599//
aldB	b3671//
alkA	b2310//
alkB	b0825//
allA	b3535//
allDCE	b4393//b1014//b4387//
allR	b2224//
allS	b4472//
alpA	b0064//
alr	b3054//
alsBACE	b0031//pinH//b2181//b1811//
alsK	b2589//
alx	b3993//
amiA-hemF	b0655//b0417//
amiC	b0710//
amn	b1986//
ampC	b3147//
ampDE	b3370//b0463//
ampG	b0660//
ampH	b2498//
amyA	b3519//
anmK	b3006//
ansA-pncA	b0109//b2630//
ansB	b3242//
ansP	b4188//
apaGH	b4376//b4172//
aphA	b3444//
appA	b4035//
appCBXA	b0343//b4089//b1557//b2811//
appY	b3499//
apt	b2804//
aqpZ	b0982//
araBAD	b2902//b3006//b2242//
araC	b2701//
araE	b2933//
araE-ygeA	b3413//b1822//
araFGH	b1091//b2720//b3861//
araJ	b0686//
arcA	b1392//
arcB	b0702//
arcZ	b0021//
arfA	b0913//
argA	b1245//
argCBH	b1464//b2921//b3639//
argD	b2855//
argE	b4441//
argF	b2389//
argG	b0800//
argI	b0097//
argO	b2687//
argP	b3896//
argQ	b0032//
argR	b2689//
argS	b1752//
argT-hisJQMP	b1788//b0631//b3523//b3144//b0277//
argU	b1728//
argW	b0450//
argX-hisR-leuT-proM	yjgX_1//b3547//b3673//b4196//
ariR	b0457//
arnBCADTEF	b3858//b1366//b1188//b3946//b1557//b1950//b3311//
aroF-tyrA	b2526//b0168//
aroG	b0125//
aroH	b2814//
aroKB-damX-dam-rpe-gph-trpS	b0777//b0224//b0313//b1628//b3871//b0516//b2244//
aroL-yaiA-aroM	b4403//b2154//b3040//
aroP	b0759//
arpA	b1938//
arpB_1B_2	b2408//b0076//
arrS	b4047//
arsRBC	b4197//b1511//b0459//
artJ	b2327//
artPIQM	b2906//b4245//b2278//b2163//
ascB	b4146//
ascFB	b1529//b3467//
ascG	b3690//
asd	b0307//
aslA	b0787//
aslB	b0670//
asmA	b3279//
asnA	yhiS_1//
asnB	ybfG//
asnC	b0811//
asnC-mioC	b1687//b1691//
asnC-mioC-mnmG	b0542//b2780//b4512//
asnS	b0879//
asnT	b1927//
asnU	b1037//
asnV	b2831//
asnW	b3427//
aspA	b2348//
aspA-dcuA	b1402//b1894//
aspC	b3258//
aspS	b0498//
aspT	yjgX_1//
aspU	b4058//
aspV	b0321//
asr	b2044//
astCADBE	b2150//b4385//b2167//b0065//b0981//
atl	b4046//
atoDAEB	b2425//b3539//b1156//b1216//
atoSC	b0399//molR_3//
atpBEFHAGDC	b2979//b0621//b3738//b3976//b2315//b3105//b0647//b1183//
atpIBEFHAGDC	b0225//b1987//b3182//b4222//b2327//b3179//b2443//b1348//b3011//
avtA	b3578//
azoR	b2292//
azuC	b3566//
bacA	b4196//
baeSR	b3423//b3017//
bamA	b2225//
