#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b1267//
C0299	b3181//
C0362	b0149//
C0465	b2529//
C0614	b3566//
C0664	b3899//
C0719	b1075//
IS128	b4128//
aaeR	b1774//
aaeXAB	b3414//b4107//b3959//
aas-lplT	b1325//b0262//
aat	b4611//
abgABT-ogt	b2489//b1362//b2677//b2234//
abgR	b1520//
abpAB	b1394//b1203//
abrB	sroG//
accA	b2690//
accBC	b1314//b1699//
accD	b1579//
aceBAK	b0022//b2495//b2614//
aceEF	b3798//b3231//
aceK	b1562//
ackA	b1065//
ackA-pta	b3452//b0347//
acnA	b3257//
acnB	b2465//
acpH	b4526//
acpP	b4147//
acpP-fabF	b2033//b3106//
acpT	b4606//
acrAB	b3721//b0072//
acrB	b4215//
acrD	b3580//
acrEF	3'ETS<sup><i>leuZ</i></sup>//b0927//
acrR	b0465//
acrZ	b1073//
acs-yjcH-actP	b3474//b2703//b1569//
actP	b2354//
ada-alkB	b1322//b2224//
add	b1085//
adeD	b0614//
adeP	b4281//
adeQ	b3869//
adhE	b0119//
adhP	b0189//
adiA	b2710//
adiC	b2420//
adiY	b4159//
adk	b3379//
aegA	b2425//
aer	b1453//
aes	b1657//
agaR	b3356//
agaS-kbaY-agaBCDI	b2492//b0508//b0595//b2253//b0271//b0484//
agp	b3324//
agrA	b0633//
agrB	b4090//
ahpCF	insCD-6//b2916//
ahpF	b3566//
ahr	b3156//
aidB	b4088//
ais	b1530//
alaA	b2908//
alaA-yfbR	b2688//b3649//
alaC	b1132//
alaE	b2801//
alaS	b0729//
alaWX	b0228//b4377//
aldA	b1026//
aldB	b4456//
alkA	b4440//
alkB	b3413//
allA	b2620//
allDCE	b1681//b0298//b3327//
allR	b0060//
allS	b1459//
alpA	b2994//
alr	b4297//
alsBACE	b3367//b2985//b3332//b3576//
alsK	b1209//
alx	b3474//
amiA-hemF	b1534//b2532//
amiC	b1381//
amn	b0560//
ampC	b0217//
ampDE	b0168//b2867//
ampG	b3509//
ampH	b4256//
amyA	istR-1//
anmK	b0287//
ansA-pncA	b2386//b3482//
ansB	b0252//
ansP	b2426//
apaGH	b1856//b4713//
aphA	b3657//
appA	b2703//
appCBXA	b3627//b4558//b0005//b0326//
appY	b4227//
apt	b3176//
aqpZ	b3976//
araBAD	b3741//b3744//b3478//
araC	b1632//
araE	b0731//
araE-ygeA	b1303//b3427//
araFGH	b1684//b3897//b3484//
araJ	b0884//
arcA	b0561//
arcB	b1318//
arcZ	b0728//
arfA	b0391//
argA	b2676//
argCBH	b3871//b1902//b4346//
argD	b2477//
argE	b4374//
argF	b0533//
argG	b3592//
argI	b0453//
argO	b0121//
argP	b2043//
argQ	b2717//
argR	b4127//
argS	b3055//
argT-hisJQMP	b4142//b1204//b0355//b2316//b4331//
argU	b3345//
argW	b2536//
argX-hisR-leuT-proM	b3898//b4086//yncK_2//b1360//
ariR	b3770//
arnBCADTEF	b4595//b1224//b2479//b3872//b2256//b1041//b3650//
aroF-tyrA	b2593//b1977//
aroG	micL//
aroH	b4509//
aroKB-damX-dam-rpe-gph-trpS	b0430//b3536//b1145//b0417//b3057//b1716//b2512//
aroL-yaiA-aroM	b0623//b1379//b3881//
aroP	b0823//
arpA	b2529//
arpB_1B_2	b2405//b1551//
arrS	b2936//
arsRBC	b2778//b1943//b3454//
artJ	b3105//
artPIQM	b0748//b3960//b2071//b4554//
ascB	b2386//
ascFB	b2611//b2415//
ascG	b0922//
asd	b2274//
aslA	b0349//
