#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b3981//
C0299	b0028//
C0362	b1707//
C0465	b0028//
C0614	b4592//
C0664	b3492//
C0719	pbl//
IS128	ftp//
aaeR	b4613//
aaeXAB	b2553//b3407//b2001//
aas-lplT	b1314//b0136//
aat	xisR//
abgABT-ogt	b2581//b0333//b3872//b0404//
abgR	b3563//
abpAB	b1114//b1712//
abrB	b0532//
accA	b3980//
accBC	b3131//b1198//
accD	b1726//
aceBAK	b1353//b4315//b3039//
aceEF	b0204//b1430//
aceK	b1822//
ackA	b3910//
ackA-pta	b0996//molR_2//
acnA	b0616//
acnB	b1883//
acpH	b2897//
acpP	b2267//
acpP-fabF	b1396//b3635//
acpT	b2667//
acrAB	b3617//b1281//
acrB	b1801//
acrD	b2501//
acrEF	b1213//b0241//
acrR	b4104//
acrZ	b3831//
acs-yjcH-actP	b0465//C0362//b0773//
actP	b3680//
ada-alkB	b2187//b1628//
add	b1730//
adeD	b3208//
adeP	b4081//
adeQ	b1216//
adhE	b3843//
adhP	b1222//
adiA	b4262//
adiC	b3753//
adiY	b2510//
adk	b1500//
aegA	b0032//
aer	b3033//
aes	b1823//
agaR	b4032//
agaS-kbaY-agaBCDI	b3400//b0644//b2753//b3103//b2497//b3249//
agp	b4268//
agrA	b0338//
agrB	b1267//
ahpCF	insCD-5//b0750//
ahpF	b2626//
ahr	b1810//
aidB	b0797//
ais	b1513//
alaA	b4541//
alaA-yfbR	b4368//b1664//
alaC	b1773//
alaE	b0826//
alaS	b4096//
alaWX	b3701//b2416//
aldA	b1795//
aldB	b4450//
alkA	b4342//
alkB	b1400//
allA	b4299//
allDCE	b4536//b2793//b3156//
allR	b3990//
allS	b2045//
alpA	b4169//
alr	b3325//
alsBACE	b4469//b2305//b3704//b1087//
alsK	b4286//
alx	b0652//
amiA-hemF	b0835//b3852//
amiC	b3324//
amn	b0865//
ampC	b1066//
ampDE	b2546//b2922//
ampG	b4553//
ampH	b3345//
amyA	b3568//
anmK	b2849//
ansA-pncA	b1963//b0707//
ansB	b3804//
ansP	b3430//
apaGH	b3284//b3306//
aphA	b0566//
appA	b3672//
