#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b2950//
C0299	b0682//
C0362	b0086//
C0465	b2185//
C0614	b1582//
C0664	b2342//
C0719	b1391//
IS128	b3356//
aaeR	b1497//
aaeXAB	b3859//b1571//b3211//
aas-lplT	b1868//b0530//
aat	b3717//
abgABT-ogt	insCD-5//b2742//b4246//b0205//
abgR	ycgH_2//
abpAB	b0904//b0172//
abrB	b4526//
accA	b3445//
accBC	b1087//b1009//
accD	b4529//
aceBAK	b0937//b0243//b2135//
aceEF	b1511//b3481//
aceK	b3922//
ackA	b1004//
ackA-pta	b0877//b1887//
acnA	b2025//
acnB	b2897//
acpH	b1223//
acpP	b3783//
acpP-fabF	b4303//b3017//
acpT	b0123//
acrAB	b0394//b0460//
acrB	b2327//
acrD	b1993//
acrEF	b0854//b0234//
acrR	b1696//
acrZ	b1101//
acs-yjcH-actP	ficA//b0976//b1208//
actP	b0083//
ada-alkB	b1202//b0755//
add	b0646//
adeD	b3446//
adeP	b1613//
adeQ	b1974//
adhE	b3675//
adhP	b0984//
adiA	b2428//
adiC	b0845//
adiY	b1087//
adk	b2829//
aegA	b1134//
aer	b1963//
aes	b2995//
agaR	b0312//
agaS-kbaY-agaBCDI	b4018//C0362//b1168//b2272//b1700//b0897//
agp	b2213//
agrA	b4380//
agrB	b3453//
ahpCF	b2357//b2576//
ahpF	b4132//
ahr	b0493//
aidB	b0360//
ais	b2696//
alaA	b2280//
alaA-yfbR	b3832//b3686//
alaC	b2893//
alaE	b3846//
alaS	b2730//
alaWX	b2754//b1213//
aldA	ybfH//
aldB	b0794//
alkA	b3978//
alkB	b0184//
allA	b0130//
allDCE	b1003//b2428//b0586//
allR	b3057//
allS	b4432//
alpA	b0473//
alr	b0272//
alsBACE	b4395//b0124//b3266//b3574//
alsK	b1449//
alx	b0526//
amiA-hemF	b3422//b1432//
amiC	b0629//
amn	b1099//
ampC	b2274//
ampDE	b0373//b2149//
ampG	b4215//
ampH	b2379//
amyA	b3808//
anmK	b3182//
ansA-pncA	b1739//b4439//
ansB	b1049//
ansP	b2467//
apaGH	b2681//b0184//
aphA	b0491//
appA	b2624//
appCBXA	b2943//b2451//b3602//b0183//
appY	b1594//
apt	b4386//
aqpZ	b0218//
araBAD	b3725//b2987//b2585//
araC	b3229//
araE	b0560//
araE-ygeA	b3989//b1951//
araFGH	b1254//b1314//b0266//
araJ	b4000//
arcA	b0285//
arcB	b3564//
arcZ	b0021//
arfA	b1140//
argA	b0023//
argCBH	b1003//b3897//b3229//
argD	b2741//
argE	b0436//
argF	b2880//
argG	b1887//
argI	b3469//
argO	b3121//
argP	b1686//
argQ	b1974//
argR	b3364//
argS	b0119//
