#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b1433//
C0299	b3759//
C0362	b2143//
C0465	yrhA//
C0614	b3891//
C0664	b3308//
C0719	b0170//
IS128	b2392//
aaeR	b0436//
aaeXAB	b1686//b2210//b0417//
aas-lplT	b2672//b0211//
aat	b3382//
abgABT-ogt	b0791//b0877//b2767//b3541//
abgR	b2839//
abpAB	b0177//b2014//
abrB	b0746//
accA	b0212//
accBC	b2981//b3666//
accD	b2745//
aceBAK	b3761//sroA//b1192//
aceEF	b2316//b0196//
aceK	b3076//
ackA	b2724//
ackA-pta	b2493//b0629//
acnA	b1847//
acnB	b0414//
acpH	b3980//
acpP	b3129//
acpP-fabF	b1504//b1666//
acpT	b2881//
acrAB	b0241//b1054//
acrB	b3803//
acrD	b1552//
acrEF	b4206//b0475//
acrR	b3645//
acrZ	b1924//
acs-yjcH-actP	b3175//b4263//b3334//
actP	b3906//
ada-alkB	b1220//b3212//
add	b4231//
adeD	b2650//
adeP	b4345//
adeQ	b0693//
adhE	b0199//
adhP	b0313//
adiA	b3136//
adiC	b1678//
adiY	b0891//
adk	b4389//
aegA	b2876//
aer	b3779//
aes	b3625//
agaR	b3173//
agaS-kbaY-agaBCDI	yjhE//b2254//insCD-3//b1559//b0225//b4336//
agp	b3868//
agrA	b1727//
agrB	b0956//
ahpCF	b3147//b1993//
ahpF	b1931//
ahr	b0665//
aidB	b2350//
ais	b1446//
alaA	b4102//
alaA-yfbR	b2687//b4529//
alaC	b0431//
alaE	b2032//
alaS	b3059//
alaWX	b2533//b2341//
aldA	b0099//
aldB	b0253//
alkA	b3919//
alkB	b3198//
allA	b2006//
allDCE	b3071//b0862//b1414//
allR	b3563//
allS	b3808//
alpA	b0521//
alr	b4301//
alsBACE	b1358//b1662//b2918//b2032//
alsK	b2140//
alx	b4163//
amiA-hemF	b4328//b1519//
amiC	b2120//
amn	b3904//
ampC	b2573//
ampDE	b2442//b1284//
ampG	b0396//
ampH	b1463//
amyA	b2523//
anmK	b4256//
ansA-pncA	b1705//b2336//
ansB	b1717//
ansP	b1152//
apaGH	b1227//b1399//
aphA	b2251//
appA	b3170//
appCBXA	b3056//b1439//b3342//b3409//
appY	b0211//
apt	b2460//
aqpZ	b0110//
araBAD	b1920//b4279//b3375//
araC	insEF-4//
araE	b1159//
araE-ygeA	b1905//b3105//
araFGH	b0406//b1601//b4476//
araJ	yjiV//
arcA	b0832//
arcB	b2330//
arcZ	msrP//
arfA	b0795//
argA	b2708//
argCBH	b3681//b3226//b2562//
argD	b4504//
argE	b4395//
argF	b3924//
argG	b3238//
argI	b1067//
argO	b2187//
argP	b0867//
argQ	b2630//
argR	b3243//
argS	b2574//
argT-hisJQMP	b2765//b2894//b2368//b1929//b0632//
argU	b1796//
argW	b3291//
argX-hisR-leuT-proM	b4373//b3050//cybC//b1766//
ariR	b0185//
arnBCADTEF	b0021//b1335//b3126//b3074//b2028//b3497//b3444//
aroF-tyrA	b3330//b0054//
aroG	b0742//
aroH	b1543//
aroKB-damX-dam-rpe-gph-trpS	b1079//b3037//b4208//b0129//b0784//b3743//b1115//
aroL-yaiA-aroM	b1304//b2922//b0877//
aroP	b1167//
arpA	b1339//
arpB_1B_2	b0192//b1694//
arrS	b4227//
arsRBC	b1647//b4353//b2970//
artJ	b4238//
artPIQM	b3855//b0576//yhiS_1//b1071//
ascB	b0696//
ascFB	b1084//b2869//
ascG	b3919//
asd	b1649//
aslA	b0792//
aslB	b0814//
asmA	b3797//
asnA	b0251//
asnB	b3973//
asnC	b3505//
asnC-mioC	b2063//b3928//
