#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b4603//
C0299	b3968//
C0362	b2546//
C0465	b1829//
C0614	b3258//
C0664	b3469//
C0719	b1730//
IS128	b1235//
aaeR	b0993//
aaeXAB	b3180//b2808//b3626//
aas-lplT	b1531//b1710//
aat	b4520//
abgABT-ogt	b1939//b0089//b3807//b4567//
abgR	b0403//
abpAB	b1480//b1157//
abrB	b0613//
accA	b3192//
accBC	b0776//b4381//
accD	b1013//
aceBAK	b1260//b3523//b1074//
aceEF	b0775//b2054//
aceK	b4408//
ackA	b3853//
ackA-pta	b4475//b0720//
acnA	b2224//
acnB	b2451//
acpH	b1763//
acpP	b3729//
acpP-fabF	b3502//b3491//
acpT	b0129//
acrAB	b4482//b1619//
acrB	b1911//
acrD	b1376//
acrEF	b1117//b2399//
acrR	topAI//
acrZ	b1404//
acs-yjcH-actP	b3897//b1590//b0194//
actP	b1307//
ada-alkB	b0897//b2913//
add	b1488//
adeD	b4461//
adeP	b0834//
adeQ	b1328//
adhE	b1009//
adhP	b3132//
adiA	b2220//
adiC	b3717//
adiY	b3707//
adk	b0010//
aegA	b2225//
aer	b2435//
aes	b3869//
agaR	b2125//
agaS-kbaY-agaBCDI	b3155//b0677//b3608//b2730//b0631//b0920//
agp	b1852//
agrA	b3139//
agrB	b2997//
ahpCF	b3005//b4194//
ahpF	b2435//
ahr	b3152//
aidB	b0650//
ais	b1362//
alaA	b4386//
alaA-yfbR	b2476//b2307//
alaC	b4092//
alaE	b0244//
alaS	b0649//
alaWX	b1875//b1885//
aldA	b1132//
aldB	b4083//
alkA	b3517//
alkB	b3482//
allA	b4224//
allDCE	b2380//b3863//b0379//
allR	b2783//
allS	b0486//
alpA	b4382//
alr	b4107//
alsBACE	b0212//b2020//b0147//b3751//
alsK	b3727//
alx	b0490//
amiA-hemF	b0097//b3576//
amiC	b0228//
amn	b2290//
ampC	b1690//
ampDE	b0049//b0176//
ampG	b1418//
ampH	yghX_2//
amyA	b2517//
anmK	b2503//
ansA-pncA	b3191//b2438//
ansB	b2251//
ansP	b0979//
apaGH	b4426//b4537//
aphA	b0038//
appA	b4297//
appCBXA	b0566//b4487//b1770//b4194//
appY	b2536//
apt	b3619//
aqpZ	b0750//
araBAD	b0281//b4341//b0509//
araC	b4289//
araE	b1826//
araE-ygeA	b3561//b1427//
araFGH	b1856//b0594//b0380//
araJ	b0748//
arcA	b1904//
arcB	b3523//
arcZ	b0878//
arfA	b0544//
argA	b0923//
argCBH	b0753//b1496//b3404//
argD	b0405//
argE	b2326//
argF	b2172//
argG	b3507//
argI	b4520//
argO	b4342//
argP	b1618//
argQ	b1808//
argR	b0527//
argS	b0491//
argT-hisJQMP	b3421//rirA//b3538//b2044//b3606//
argU	insB-7_2//
argW	b3206//
argX-hisR-leuT-proM	b2715//b3597//b0716//b2092//
ariR	b2650//
arnBCADTEF	b2866//b3720//b1374//b2679//b2189//b3860//b2809//
aroF-tyrA	b4188//b2331//
aroG	b1059//
aroH	b1757//
aroKB-damX-dam-rpe-gph-trpS	b1298//b1388//b3923//b4416//b2042//b1157//b1139//
aroL-yaiA-aroM	b1306//b4097//b2448//
aroP	b0018//
arpA	b1995//
arpB_1B_2	b0197//b2770//
arrS	b2440//
arsRBC	b1786//b3302//b1195//
artJ	b0683//
artPIQM	b0214//b0511//b4328//b2392//
ascB	b1696//
ascFB	b3314//b2444//
ascG	b0529//
asd	b0681//
aslA	b0239//
aslB	b1395//
asmA	b4090//
asnA	b3363//
asnB	b0285//
asnC	b1297//
asnC-mioC	b0739//b3527//
asnC-mioC-mnmG	b4301//b3374//b3505//
asnS	b4281//
asnT	b0592//
asnU	b2953//
asnV	b1916//
asnW	b3952//
aspA	b2473//
aspA-dcuA	b1236//b1173//
aspC	b2943//
aspS	b2689//
aspT	b3470//
aspU	b0311//
aspV	b0449//
asr	b3136//
astCADBE	b4040//b2112//b2451//b3377//b0682//
atl	b1638//
atoDAEB	b4330//b1680//b0093//b1623//
atoSC	b0550//b3949//
atpBEFHAGDC	b3937//b4299//b1103//b2513//b3206//b3683//b4127//b0898//
atpIBEFHAGDC	b0435//b0036//b3198//b3664//b4340//b0803//b4066//b0326//b2646//
avtA	b3667//
azoR	b0043//
azuC	b3255//
bacA	b1199//
baeSR	b2009//b0012//
bamA	b1677//
bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE	b3541//b4072//b0553//prfH//b3046//b1238//b2671//b4392//
bamB-der	b0063//b3191//
bamC	b1021//
bamD	b1540//
bamE	b0715//
barA	b2711//
basRS	b0670//b3770//
bax	b0683//
bcp	b0916//
bcr	b4559//
bcsABZC	b2416//b3885//b2696//yjgX_3//
bcsBZ	b1297//b2275//
bcsEFG	b0885//b4151//b2907//
bcsQ	b3968//
bdcA	b3216//
bdcR	b1214//
bdm-sra	b2433//b0211//
bepA-yfgD	b0427//b1142//
betIBA	b0174//b2484//b1342//
betT	b0605//
bfd-bfr	b4288//b2963//
bglA	b3273//
bglG	b3384//
bglGFB	b1176//b0557//b2545//
bglH-yieLK	b0065//phnE_2//b0497//
bglX	b3739//
bhsA	b3244//
bioA	b0959//
bioBFCD	b2738//b3548//b2673//b0738//
bioH	b0790//
bipA	b1498//
bisC	b3262//
blc	b1157//
blr	b3595//
bluF	b0310//
bluR	b0915//
bolA	b0300//
borD	b1548//
brnQ-proY	insM//b0379//
bsmA	b3115//
bssR	b4008//
bssS	b0204//
btuB-murI	b2877//b0126//
btuCED	b2293//b2610//b3453//
cadA	b3464//
cadBA	b0602//b3080//
cadC	b4083//
caiCDE	b1252//b1864//b0246//
caiF	b2512//
caiTABCDE	b1707//b0810//b1084//b0016//b3220//b1637//
can	b3221//
carAB	b4509//yegZ//
carB	b3655//
cas2	b1342//
cas3	b4273//
casABCDE12	b3276//b4139//b3224//b2232//b0900//b2717//b2499//
casDE12	b3277//b1362//b2823//b1708//
cbl	b0507//
cbpAM	b1656//b3721//
cbrA	b2786//
cbrB	b3081//
cbrBC	b1087//b0727//
cbrC	b3301//
