#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b0672//
C0299	b3719//
C0362	b2460//
C0465	b3887//
C0614	b4353//
C0664	b1674//
C0719	b0093//
IS128	b1347//
aaeR	b0577//
aaeXAB	b0659//b3269//b3622//
aas-lplT	b4478//b2925//
aat	b3503//
abgABT-ogt	b4134//b1807//b1501//b3087//
abgR	b1766//
abpAB	b1900//b0345//
abrB	b1991//
accA	b2068//
accBC	b1839//b4705//
accD	b0403//
aceBAK	b3671//b1668//b0142//
aceEF	b1336//b0115//
aceK	b2263//
ackA	b3586//
ackA-pta	b0237//b1228//
acnA	b3296//
acnB	b0845//
acpH	b0150//
acpP	b0494//
acpP-fabF	b1731//b1418//
acpT	b1026//
acrAB	b4625//ybcD//
acrB	b3473//
acrD	b0225//
acrEF	b3753//b2204//
acrR	b0207//
acrZ	b0859//
acs-yjcH-actP	b0748//b2105//sroA//
actP	b0643//
ada-alkB	b4203//b0486//
add	b2507//
adeD	b1306//
adeP	b3546//
adeQ	b3977//
adhE	b1274//
adhP	b0975//
adiA	b1708//
adiC	b4016//
adiY	b4537//
adk	b2583//
aegA	b3727//
aer	b0917//
aes	b3396//
agaR	b1291//
agaS-kbaY-agaBCDI	b2883//b2346//b1962//b1008//b4027//b2583//
agp	b3259//
agrA	b2818//
agrB	b3239//
ahpCF	b0114//b0348//
ahpF	b2134//
ahr	b3959//
aidB	b3678//
ais	b4027//
alaA	b2323//
alaA-yfbR	b3638//b1386//
alaC	b1125//
alaE	b2459//
alaS	b0134//
alaWX	b4362//b2384//
aldA	b2821//
aldB	b1818//
alkA	b1835//
alkB	b3649//
allA	b1593//
allDCE	b0804//b2302//b4378//
allR	b2394//
allS	b2286//
alpA	b3906//
alr	b1180//
alsBACE	b2122//b1345//b1472//b1770//
alsK	b1491//
alx	b3139//
amiA-hemF	b2213//b3053//
amiC	b1866//
amn	b3556//
ampC	b4409//
ampDE	b1798//b2172//
ampG	b2934//
ampH	b1356//
amyA	b0256//
anmK	b2563//
ansA-pncA	b2605//b1703//
ansB	b0775//
ansP	b3538//
apaGH	b1046//b4298//
aphA	b4051//
appA	b0233//
appCBXA	b3658//yhiK//b1521//b0169//
appY	b1790//
apt	ecpB//
aqpZ	b0991//
araBAD	b2134//b3160//b1554//
araC	b3630//
araE	b3552//
araE-ygeA	b1173//b1648//
araFGH	b3304//b0873//b3439//
araJ	b4281//
arcA	b0631//
arcB	b1812//
arcZ	b3874//
arfA	b1454//
argA	b2198//
argCBH	b3495//b4603//b0759//
argD	b2707//
argE	b2551//
argF	b4006//
argG	b2886//
argI	b3604//
argO	b3221//
argP	b1142//
argQ	b1772//
argR	b0687//
argS	b0265//
argT-hisJQMP	b1653//b1227//b2141//b3615//b1297//
argU	b3889//
argW	b0953//
argX-hisR-leuT-proM	b4558//b1267//b0588//b0014//
ariR	b1664//
arnBCADTEF	b3193//b3333//b2271//b4006//b1837//b1282//b1491//
aroF-tyrA	b2977//b0868//
aroG	b3249//
aroH	b3554//
aroKB-damX-dam-rpe-gph-trpS	sdsN//b3501//b3318//b0718//b2515//b4040//b2063//
aroL-yaiA-aroM	b3430//b2899//b2734//
aroP	b0106//
arpA	b1691//
arpB_1B_2	b3097//b1203//
arrS	b0227//
arsRBC	b2139//b3936//b2142//
artJ	b1975//
artPIQM	b2729//b2511//b0823//b0531//
ascB	b0972//
ascFB	b4451//b0561//
ascG	b2409//
asd	b2713//
aslA	b3228//
aslB	b2164//
asmA	b0184//
asnA	b3422//
asnB	b4130//
asnC	b4323//
asnC-mioC	b2205//b3545//
asnC-mioC-mnmG	insAB-1//b0361//b1172//
asnS	b3955//
asnT	b1727//
asnU	b1928//
asnV	b0036//
asnW	b3855//
aspA	b0585//
aspA-dcuA	b1923//b1153//
aspC	b1474//
aspS	b4324//
aspT	b3944//
aspU	b0593//
aspV	b0791//
asr	b2277//
astCADBE	b4313//b0985//b2459//b1893//b3483//
atl	b4256//
atoDAEB	b4553//b3531//b1283//b3481//
atoSC	b2573//b3414//
atpBEFHAGDC	b1593//b0608//b1275//b0124//b2005//b2835//b2177//b4334//
atpIBEFHAGDC	b2217//b0832//b2344//b0994//b2487//b1589//b1434//b4177//b2690//
avtA	b0363//
azoR	b1307//
azuC	b1794//
bacA	b3468//
baeSR	b2362//b3182//
bamA	b2151//
bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE	b0136//b0782//b0491//b4085//insB-7_1//b0924//b3972//b2050//
bamB-der	b1267//b2951//
bamC	b3309//
bamD	C0299//
bamE	b2672//
barA	b1139//
basRS	b1996//b1309//
bax	b3237//
bcp	b4232//
bcr	b0802//
bcsABZC	b1194//b2308//b1897//b0681//
bcsBZ	b1308//b1694//
bcsEFG	b1047//b0347//b2875//
bcsQ	b3026//
bdcA	b1253//
bdcR	b0797//
bdm-sra	b0749//b1279//
bepA-yfgD	b2039//b4175//
betIBA	b3181//b0196//b3574//
betT	b3364//
bfd-bfr	b0252//b2076//
bglA	b1609//
bglG	b1533//
bglGFB	b2041//b0085//b3799//
bglH-yieLK	b3515//b2503//b1105//
bglX	molR_3//
bhsA	b2574//
bioA	b0897//
bioBFCD	b0645//b0699//b2459//b2381//
bioH	b0316//
bipA	b2101//
bisC	b2070//
blc	b1488//
blr	b1772//
bluF	b1322//
bluR	b2175//
bolA	b1552//
borD	b3654//
brnQ-proY	b4097//b1816//
bsmA	b0601//
bssR	b0624//
bssS	b1296//
btuB-murI	b4702//b3231//
btuCED	b0007//b1630//b1728//
cadA	b2275//
cadBA	b0426//b2957//
cadC	b1271//
caiCDE	b2986//b4057//b3735//
caiF	b2108//
caiTABCDE	b2342//b1754//b1819//b3343//C0719//b2440//
can	b3849//
carAB	b4096//b4244//
carB	b3935//
cas2	b4016//
cas3	b3546//
casABCDE12	b4535//b4671//b2363//b1673//b2296//b1555//b2312//
casDE12	b2636//b4261//b2143//b2912//
cbl	b1680//
cbpAM	b4020//b0093//
cbrA	b1771//
cbrB	b3329//
cbrBC	b3502//b0063//
cbrC	b2044//
ccmABCDEFGH	b2206//b0340//b3344//b4434//b3620//b0010//b4395//b2479//
cdaR	b0739//
cdd	b1508//
cdgI	b2383//
cdh	b0673//
cdsA	b3147//
cecR-ybhGFSR	b2727//b3842//b1372//b3492//b1295//
cedA	b1378//
cfa	b2120//
chaA	b2546//
chaBC	b0551//b0373//
chaC	b2171//
chbBCARFG	b3981//b1679//b1896//b1394//b3965//b3052//
chiA	b0350//
chiP-ybfN	b2518//b3502//
chiX	b1518//
cho	b4245//
chpSB	b0828//b2889//
cirA	b4046//
citCDEFXG	b0828//b1315//b1586//b1366//b0820//b0073//
citT	b3703//
clcA	b1083//
clcB	b3638//
clpA	b1620//
clpB	b2753//
clpPX	b2713//b1813//
clpS	b1870//
clpX-lon	tpke70//b0780//
clsA-yciU	b0441//b0946//
clsC	b0179//
cmk-rpsA	b1441//b0588//
cmoM-mukFEB	arpB_2//b1908//b1547//b4063//
cmtBA-yggPFDC	b3581//ylbE//b3225//b2564//b0355//b1337//
cnu	b2933//
coaA	sroG//
coaE-zapD-yacG	b3719//b0023//b0546//
cobUST	b4070//b0244//b2293//
codBA	b0356//b4011//
cof	b0335//
comR	b2488//
copA	b3878//
corA	b0891//
cpdB	b1324//
cpxPQ	b3517//b1558//
cpxRA	b3424//b1710//
cra	b2565//
crcB	b1082//
creABC	b1547//b2421//b1055//
creABCD	b1253//b0387//b2100//b0720//
creD	b0819//
crfC-yjcZ	b3439//b2256//
crl	b0933//
crp	b0306//
crr	b0687//
csdAE	b4541//b0632//
csgBAC	b4307//b1116//b1053//
csgC	b1191//
csgDEFG	b1151//msrP//b4130//b2540//
csiD-lhgO-gabDTP	b3499//b2142//b2260//b3945//b2900//
csiE	b1567//
csiR	b0485//
cspA	b1290//
cspB	b2547//
cspD	b0330//
cspE	b1945//
cspF	b0115//
cspG	b3792//
cspH	b0046//
cspI	b0987//
csrA	b2726//
csrB	ygaQ//
csrC	b0755//
csrD	IS128//
cstA	b3829//
cueO	b2096//
cueR	b0363//
curA	b2687//
cusCFBA	b0908//b0727//b2169//b2540//
cusRS	b3339//b1129//
cutA	b1779//
cvpA-purF-ubiX	b4038//b0717//C0719//
cvrA	b3649//
cyaA	b2279//
cyaR	b2719//
cyaY	b0459//
cybB	b1198//
cybC	b2988//
cycA	b2370//
cydAB	b2286//b2119//
cydDC	b1659//b0616//
cydX-ybgE	b4165//b2897//
cynR	b0463//
cynTS	b4073//b3574//
cynTSX	b1426//b2623//b2272//
cyoABCDE	b4028//b1196//b0240//b0389//b3559//
cysB	b0892//
cysDNC	b3595//b0853//b1549//
cysE	b0763//
cysG	b0774//
cysH	b4171//
cysJIH	b0791//b4420//insEF-5//
cysK	b4131//
cysPUWAM	b1340//b2320//b0721//b3984//b2380//
cysQ	b3942//
cysS	b2027//
cysZ	b3842//
cytR	b4102//
dacA	b1673//
dacB	b1078//
dacC	b0223//
dacD	b0474//
dadAX	b3756//b1471//
dam-rpe-gph-trpS	b1295//b1582//b4304//b3583//
damX-dam-rpe-gph-trpS	b4227//b0185//yghX_2//b0125//b2990//
dapA-bamC	b2943//b3839//
dapB	ecpB//
dapD	b3037//
dapE-ypfN	b2593//b1487//
dauA	b0044//
dcd	b0194//
dcm-vsr	b2843//b1781//
dcp	b1283//
dcrB	b2157//
dctA	b1094//
dcuA	b1440//
dcuB-fumB	b1915//b4022//
dcuC	b1733//
dcuD	b1937//
dcuR	b2485//
dcuSR	b1776//b2120//
dcyD-tcyLN	b1299//b1207//b2021//
ddlA	b1330//
ddpXABCDF	b0304//b0685//b1154//b3826//b3103//b0263//
deaD	b3703//
decR	b2469//
def-fmt	b1068//b3599//
degP	b3398//
degQ	b3124//
degQS	b1317//yncK_2//
degS	b1388//
deoABD	b0164//b3759//b0277//
deoBD	b0529//b3931//
deoCABD	b1561//b1047//b2051//b4361//
deoR	b3145//
dfp	b0662//
dgcC	b0160//
dgcE	b3344//
dgcF	b2878//
dgcJ	b0408//
dgcM	b2184//
dgcP	b2449//
dgcQ	b0793//
dgcT	b2219//
dgcZ	b4036//
dgkA	b1769//
dgoRKADT	b0131//b4423//b0146//b3731//b3937//
dgt	b2837//
dhaKLM	b0199//b3027//b2587//
dhaM	b1396//
dhaR	b4224//
diaA	b2467//
dicA	b0941//
dicB-ydfDE-insD-intQ	b2013//b0186//b4439//b1915//b3668//
dicC-ydfXW	b1564//b0607//b2369//
dicF	b2881//
dinB-yafNOP	b4712//b2717//b3450//b4366//
dinD	b4472//
dinG	b1424//
dinI	b4085//
dinJ-yafQ	b1575//b1815//
dinQ	b4004//
djlA	b2328//
dkgA	b4221//
dkgB	b0047//
dksA-gluQ	b4008//b2482//
dld	b3869//
dmlA	b0327//
dmlR	b0577//
dmsABC	b3591//b0287//b3855//
dnaAN-recF	b0320//b4252//b2944//
dnaB	b2120//
dnaK-tpke11-dnaJ	b3821//b0710//b3166//
dnaN-recF	b4471//b1110//
dnaQ	b2703//
dnaTC	b2901//b3624//
dnaTC-yjjA	b1288//b4215//b1869//
dnaX	b3281//
dosCP	b1356//b1020//
dpiBA	insB-7_1//b0973//
dppABCDF	b2180//b3515//b3347//b4199//b1739//
dps	b2339//
dsbA	b2726//
dsbB	b1497//
dsbC	b0433//
dsbC-recJ-prfB	ychG_1//b1953//b4121//
dsbD-yjdC	b0212//b2750//
dsbG	b1144//
dsdA	b3775//
dsdC	b2399//
dsdXA	b1292//b2977//
dsrA	b1753//
dsrB	b0718//
dtpA	b1381//
dtpB	b0795//
dtpC	tp2//
dtpD	b0284//
dusA	b3044//
dusB-fis	b3394//b4093//
dusC	b3136//
dut-slmA	b3471//b1832//
dxr	b0660//
eaeH-insEF-1E-1F-1	b1970//b3123//b3526//b1954//
eamA	b4002//
eamB	b2431//
ebgAC	b2091//b2902//
ebgR	b0784//
ecnAB	b2638//b2080//
ecnB	b0487//
eco	b1927//
ecpA	b0795//
ecpBCDE	b0722//b0924//b0065//b4482//
ecpR	b3274//
eda	b2635//
edd-eda	b3148//b2878//
efeOB	b3168//b2381//
efeU_1U_2	b1130//b0980//
efp	b2143//
elaA	b2500//
elaB	b4053//
elaD	b0432//
elbB-mtgA	b2147//b1001//
elfA	b1348//
elfDCG-ycbUVF	b2838//b1300//b3881//b0140//b2314//b0340//
elyC	b1769//
emrD	b4038//
emrE	b4411//
emrKY	b1874//b0678//
emtA	b1125//
endA	b2360//
eno	b1059//
entCEBAH	b0009//b3466//b1852//b0491//b2468//
entH	b3304//
entS	b0327//
envR	b1576//
envY-ompT	b1601//b2689//
epd-pgk	b3067//b2541//
epd-pgk-fbaA	b1791//b1810//b3981//
epmA	b3068//
epmB	b0109//
eptA	b3037//
eptB	b2200//
eptC	b1082//
erpA	b0026//
esrE	b1560//
essD-rrrD-rzpD	b1472//b2424//b2207//
essQ-ydfR-rrrQ-rzpQ	b0653//b3684//b2129//b0683//
ettA	b3139//
eutBCLKR	b1941//b0366//b0279//b0945//b0238//
eutHA	b4076//b0530//
eutNEJG	b1834//b3123//b0982//xisR//
eutSPQTDM	b4513//b3809//b3381//b1900//b4268//b1071//
evgAS	b0654//b4377//
exbBD	b4160//b4154//
exbD	b1457//
exuR	b0843//
exuT	b2488//
fabA	b4040//
fabB	b0045//
fabDG-acpP	b0842//b0532//b1055//
fabF	b2072//
fabG-acpP	arpB_1//b0139//
fabHDG	b1208//b0472//b0139//
fabI	b3916//
fabR-yijD	b0038//b3963//
fabZ	insAB-6//
fadBA	b2775//b0447//
fadD-sroD	b1463//b4007//
fadE	b1849//
fadH	b0056//
fadIJ	b1222//b0930//
fadL	b0551//
fadM	b1506//
fadR	b0336//
fbaB	b1195//
fbp	b4131//
fdhD	b2664//
fdhF	b4274//
fdnGHI	b2577//b3808//b3603//
fdoGHI-fdhE	b3444//b2113//b2835//b0040//
fdrA-ylbEF-ybcF	b2456//b3192//b1561//b0658//
feaB	b1978//
feaR	b3699//
fecABCDE	b0882//b3802//b2118//b0851//b1160//
fecIR	b2057//b3857//
feoABC	b0709//b2405//b3072//
feoC	b4368//
fepA-entD	b4702//b4339//
fepB	ychE_2//
fepDGC	b0072//b0564//b2098//
fes-ybdZ-entF-fepE	b2483//b4577//b2767//b2427//
fetAB	b2204//b2429//
ffh	b1674//
ffs	b0159//
fhuACDB	b1166//b3865//b3621//b4195//
fhuE	b2732//
fhuF	b0215//
ficA-fic-pabA	b3151//b1152//b4234//
fieF	b1444//
fimAICDFGH	b1620//insCD-4//b1278//b3569//b3377//b2631//b4222//
fimB	b0442//
fimE	b4278//
fimZ	b0861//
fiu	b1668//
fixABCX	b1601//b1876//b0848//b1920//
fklB	b2951//
fkpA	b1117//
fldA-uof-fur	b3243//b2235//b1460//
fldB	b2815//
flgAMN	b0452//b1921//b0400//
flgBCDEFGHIJ	b4391//b0391//b0478//b4272//b0010//b2738//b0193//b2409//b3471//
flgKL	b3516//b3858//
flgMN	b0608//b4322//
flhBAE	b0125//b0469//b2640//
flhDC	b4218//b4455//
fliAZ-tcyJ	b3176//b0715//b1681//
fliC	b3058//
fliDST	b1193//b2312//b3065//
fliE	b1407//
fliFGHIJK	b0430//b4280//b1178//b3568//b0765//b1266//
fliLMNOPQR	rhmD//b1814//b3810//b1820//b1667//b3929//tfaS//
flk	b0580//
flu	b3545//
flxA	b2934//
fnr	b1215//
fnrS	b1542//
focA-pflB	b3830//b2722//
folA	b0657//
folB	b1411//
folC-dedD	b2331//b4366//
folD-ybcJ	b0891//ficA//
folE-yeiB	b1911//b1040//
folP-glmM	b0191//b0035//
folX-yfcH	b1286//b4234//
fpr	b2338//
frc	b4188//
frdABCD	b3472//b1768//b2253//b3982//
fre	b0133//
frlABCDR	b4274//b0954//b0836//b2245//b0227//
frmRAB	b3540//b3314//b2101//
frr	b2458//
frsA	b1225//
fruBKA	b1775//b2206//b1194//
frvABXR	b1339//b3877//b0557//b3317//
frwCB	b3571//b4440//
frwD	b2141//
fryBC-ypdFE-fryA	b2670//b2981//b2919//b2595//b2195//
fsaA	b2316//
fsr	b1427//
ftnA	b2727//
ftnB	b1232//
ftp	b3392//
ftsAZ	ygaQ//b0092//
ftsB	b0188//
ftsK	b2571//
ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	b2022//b0237//b0738//b1970//b0832//b2856//b1981//b2312//b3025//b1986//b3080//b2568//b1298//b3996//
ftsP	ybfH//
ftsQ	b3588//
ftsQAZ	b4076//b3240//b2130//
ftsYEX	b0334//b2592//b0876//
ftsZ	yeeL_2//
fucAO	b2812//b3283//
fucPIKUR	b0790//b0239//b0294//b0399//b2041//
fucR	b0534//
fumA	b1729//
fumAC	b1953//b2136//
fumB	b0428//
fumC	b2808//
fur	b1996//
fusA-tufA	b0715//b0393//
fxsA	b4442//
gabDTP	b4118//b2853//b3152//
gadAX	b4669//b2069//
gadBC	b0912//b4432//
gadC	b2263//
gadEF	b1669//b0015//
gadEF-mdtEF	b3976//b0773//b0968//b4048//
gadW	b3225//
gadX	b3831//
gadXW	b4380//b0956//
gadY	b0541//
galE	b3239//
galET	b2764//b3050//
galETK	phnE_2//b0911//b0639//
galETKM	b0843//b1178//yrhC//b3002//
galF	b2895//
galK	b0196//
galP	b1176//
galR	b0405//
galS	b1710//
galU	b3831//
gapA	b3749//
gapA-yeaD	maoP//b2602//
gapC_1C_2	b0578//b4536//
garD	b3232//
garPLRK-rnpB	b1480//b2947//b1841//b4162//b2734//
gatR_1	b4047//
gatR_2	b1955//
gatYZABCD	b1513//b2402//tfaS//b4013//b3520//b2324//
gatZABCD	b2917//b2447//b4463//b1356//b2183//
gcd	b4419//
gcl-hyi-glxR-ybbW-allB-ybbY-glxK	b3006//b1682//b0995//b3042//b3225//b0028//b2781//
gcvA	b3839//
gcvB	b3611//
gcvP	b0643//
gcvR	b1252//
gcvTHP	b1524//b1299//b3023//
gdhA	b0233//
gfcA	b1222//
gfcBCD	b3203//b3102//b2342//
gfcE-etp-etk	b0396//b1088//b3555//
ggt	b1491//
ghoST	b2950//b2312//
ghrA	b4403//
ghrB	b3098//
ghxP	b2053//
glcBA	b4035//b0540//
glcC	b4713//
glcDEFGBA	b2767//b2251//b3032//b2067//b2006//b4373//
glf-wbbH	b2095//b1467//
glgAP	b1342//b2534//
glgBXCAP	b1499//b0500//b4097//b4086//b0973//
glgCAP	b0780//b1219//b2382//
glgS	b1077//
glk	b1716//
glmUS	b4475//b0736//
glmY	b2814//
glmZ	b2157//
glnA	b4420//
glnALG	b1131//b3185//b2914//
glnB	b1851//
glnD	b3577//
glnHPQ	b0209//b2284//b3249//
glnK-amtB	b1301//b4194//
glnLG	b4547//b0764//
glnQ	b3812//
glnS	b1949//
glnW-metU-glnVX	b1071//b0867//b3619//b4545//
gloA	yeeL_2//
gloB	b0199//
glpABC	b1085//b0422//b0004//
glpD	b0600//
glpEGR	b1099//b0992//b3036//
glpFKX	b0874//b3969//b4027//
glpGR	b2419//b0854//
glpR	b4097//
glpTQ	C0362//b0293//
glrK	b3757//
glrR	b0118//
glrR-glnB	b0897//b0179//
gltA	b2548//
gltBDF	b3471//b3750//b0829//
gltI-sroC-gltJKL	b0452//b1252//b2971//b3779//b2551//
gltP	b1798//
gltS	b0583//
gltX	b1590//
glvCBG-ysdC	b4394//b3292//b3627//b3824//
glxK	b1973//
glyA	b3634//
glyQS	b2194//b4524//
glyU	b3591//
glyVXY	b4048//b4134//b3901//
glyW-cysT-leuZ-3'ETS<sup><i>leuZ</i></sup>	b2285//b2544//b0323//b0718//
gmhB	b2827//
gmk	b4107//
gnd	b2286//
gnsB	b1510//
gntK	b1003//
gntKU	b1480//b2995//
gntP	b2830//
gntR	b3993//
gntRKU	b1267//b1612//b3607//
gntT	sroD//
gntU	b4139//
gntX-nfuA	b3791//b3544//
gor	b2410//
gpmA	b2853//
gpmM-envC-yibQ	b3535//b1149//b3110//
gpp	b0559//
gpr	b0132//
gpt	b2018//
grcA	b0880//
greA	b1159//
greB	b2662//
groL	b3580//
groSL	b2699//b3595//
grpE	b1277//
grxA	b3929//
grxB	b2616//
grxC	b2638//
grxD	b2835//
gshA	b3377//
gsk	b1140//
gspAB	b0465//b4068//
gspCDEFGHIJKLMO	b2945//b2608//b0867//b0849//b4348//b4008//b2553//b2089//b2339//b2433//b3647//b3144//
gss	b3292//
gstA	insAB-3//
gstB	b2401//
guaBA	b0963//b0823//
guaC	b1788//
gudPXD	b4156//b3832//b0070//
gyrA	ycgH_1//
gyrB	b2161//
hcaEFCBD	b1006//b3449//b1204//b0694//b1150//
hcaR	b2731//
hcaT	b0335//
hchA	b3392//
hcp-hcr	b1589//b4450//
hda	b4517//
hdeAB-yhiD	b1635//b0739//yjhE//
hdeD	b1218//
hdfR	insAB-5//
hdhA	b3935//
