#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b3014//
C0299	b0500//
C0362	b3075//
C0465	b0482//
C0614	b3908//
C0664	b4713//
C0719	b2121//
IS128	b4289//
aaeR	b2335//
aaeXAB	b2610//b0114//b2802//
aas-lplT	b0678//b4388//
aat	b2986//
abgABT-ogt	b0174//b2472//b2070//b2842//
abgR	b0624//
abpAB	b1271//b2268//
abrB	b2700//
accA	b1938//
accBC	b2349//b3476//
accD	b1438//
aceBAK	b3450//b0212//b2912//
aceEF	b0123//yifN//
aceK	yrhA//
ackA	b1532//
ackA-pta	b1522//b0618//
acnA	b1197//
acnB	b3069//
acpH	b1861//
acpP	b2820//
acpP-fabF	b1890//b0848//
acpT	b1924//
acrAB	b0576//b2647//
acrB	b3102//
acrD	b1105//
acrEF	b1635//b2383//
acrR	ilvG_1//
acrZ	b2497//
acs-yjcH-actP	b4059//b2455//b4239//
actP	b3514//
ada-alkB	b0331//b2889//
add	b0450//
adeD	b0728//
adeP	b2682//
adeQ	b2804//
adhE	b3884//
adhP	b2491//
adiA	b1881//
adiC	b1463//
adiY	b4386//
adk	b2238//
aegA	b0107//
aer	b4090//
aes	prfH//
agaR	b1423//
agaS-kbaY-agaBCDI	b3325//b1054//b1016//b4517//b3225//b0269//
agp	b3210//
agrA	b3641//
agrB	b1244//
ahpCF	b2312//b2930//
ahpF	b3719//
ahr	b3441//
aidB	b1294//
ais	b1018//
alaA	b1063//
alaA-yfbR	b1191//b0957//
alaC	b0050//
alaE	b2710//
alaS	b3241//
alaWX	b0260//b1834//
aldA	b3598//
aldB	b2244//
alkA	b2308//
alkB	b2670//
allA	b0499//
allDCE	b0074//b4118//b3625//
allR	b0799//
allS	b1455//
alpA	b1915//
alr	b2025//
alsBACE	b4212//b1034//b3249//b0352//
alsK	b3033//
alx	b3277//
amiA-hemF	b3758//b3807//
amiC	b0710//
amn	b0859//
ampC	b3068//
ampDE	b3046//b3359//
ampG	b1009//
ampH	b2172//
amyA	b1247//
anmK	b2967//
ansA-pncA	b4398//b0239//
ansB	b0793//
ansP	b0875//
apaGH	b2269//b3311//
aphA	b2149//
appA	b3336//
appCBXA	b4213//b2724//b3126//b3408//
appY	b2778//
apt	b1766//
aqpZ	b1686//
araBAD	b4096//b3958//b1527//
araC	b2717//
araE	b3839//
araE-ygeA	b4326//b0142//
araFGH	b3582//b1985//b0203//
araJ	b1638//
arcA	b0106//
arcB	b3650//
arcZ	b1730//
arfA	b1058//
argA	b2463//
argCBH	b0183//b1257//C0719//
argD	b0223//
argE	b4189//
argF	b3686//
argG	b4319//
argI	b1645//
argO	b1392//
argP	b0046//
argQ	b2680//
argR	b4256//
argS	b3186//
argT-hisJQMP	b1101//b3468//b2546//b2347//b3986//
argU	b1233//
argW	b1474//
argX-hisR-leuT-proM	b2721//b0261//b1612//b2521//
ariR	b1013//
arnBCADTEF	b1858//b3194//b2962//b2219//b3712//b0016//b3920//
aroF-tyrA	b0124//b3972//
aroG	b0445//
aroH	tpke11//
aroKB-damX-dam-rpe-gph-trpS	b2941//b1460//b0461//b4609//b1116//b2776//b2703//
aroL-yaiA-aroM	b1241//b1120//b3680//
aroP	b1411//
arpA	b3561//
arpB_1B_2	b0776//b1691//
arrS	b2132//
arsRBC	b1167//b1928//b2699//
artJ	b0922//
artPIQM	b2312//b3236//b2881//b3074//
ascB	b1628//
ascFB	b2768//b2568//
ascG	b4337//
asd	b4271//
aslA	b4159//
aslB	b1419//
asmA	b3336//
asnA	b0968//
asnB	b2426//
asnC	b0201//
asnC-mioC	b4337//b0678//
asnC-mioC-mnmG	b1260//b4624//b3376//
asnS	b3308//
asnT	b3679//
asnU	b2078//
asnV	b4147//
asnW	b3979//
aspA	b0987//
aspA-dcuA	b2704//b0108//
aspC	b4218//
aspS	b1994//
aspT	b2609//
aspU	b0877//
