#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b4592//
C0299	b4161//
C0362	b1112//
C0465	b1498//
C0614	b0132//
C0664	ychE_1//
C0719	b0008//
IS128	b4451//
aaeR	b3375//
aaeXAB	b4568//b0923//b4380//
aas-lplT	b2364//b2169//
aat	b1760//
abgABT-ogt	b2131//b0875//b3212//b0762//
abgR	b3883//
abpAB	b2020//b1625//
abrB	b2086//
accA	b0194//
accBC	b1383//b3656//
accD	b1851//
aceBAK	b1911//b0344//b2673//
aceEF	b0342//b2283//
aceK	b4117//
ackA	b0138//
ackA-pta	b3953//b1652//
acnA	b0334//
acnB	b2417//
acpH	b3054//
acpP	b2679//
acpP-fabF	b2323//b3358//
acpT	b3119//
acrAB	ykiB//b4331//
acrB	b0266//
acrD	b0415//
acrEF	b2461//b2467//
acrR	b1921//
acrZ	b3353//
acs-yjcH-actP	b3366//b0031//b0405//
actP	b2246//
ada-alkB	b0380//b2646//
add	b4178//
adeD	b2620//
adeP	b3649//
adeQ	b2883//
adhE	b1083//
adhP	b0453//
adiA	b4076//
adiC	b3940//
adiY	b0564//
adk	b3456//
aegA	b2806//
aer	b1737//
aes	b3278//
agaR	b2201//
agaS-kbaY-agaBCDI	b0437//b1376//b2202//b0821//b2933//b1982//
agp	b3357//
agrA	b4527//
agrB	molR_1//
ahpCF	b0685//b0117//
ahpF	b1793//
ahr	b0886//
aidB	b1351//
ais	b1185//
alaA	b0069//
alaA-yfbR	b0906//b0040//
alaC	b3507//
alaE	b3974//
alaS	b2001//
alaWX	b1782//b3369//
aldA	b3459//
aldB	b1447//
alkA	b3324//
alkB	b4079//
allA	b2433//
allDCE	b2554//b1715//b1735//
allR	b4207//
allS	b1137//
alpA	b0659//
alr	b1780//
alsBACE	b2233//b2034//b3907//b0495//
alsK	b2346//
alx	b0991//
amiA-hemF	b3704//b3005//
amiC	b0704//
amn	b2686//
ampC	b0456//
ampDE	b0905//b3393//
ampG	b2231//
ampH	b1154//
amyA	b3978//
anmK	b1053//
ansA-pncA	b1655//b3474//
ansB	b1306//
ansP	b0226//
apaGH	b3327//b4018//
aphA	b0137//
appA	b2582//
appCBXA	b0800//b3461//b0791//b4385//
appY	b0069//
apt	b2900//
aqpZ	b0599//
araBAD	b4313//b1572//b1548//
araC	b2807//
araE	b0642//
araE-ygeA	b1202//b3634//
araFGH	b1515//b2917//b2071//
araJ	b4365//
arcA	b3928//
arcB	b3329//
arcZ	b2018//
arfA	b2920//
argA	b1642//
argCBH	b2262//b1309//b0579//
argD	b0002//
argE	b0022//
argF	b2194//
argG	b1552//
argI	b1043//
argO	b2302//
argP	b1756//
argQ	b4363//
argR	b2685//
argS	b0265//
argT-hisJQMP	b1174//b0022//b1650//b1654//qseG//
argU	b3994//
argW	b1909//
argX-hisR-leuT-proM	b0153//b3510//b1374//b0396//
ariR	b4392//
arnBCADTEF	b0860//b0194//b2831//b0333//b0716//b3877//b2718//
aroF-tyrA	b0676//b2944//
aroG	b3761//
aroH	b1057//
aroKB-damX-dam-rpe-gph-trpS	b1871//b1041//b4239//b2160//b3450//b3077//b1152//
aroL-yaiA-aroM	b2585//b0866//b0515//
aroP	b4187//
arpA	b0924//
arpB_1B_2	b4173//b4152//
arrS	b2465//
arsRBC	b3377//b2011//b0957//
artJ	b3859//
artPIQM	b3479//ecpC//yhiS_1//b1747//
ascB	b2294//
ascFB	b3295//b0410//
ascG	b4120//
asd	b2921//
aslA	b0446//
aslB	b1003//
asmA	efeU_2//
asnA	b3210//
asnB	b3502//
asnC	b2369//
asnC-mioC	b3831//b1376//
asnC-mioC-mnmG	b2739//b2532//b4246//
asnS	b0987//
asnT	b1384//
asnU	b2171//
asnV	b4464//
asnW	b4423//
aspA	b2958//
aspA-dcuA	b1254//b3992//
aspC	b3829//
aspS	b1862//
aspT	b0756//
aspU	b3562//
aspV	b0410//
asr	b2311//
astCADBE	b3619//b2416//b0953//b4373//b3230//
atl	b4616//
atoDAEB	b4274//b2165//b3263//b0004//
atoSC	b3472//b2423//
atpBEFHAGDC	b0225//b0450//b1655//b1655//b2807//b0635//b2880//b0941//
atpIBEFHAGDC	b0202//b2489//b1391//b3606//ydbA_2//b2709//b3741//b2101//b3453//
avtA	b0744//
azoR	b1022//
