#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b2068//
C0299	b1842//
C0362	b3296//
C0465	b4157//
C0614	b4451//
C0664	b2998//
C0719	b4608//
IS128	b4018//
aaeR	b3333//
aaeXAB	b0978//b1308//b3094//
aas-lplT	b0182//b3110//
aat	b2678//
abgABT-ogt	yeeL_1//b1614//b1519//b4221//
abgR	b0634//
abpAB	b3627//b0365//
abrB	b4024//
accA	b1325//
accBC	b4463//b4113//
accD	b1108//
aceBAK	b2869//b0197//b2665//
aceEF	b2504//b1358//
aceK	b3525//
ackA	b0985//
ackA-pta	b0062//b1536//
acnA	b2934//
acnB	b1432//
acpH	b0484//
acpP	b1056//
acpP-fabF	b1487//b3572//
acpT	b2568//
acrAB	b2673//b4467//
acrB	b1851//
acrD	b0811//
acrEF	b1427//b1703//
acrR	b2012//
acrZ	b3505//
acs-yjcH-actP	b4182//b0270//b1761//
actP	b1997//
ada-alkB	b2503//b1050//
add	b3475//
adeD	b1484//
adeP	b3031//
adeQ	b3473//
adhE	b1434//
adhP	b1821//
adiA	b0834//
adiC	b4117//
adiY	b0773//
adk	b0978//
aegA	b1155//
aer	b4048//
aes	b3080//
agaR	b3824//
agaS-kbaY-agaBCDI	b1647//b0951//b4024//b1892//b0589//insCD-2//
agp	b4374//
agrA	b2727//
agrB	b2308//
ahpCF	b2068//b0271//
ahpF	b3668//
ahr	b3242//
aidB	b2736//
ais	b2112//
alaA	b3093//
alaA-yfbR	b2002//b1937//
alaC	b3091//
alaE	b0561//
alaS	b2871//
alaWX	b2598//b3755//
aldA	b1290//
aldB	b0871//
alkA	b1631//
alkB	b1071//
allA	b2823//
allDCE	b3585//b0493//b4585//
allR	b0958//
allS	b4528//
alpA	b1637//
alr	b0066//
alsBACE	b1188//b1686//b0189//phnE_2//
alsK	b1904//
alx	b2737//
amiA-hemF	b3437//b3864//
amiC	b2295//
amn	b0559//
ampC	b0404//
ampDE	b1345//b3104//
ampG	b1082//
ampH	b3876//
amyA	b1470//
anmK	b0473//
ansA-pncA	b2537//b1969//
ansB	ykiB//
ansP	b0162//
apaGH	b3415//yrhA//
aphA	b1520//
appA	b1251//
appCBXA	b1006//b0340//b1470//b2545//
appY	b1154//
apt	b4047//
aqpZ	b2003//
araBAD	b3873//b2717//b1098//
araC	b4089//
araE	b3135//
araE-ygeA	b1864//b1210//
araFGH	b0693//b2717//b1089//
araJ	b2034//
arcA	b4135//
arcB	b1673//
