#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b2789//
C0299	b3779//
C0362	b1941//
C0465	molR_3//
C0614	b3218//
C0664	b3084//
C0719	b2461//
IS128	b0049//
aaeR	b2639//
aaeXAB	b2187//b0527//b3037//
aas-lplT	b2671//cpxQ//
aat	b1427//
abgABT-ogt	b0747//b1359//b0767//b2381//
abgR	b4269//
abpAB	b2344//b4307//
abrB	b2905//
accA	b2820//
accBC	b0304//b3006//
accD	b3728//
aceBAK	b4202//b3241//b1582//
aceEF	b1970//b0013//
aceK	b4100//
ackA	b3157//
ackA-pta	b3976//b3099//
acnA	b0680//
acnB	sraA//
acpH	b1083//
acpP	b1670//
acpP-fabF	b3252//ilvG_2//
acpT	b2554//
acrAB	b3696//b0342//
acrB	b0200//
acrD	b2501//
acrEF	b0860//b1322//
acrR	ychG_1//
acrZ	b2200//
acs-yjcH-actP	b0052//b1702//b1482//
actP	b4194//
ada-alkB	b0093//b2461//
add	b3865//
adeD	b3300//
adeP	b4434//
adeQ	b1841//
adhE	b1495//
adhP	b0053//
adiA	b2538//
adiC	b2193//
adiY	b0333//
adk	b1772//
aegA	b2750//
aer	b4460//
aes	b1614//
agaR	b4544//
agaS-kbaY-agaBCDI	b3099//b1182//b0482//b1754//b2063//b4456//
agp	b3302//
agrA	tpke70//
agrB	b0273//
ahpCF	b4333//b1916//
ahpF	b0764//
ahr	b4347//
aidB	b2333//
ais	b2206//
alaA	b0308//
alaA-yfbR	b0761//b1663//
alaC	b1406//
alaE	b2610//
alaS	b1342//
alaWX	b2743//b1514//
aldA	b4324//
aldB	b3066//
alkA	b2979//
alkB	b4336//
allA	b0571//
allDCE	b4529//b4034//b1340//
allR	b2029//
allS	b3996//
alpA	b0707//
alr	b0157//
alsBACE	maoP//b2013//b3191//b1560//
alsK	yncK_1//
alx	b2216//
amiA-hemF	b3224//b3713//
amiC	b2432//
amn	b4153//
ampC	b3678//
ampDE	b0792//b2770//
ampG	b0577//
ampH	b0604//
amyA	b1018//
anmK	b0724//
