#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b3412//
C0299	b3712//
C0362	b2439//
C0465	b1585//
C0614	b2482//
C0664	b2702//
C0719	b3760//
IS128	b2959//
aaeR	b2977//
aaeXAB	b0202//b0590//b2065//
aas-lplT	b1726//b0016//
aat	b4403//
abgABT-ogt	b2514//b2291//b4432//b1542//
abgR	b3371//
abpAB	b1486//b0428//
abrB	b3024//
accA	b2362//
accBC	b3062//b1838//
accD	b4407//
aceBAK	b4226//b4095//yncK_1//
aceEF	b3700//b2881//
aceK	b4087//
ackA	b0687//
ackA-pta	b0254//b1331//
acnA	b3894//
acnB	b3354//
acpH	b1112//
acpP	b2333//
acpP-fabF	b3619//b3823//
acpT	b1833//
acrAB	b2600//b2917//
acrB	b4145//
acrD	b0512//
acrEF	b4183//b4365//
acrR	b4289//
acrZ	b1790//
acs-yjcH-actP	b2962//b1974//b3081//
actP	b0252//
ada-alkB	b0765//b1563//
add	b1737//
adeD	b2421//
adeP	b3812//
adeQ	b2520//
adhE	b3169//
adhP	b3250//
adiA	b4417//
adiC	b4231//
adiY	b1303//
adk	b0748//
aegA	b1900//
aer	b1434//
aes	b4131//
agaR	b2558//
agaS-kbaY-agaBCDI	b1463//b4262//b3442//b2664//b3858//b3325//
agp	b0248//
agrA	b1403//
agrB	b2628//
ahpCF	b4515//b2153//
ahpF	b0796//
ahr	b1605//
aidB	b1587//
ais	b0170//
alaA	b3921//
alaA-yfbR	b3136//b1725//
alaC	b0006//
alaE	b1762//
alaS	b1921//
alaWX	b2949//b2748//
aldA	b0768//
aldB	b3180//
alkA	b4045//
alkB	b0591//
allA	b3422//
allDCE	b3328//b0806//b4487//
allR	b2290//
allS	b0746//
alpA	b2768//
alr	b1235//
alsBACE	b2361//b1506//b2685//b3201//
alsK	b0881//
alx	b3455//
amiA-hemF	b0248//b0108//
amiC	b2512//
amn	b3664//
ampC	b0653//
