#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b2028//
C0299	b1635//
C0362	b0251//
C0465	b2068//
C0614	b4637//
C0664	b0811//
C0719	b2712//
IS128	b1538//
aaeR	b1807//
aaeXAB	b0440//b2455//b0689//
aas-lplT	b4456//b3149//
aat	b3765//
abgABT-ogt	b0565//b2712//b1209//b3871//
abgR	b0283//
abpAB	b3769//b1897//
abrB	b2221//
accA	gapC_1//
accBC	b3068//b3037//
accD	b1923//
aceBAK	b0550//b1161//b3062//
aceEF	sroE//b0423//
aceK	b0851//
ackA	yafF//
ackA-pta	b0918//b3423//
acnA	b3472//
acnB	b0049//
acpH	b2148//
acpP	b4512//
acpP-fabF	b2163//b1349//
acpT	b1352//
acrAB	b4309//b2640//
acrB	b2518//
acrD	b1986//
acrEF	b1152//b2421//
acrR	b1098//
acrZ	b0696//
acs-yjcH-actP	b3498//b3028//b3161//
actP	b0582//
ada-alkB	b2299//b4048//
add	b2836//
adeD	b1658//
adeP	b1657//
adeQ	b0210//
adhE	cpxQ//
adhP	b2601//
adiA	b3316//
adiC	b1465//
adiY	b0678//
adk	b2480//
aegA	b2938//
aer	insCD-3//
aes	b2583//
agaR	b3030//
agaS-kbaY-agaBCDI	b2467//b2142//b2945//b0546//b2716//b1728//
agp	b2663//
agrA	yedN_2//
agrB	b2082//
ahpCF	b1544//b1193//
ahpF	b4237//
ahr	b2287//
aidB	b3582//
ais	b2322//
alaA	b3759//
alaA-yfbR	b2821//b3677//
alaC	b1996//
alaE	b3997//
alaS	b1096//
alaWX	b1606//b3778//
aldA	b0957//
aldB	b0967//
alkA	b2649//
alkB	b3137//
allA	b1133//
allDCE	b1625//b4204//ilvG_2//
allR	b3499//
allS	b1583//
alpA	b0053//
alr	b1687//
alsBACE	rirA//b2732//b0827//b3014//
alsK	b1548//
alx	b2290//
amiA-hemF	b0042//b4611//
amiC	b0950//
amn	b2480//
ampC	b1232//
ampDE	b4504//b4262//
ampG	b0711//
ampH	b1094//
amyA	b4181//
anmK	b4034//
ansA-pncA	b2516//b3242//
ansB	b3134//
ansP	b4517//
apaGH	b1058//b3544//
aphA	b1605//
appA	b0540//
appCBXA	b2216//b1112//b2341//b2160//
appY	b0034//
apt	b3716//
aqpZ	b3154//
araBAD	ychG_2//b4517//b3392//
araC	b3513//
araE	b4114//
araE-ygeA	b0718//b4555//
araFGH	b1593//b2341//b1641//
araJ	b4207//
arcA	b2307//
arcB	b1802//
arcZ	b2564//
arfA	b0318//
argA	b4375//
argCBH	b3876//b1837//b2394//
argD	b0232//
argE	b1361//
argF	b4410//
argG	b1523//
argI	sdsN//
argO	b2954//
argP	b0644//
argQ	b3404//
argR	b2568//
argS	b3426//
argT-hisJQMP	b3946//b2602//b2850//b1035//b0672//
argU	b4109//
argW	b0824//
argX-hisR-leuT-proM	b0930//b1517//b0976//b1656//
ariR	b0191//
arnBCADTEF	b4331//b2314//b1083//b3656//b1565//b0946//b2424//
