#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b1272//
C0299	b1110//
C0362	b3935//
C0465	b4049//
C0614	b1559//
C0664	b0668//
C0719	b4351//
IS128	b2809//
aaeR	b1727//
aaeXAB	b1124//b4239//b0234//
aas-lplT	b4539//yghX_2//
aat	b1328//
abgABT-ogt	b3732//b3783//b3017//b0335//
abgR	b2574//
abpAB	b3403//b0732//
abrB	b0684//
accA	b1100//
accBC	b3378//b3535//
accD	b1992//
aceBAK	b3224//b2606//b2640//
aceEF	b2805//b3428//
aceK	b1657//
ackA	b2558//
ackA-pta	b0909//b4078//
acnA	b2642//
acnB	b0717//
acpH	b3553//
acpP	b0928//
acpP-fabF	b2533//b1471//
acpT	ychE_1//
acrAB	b2435//b4089//
acrB	b1864//
acrD	sroA//
acrEF	b0296//b0233//
acrR	b0030//
acrZ	b4107//
acs-yjcH-actP	b1235//b4200//b0425//
actP	b1878//
ada-alkB	b4598//b1548//
add	b4704//
adeD	b1576//
adeP	b3843//
adeQ	b3037//
adhE	b1027//
adhP	b1114//
adiA	b1677//
adiC	b0223//
adiY	b2062//
adk	b3091//
aegA	b1100//
aer	b4013//
aes	b3880//
agaR	b0702//
agaS-kbaY-agaBCDI	b1841//b2736//b2693//b2675//b3161//b3605//
agp	b4053//
agrA	b0849//
agrB	b2141//
ahpCF	b2080//b3244//
ahpF	b0308//
ahr	b2705//
aidB	b4303//
ais	b0045//
alaA	b2418//
alaA-yfbR	b0983//b1589//
alaC	insB-7_1//
alaE	b3517//
alaS	b3517//
alaWX	b1399//b3074//
aldA	b0731//
aldB	b3188//
alkA	b1332//
alkB	b3493//
allA	b1412//
allDCE	b2488//b2833//b4685//
allR	b4421//
allS	b2340//
alpA	insCD-1//
alr	b0939//
alsBACE	ybfO//b1147//b3011//b3231//
alsK	b3151//
alx	b1654//
amiA-hemF	b0980//b4348//
amiC	b1585//
amn	b4208//
ampC	b3575//
ampDE	b1860//b0535//
ampG	b4041//
