#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b0983//
C0299	b0185//
C0362	b3772//
C0465	b3078//
C0614	b0398//
C0664	b4202//
C0719	b4395//
IS128	b1265//
aaeR	b0149//
aaeXAB	b2049//b1734//b4445//
aas-lplT	b3445//b4465//
aat	b2249//
abgABT-ogt	b0545//b1494//b2127//b1233//
abgR	b2160//
abpAB	b0831//b1680//
abrB	b3389//
accA	b3609//
accBC	b0618//b2652//
accD	b1646//
aceBAK	b1988//b3729//b0463//
aceEF	b4132//b3401//
aceK	b1153//
ackA	b4219//
ackA-pta	b2542//b0684//
acnA	b3724//
acnB	b3121//
acpH	b4662//
acpP	b1605//
acpP-fabF	b0458//b2811//
acpT	b1886//
acrAB	b2975//b2560//
acrB	b0955//
acrD	b3371//
acrEF	b2430//b1546//
acrR	b2538//
acrZ	b0133//
acs-yjcH-actP	b1421//b3874//b3798//
actP	b0449//
ada-alkB	b1921//b1538//
add	b4334//
adeD	b4425//
adeP	b0030//
adeQ	b1716//
adhE	b1940//
adhP	b3418//
adiA	b0253//
adiC	b3782//
adiY	b2130//
adk	b1140//
aegA	b1609//
aer	b3785//
aes	b2040//
agaR	b3024//
agaS-kbaY-agaBCDI	b2421//b2644//b1463//b1601//b3369//b4357//
agp	b2289//
agrA	b3422//
agrB	insAB-2//
ahpCF	b1045//b4466//
ahpF	b4043//
ahr	b3817//
aidB	b3511//
ais	b2690//
alaA	b1746//
alaA-yfbR	b3105//b3871//
alaC	b3819//
alaE	b0303//
alaS	b1227//
alaWX	xisR//b1514//
aldA	b2959//
aldB	b3011//
alkA	b3638//
alkB	b3614//
allA	b3754//
allDCE	b2664//b2601//b0879//
allR	b1867//
allS	b3646//
alpA	b3473//
alr	b1655//
alsBACE	b2374//b0824//b2955//b4374//
alsK	b2181//
alx	b3270//
amiA-hemF	b0584//b4399//
amiC	b2023//
amn	b2801//
ampC	b0976//
ampDE	b2608//b3573//
ampG	b1750//
ampH	b4214//
amyA	ylbE//
anmK	b2446//
ansA-pncA	b1215//b0594//
ansB	b2279//
ansP	b1293//
apaGH	b1168//b1712//
aphA	b4457//
appA	b3729//
appCBXA	b1873//b4328//b2075//b4513//
appY	b2898//
apt	b4348//
aqpZ	b3461//
araBAD	b3869//b3539//b0022//
araC	b3365//
araE	b1074//
araE-ygeA	b0371//b0901//
araFGH	b2206//b3174//b4270//
araJ	b0999//
arcA	b2043//
arcB	b0838//
arcZ	b2838//
arfA	b2995//
argA	b2522//
argCBH	b1656//b1940//b1046//
argD	b2758//
argE	b2066//
argF	b3378//
argG	b3843//
argI	b3423//
argO	b0847//
argP	b3042//
argQ	b1310//
argR	b3855//
argS	b1857//
argT-hisJQMP	b4146//b3941//b3200//b1582//b1668//
argU	b3235//
argW	b4160//
argX-hisR-leuT-proM	b0858//b0834//b2727//b1830//
ariR	b2696//
arnBCADTEF	ybeM_2//b1767//b2079//b3416//b0284//b2246//b2482//
aroF-tyrA	b1128//b4108//
aroG	b3359//
aroH	b3378//
aroKB-damX-dam-rpe-gph-trpS	b3445//b1219//b0517//b3289//b3806//b3211//b0655//
