#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b0810//
C0299	b1235//
C0362	b2020//
C0465	b3662//
C0614	b1292//
C0664	b2442//
C0719	b3003//
IS128	b0776//
aaeR	b4237//
aaeXAB	b4289//b4279//b0252//
aas-lplT	b0369//b0073//
aat	b2189//
abgABT-ogt	b0341//b1124//b1921//b4077//
abgR	b3014//
abpAB	b2482//b0471//
abrB	b0423//
accA	b4257//
accBC	b1268//b1353//
accD	b1276//
aceBAK	b4303//b1432//b1122//
aceEF	b0532//ilvG_1//
aceK	b3551//
ackA	b2179//
ackA-pta	b0388//b1054//
acnA	b3135//
acnB	b1470//
acpH	b3869//
acpP	b4377//
acpP-fabF	b0183//b4424//
acpT	b2500//
acrAB	b4714//b1447//
acrB	b3715//
acrD	b0674//
acrEF	b0384//b0365//
acrR	b3331//
acrZ	b3160//
acs-yjcH-actP	b2846//b3520//b0286//
actP	b2062//
ada-alkB	b0089//b3358//
add	b2388//
adeD	b3090//
adeP	b0032//
adeQ	b3252//
adhE	b1642//
adhP	b3010//
adiA	b1105//
adiC	molR_2//
adiY	b3268//
adk	b3126//
aegA	b2068//
aer	b2248//
aes	b1045//
agaR	b1076//
agaS-kbaY-agaBCDI	b1932//b1664//b1315//b2322//b0716//b4411//
agp	b1623//
agrA	b3356//
agrB	b2390//
ahpCF	b4526//b0413//
ahpF	b0605//
ahr	b3240//
aidB	b3775//
ais	b4141//
alaA	b3096//
alaA-yfbR	b0432//b1492//
alaC	b3070//
alaE	b0414//
alaS	b1054//
alaWX	b2734//b3406//
aldA	b2861//
aldB	b2437//
alkA	b4102//
alkB	b0335//
allA	b2692//
allDCE	b1942//ybfG//b2767//
allR	b1256//
allS	b0733//
alpA	ypaA//
alr	b0687//
alsBACE	b1014//b1186//ybfG//b2879//
alsK	b0509//
alx	b3997//
amiA-hemF	b4038//b1295//
amiC	b0495//
amn	b1019//
ampC	b0493//
ampDE	b3135//b1496//
ampG	C0719//
ampH	b1716//
amyA	b2120//
anmK	b4445//
ansA-pncA	b0888//b3654//
ansB	b4625//
ansP	b3187//
apaGH	b4371//b3718//
aphA	b2782//
appA	b0783//
appCBXA	b1447//b4200//b0899//b0562//
appY	b3750//
apt	b0278//
aqpZ	b2674//
araBAD	b0333//b1922//b2825//
araC	b2937//
araE	b3849//
araE-ygeA	b1414//b2804//
araFGH	b2280//b1226//ybfO//
araJ	b0273//
arcA	ecpC//
arcB	b0765//
arcZ	b0529//
arfA	ybcD//
argA	b1867//
argCBH	b2888//b4401//b3124//
argD	b2546//
argE	b3116//
argF	b3994//
argG	b1143//
argI	b0764//
argO	b2396//
argP	b2501//
argQ	b3479//
argR	b3169//
argS	b3291//
argT-hisJQMP	b4213//b1021//b3981//b1902//b1943//
argU	b4317//
argW	b0844//
argX-hisR-leuT-proM	b3750//b3751//b0354//b4152//
ariR	b1335//
arnBCADTEF	b1218//b3066//b2873//b2495//b3337//b4213//b2592//
aroF-tyrA	b2003//b4685//
aroG	b3885//
aroH	b1045//
aroKB-damX-dam-rpe-gph-trpS	b3233//b2893//b2150//b2034//b2103//b2072//b0522//
aroL-yaiA-aroM	b2359//ysdC//b0382//
aroP	b3816//
arpA	b0388//
arpB_1B_2	b2099//b2527//
arrS	b2473//
arsRBC	b1393//b3299//b0374//
artJ	b1997//
artPIQM	b2671//b2082//b0043//b1932//
ascB	b3456//
ascFB	b2983//b3259//
ascG	b3711//
asd	b3576//
aslA	b2944//
aslB	b1829//
asmA	b4053//
asnA	b2618//
asnB	b0758//
asnC	b3862//
asnC-mioC	b1640//b4367//
asnC-mioC-mnmG	b1648//b1730//b1880//
asnS	b1661//
asnT	b3790//
asnU	b0757//
asnV	b4254//
asnW	b2443//
aspA	b1758//
aspA-dcuA	b1290//b0887//
aspC	b3031//
aspS	b2112//
aspT	b0109//
aspU	b3813//
aspV	b2689//
asr	b2357//
astCADBE	b2440//b4030//b0125//b4042//b4311//
atl	b4637//
atoDAEB	b2073//b1625//b3253//b3174//
atoSC	b1140//b0515//
atpBEFHAGDC	b4419//b1541//b3834//b0454//b3718//b0356//b3802//b0854//
atpIBEFHAGDC	b3827//b2037//b0561//b0134//b3526//b3379//b2797//b1080//b3889//
avtA	b3942//
azoR	b0688//
azuC	b2340//
bacA	b3030//
baeSR	b0829//b1286//
bamA	b1130//
bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE	b1902//b2459//b1022//b3244//b0010//b0670//b2958//b2547//
bamB-der	b1338//b0764//
bamC	insAB-6//
