#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b3365//b2557//
AcrR_neg	b0678//b4160//b2481//b0853//b2916//b1429//b2371//b0936//b3722//b1810//b0365//
Ada_neg	b0889//b1902//
Ada_pos	b1536//b1892//b0809//b0653//
AdiY_pos	b4698//b3903//b0896//b3942//b1167//b0517//b3365//b3117//
AgaR_neg	b2904//b1430//b0439//b4382//b3607//b3256//b0973//b3185//b1303//b1070//b0811//
AidB_neg	b0082//
AlaS_neg	b0594//
AllR_neg	b2500//b1501//b3416//b3065//b0086//b1389//b1982//b3902//b2789//
AllS_pos	b1244//b3431//b3095//
AlsR_neg	b2483//b0430//b1920//b0887//b0974//b1390//
AppY_pos	b0733//b1684//b3688//b4233//b1859//b2715//b2980//b0512//b3707//b0698//
AraC_neg	b1396//b0314//b0066//b1655//b1937//b2673//b1914//b4355//
AraC_pos	b0889//b1015//b2058//b1951//b4367//b3092//b3449//b0180//b3070//b2757//
ArgP_neg	efeU_2//
ArgP_pos	b2996//b4024//b0179//b1951//b0950//b1011//b1386//b0652//b1796//b3125//b4441//b3645//b1860//
ArgR_neg	b3753//b0035//b1109//b3415//b4193//b0933//b0093//b4002//b0734//b4311//b2316//b3600//b3256//b2729//b2558//b1486//b1924//b2288//b2821//b0066//b0757//b2715//b4288//b0762//b0113//b3451//b2379//b3328//b0891//b0435//b1265//b1070//b1519//
ArgR_pos	b2393//b2208//b2713//b4197//b2156//
ArsR_neg	b1062//b1307//b2221//
AscG_neg	b2674//b1548//b2685//b2977//b1914//
AsnC_neg	b2757//b2754//b0758//
AsnC_pos	b2717//
AtoC_pos	b4460//b1302//b2485//b3328//
BaeR_pos	b4435//b2942//b2224//b4324//b4096//b1082//b2061//b3223//
BasR_neg	b1634//b2097//
BasR_pos	b3604//b1851//b2199//b4160//b1252//b2531//b1163//b0732//b1514//b2818//b3604//
BetI_neg	b1073//b1568//b2422//b2085//
BirA_neg	b4117//b4238//b4384//b3507//b2537//
BluR_neg	b0086//b0683//b0114//b0181//
BolA_neg	b0781//b1941//
BolA_pos	b1247//b1384//
CadC_pos	b1714//b1299//b4013//
CaiF_pos	b4014//b4154//b1805//b2802//b0447//b1082//b4323//b3580//b2528//b0428//
Cbl_pos	b2507//b3508//b3905//b4004//b3666//b4670//b1387//b3688//b4439//
CdaR_pos	b0726//b1074//b3335//b0602//b1022//b1333//b0863//b1308//b1241//b1735//
CecR_neg	b2208//b2762//b0072//b2310//b3008//
